keyphrase;score
muusikauudised;0.8437
heliloojad;0.8408
heliloojaid;0.8389
heliloojatele;0.8369
muusikauudiseid;0.835
välisheliloojad;0.8349
muusikapäevade;0.8339
nüüdismuusikaplaanist;0.8311
välisheliloojaga;0.8281
helitöö;0.8278
nüüdismuusikamaastik;0.8264
siseheliloojad;0.8255
heliloojate;0.8247
välishelilooja;0.8219
kuulajad;0.8217
üleheliloojad;0.8212
kuulajatele;0.8206
nüüdismuusikas;0.8206
jutufestivali;0.8189
muusikaelust;0.8188
muusikalistest;0.8186
saatejuht;0.8174
kuulasid;0.8159
raadiokuulajad;0.8156
kuulanud;0.8156
kuulasime;0.8148
esinejad;0.8144
muusikaelu;0.8142
muusikatoki;0.8141
muusikaelule;0.8141
heliloojaks;0.8139
kontsertiseeriatega;0.8134
kontserditel;0.8125
kuulates;0.8118
heliloojaga;0.8109
kuulamist;0.8104
kontserdist;0.8103
nüüdismuusika;0.8102
muusikaelus;0.8102
kuulame;0.8099
tänavusest;0.8098
kuulamisel;0.8092
päevalehe;0.809
muusikast;0.8088
lauljad;0.8083
kuulab;0.8083
kontserdi;0.8082
viiuldajad;0.8081
heliloojatega;0.808
kontserdipaigad;0.8076
muusikale;0.8075
kontserdite;0.8075
kuulamas;0.8075
heliloojatelt;0.8073
kõlajõus;0.8071
kuulnud;0.807
kuulen;0.8069
kogufestival;0.8068
flöödimängijat;0.8061
tänase;0.8061
muusikuid;0.8061
kultuuritegelastel;0.8056
kuule;0.8055
tänavusele;0.8055
tänases;0.8051
kontserdipaik;0.8045
viiuldaja;0.8042
kuulda;0.8039
kontsertidel;0.8037
muusikutel;0.8034
rahvusooperisse;0.8033
kuuleme;0.8033
helilooja;0.803
muusikaga;0.803
lõpupäevadel;0.8028
kuuldused;0.8028
muusikateadlane;0.8027
nädalal;0.8025
nädala;0.8018
kontsert;0.8012
muusikutele;0.8012
teemal;0.8008
hästi;0.8005
tänavu;0.8005
nüüdisloomingule;0.8004
uue;0.8002
kultuurielult;0.8
rohkemat;0.7999
käesoleval;0.7998
toimuva;0.7991
kuulis;0.7988
muusikafilm;0.7987
klaveritootjaid;0.7986
muusikaakadeemias;0.7984
pillimängijaid;0.7982
toimuvadki;0.7981
tegijad;0.7981
noortekontserdid;0.7977
festivalilt;0.7975
orkestriproovides;0.7974
ajakirjanikule;0.7972
räägime;0.7972
kultuuridokumendist;0.797
päevi;0.797
jälle;0.7969
eestist;0.7966
hetkeseisu;0.7964
toimunud;0.7964
heliloomingut;0.7963
auditooriumini;0.7962
aastast;0.7961
ansamblid;0.796
sündmusi;0.7954
korraldajatel;0.795
kõrvutaksime;0.795
põnevamaid;0.7949
uutmoodi;0.7947
tegelikult;0.7947
öelda;0.7947
lõpuks;0.7943
jääda;0.7941
naljalugu;0.794
suurim;0.794
kunstimeediumi;0.7937
olulisemaid;0.7936
uudisteosed;0.7935
jätkame;0.7928
kaasa;0.7926
kolleegide;0.7923
aastakümnel;0.7922
episoodi;0.7919
toimetaja;0.7918
audiovisuaalkontsert;0.7916
vaadata;0.7915
intervjuudel;0.7912
uudisekünnist;0.7907
nii-öelda;0.7905
nele-eva;0.7904
kooridele;0.7904
jälgin;0.7903
auhinnale;0.7902
heliloomingule;0.7901
seisukorras;0.7898
külalistelemist;0.7898
siinsetele;0.789
tööle;0.789
tähelepanu;0.789
nädalavahetusel;0.789
juulil;0.7889
tegeletakse;0.7886
ütleksin;0.7885
inimestest;0.7885
noorteakadeemia;0.7884
maailmas;0.7882
võetud;0.7878
hiilgase;0.7877
diahelimontaaži;0.7876
mõnedki;0.7874
hinnanguid;0.7872
eluõhtul;0.7866
mängitakse;0.7865
tahaksime;0.7864
onlaipse;0.7862
esindatud;0.7861
riiklikusse;0.7859
üheksakümnendad;0.7858
juhid;0.7857
käisin;0.7854
presidendi;0.7851
arhiivimaterjalidest;0.785
tegevdirektoriks;0.785
sümfooniaorkestri;0.785
juubeliaastapäevaks;0.7849
elavad;0.7849
berlioosi;0.7847
kirjutavad;0.7845
paremaid;0.7844
pooleteistminutisse;0.7833
keeletundide;0.7829
telejättis;0.7826
klaveripalast;0.7826
interpreedi;0.7826
müügisaalid;0.7824
ühendriikides;0.7818
taustad;0.7817
mammutkontserdist;0.7814
diskussiooni;0.7813
ratifitseerinud;0.7812
esiettekandeid;0.7812
naabermaid;0.7812
klassikalisemalt;0.7811
hukkumisest;0.7806
sealjuures;0.7803
filharmoonikute;0.7802
isiklikult;0.78
debüüdi;0.7794
põlvkond;0.7794
miljoni;0.7765
tavapublik;0.7749
70-lt;0.7684
