keyphrase;score
euroopas;0.7333
koostööd;0.7174
19;0.6827
kalapüügi;0.6824
kunstisõprade;0.6818
aastate;0.6813
töötuse;0.6796
tegutsevate;0.6789
reaalse;0.6771
inimene;0.6756
näitaja;0.6748
kontrolli;0.6747
kultuur;0.6735
direktor;0.6734
muutuvad;0.6721
tasandus;0.6717
korras;0.6714
uuringu;0.6712
tallinna;0.6699
kirjelduse;0.6689
;0.6662
usaldusväärsust;0.666
ettevaatlikum;0.6657
tiitli;0.6653
töökohti;0.6644
gümnaasiumivõrgu;0.6636
majandusliku;0.6636
kokkuvõtte;0.6624
toetamise;0.6598
piisavalt;0.6583
gümnaasiumid;0.6582
tugevneb;0.6565
eri;0.6564
netovaranõudele;0.6561
ümbriku;0.656
langes;0.6555
hinnangud;0.6551
lihter;0.6547
hea;0.6547
uusi;0.6544
provisionides;0.6544
kalakaitse;0.6541
raadiouudistele;0.6537
valgusinstallatsioone;0.6527
lang;0.6507
8;0.6507
rahvusvahelise;0.649
riikides;0.6489
tegutseva;0.6476
erineda;0.6473
võrreldes;0.6473
töökohta;0.6471
lund;0.6467
koostöö;0.6465
kunsti;0.6459
küsitlus;0.6457
gümnaasiumivõrgust;0.6449
naaberomavalitsusse;0.6448
ühingute;0.6445
ainuke;0.644
protsendini;0.6435
liikmesriikides;0.6431
väärtusi;0.643
suudeta;0.6429
86;0.6426
kultuuriministeerium;0.6425
kasutatavates;0.6424
riigile;0.6424
raietegevuse;0.6423
ministeeriumit;0.6423
pidamise;0.6423
usalduskriis;0.6421
kultuuriinstitutsioonides;0.6421
drastiliselt;0.6418
suuremat;0.6411
anda;0.6404
liigub;0.6402
installatsioonid;0.6402
hinnanguid;0.6397
aastaga;0.6396
vaba;0.6388
madalad;0.6385
muutus;0.6385
kalakaitses;0.6382
tegu;0.6372
jaanuaris;0.637
konkreetselt;0.6365
hulk;0.6364
toetus;0.6359
konkreetne;0.6355
protsenti;0.635
keskkonna-;0.6345
toetust;0.634
öelda;0.6339
üksmeelt;0.6336
asjaoluga;0.6335
seotud;0.6334
õnnetusi;0.6333
müügitulemuste;0.6333
traditsiooni;0.633
institutsioonide;0.6328
riikidele;0.6328
meediakajastust;0.6326
töödega;0.6325
muutnud;0.6323
töötab;0.6322
tegevusest;0.6321
231;0.6318
sõnul;0.6318
kraadi;0.6317
trahvisummad;0.6311
langenud;0.631
koolid;0.631
aastaks;0.6308
silmaga;0.6298
suuremaid;0.6295
kogutoodangust;0.6284
kell;0.6283
statistikaamet;0.6281
koht;0.628
suuda;0.628
toetuse;0.6278
kraft;0.6273
268;0.6269
haridus-;0.6268
muutunud;0.6266
konkreetset;0.6262
negatiivseks;0.6258
oluliselt;0.6255
toetamisest;0.6252
tööd;0.6249
natuke;0.6246
teadmised;0.6246
küsitluse;0.6242
papadimas;0.6242
keskuses;0.6241
võrdselt;0.6237
argument;0.6234
euroalasse;0.6229
peadirektor;0.6228
24;0.6228
majandustulemuste;0.6225
mõtleme;0.6224
näitavad;0.622
tase;0.6219
veebruarini;0.6217
jätkab;0.6215
suurt;0.621
sõna;0.621
2020;0.6199
paljudeks;0.6198
rolli;0.6194
esialgsete;0.6193
aasta-aastalt;0.6191
-ks;0.619
tekitatud;0.6187
olukorra;0.6187
naljalt;0.6182
tagasiside;0.6181
32;0.6181
tulevikus;0.6181
pressiesindaja;0.6176
kaheksas;0.6174
veebruarist;0.6174
rikkumiste;0.6173
118;0.6171
sõjaline;0.617
aasta;0.617
kuulu;0.6168
valite;0.6165
usaldus;0.6165
süsteem;0.6164
jätkamine;0.6163
osaühingud;0.6162
tõhus;0.6161
kontsertorganisatsioonide;0.6161
panga;0.616
69;0.616
tiirlevad;0.6152
enn;0.6152
vastused;0.6152
üritusel;0.6151
sõltuv;0.6151
hoiakuid;0.615
testi;0.6148
keskkonnale;0.6146
pääsu;0.614
väljapaneku;0.6139
14;0.6136
sarnane;0.6134
reageerida;0.6132
viis;0.6131
aprillist;0.6131
rikkumisega;0.6125
protsendi;0.6119
riik;0.6112
finantseerimise;0.6111
täna;0.6109
liikumine;0.6107
toetamine;0.6106
