EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
3,2,2,0,1,0,2,2,0,11,ants; signe; jõhkard; paavel
3,2,2,0,1,0,2,2,0,11,ants; signe; jõhkard; paavel
3,2,2,0,1,0,2,2,0,11,ants; signe; jõhkard; paavel
3,2,2,0,1,0,2,2,0,11,ants; signe; jõhkard; paavel
3,2,1,0,1,0,2,2,0,11,ants; signe; jõhkard; paavel
4,2,1,0,1,1,2,2,0,11,ants; signe; jõhkard; apaatsus; paavel
3,2,1,0,1,1,2,2,0,11,ants; signe; apaatsus; paavel
3,2,1,1,1,1,4,2,0,11,ants; signe; jõhkard; paavel
2,2,1,0,1,2,2,2,0,11,signe; ants; paavel
1,2,1,1,2,2,2,2,0,11,ants; signe; apaatsus; paavel
1,2,0,2,2,3,2,2,0,11,ants; signe; jõhkard; paavel
