EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
5,1,0,0,0,1,0,0,1,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; jumala; johannes; kolmas
5,1,0,0,0,1,0,0,2,20,konstantinoopoli; neitsi; patriarh; kristuse; johannes; kolmas; jumala; sostumus; efesose
5,1,0,0,0,1,0,0,2,20,konstantinoopoli; neitsi; patriarh; kristuse; johannes; kolmas; jumala; sostumus; efesose
5,1,0,0,0,1,0,0,1,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; kristuse; johannes; kolmas
5,1,0,0,0,1,0,0,1,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; kristuse; johannes; kolmas
5,1,0,0,0,1,0,0,1,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; kristuse; johannes; kolmas
5,1,0,0,0,1,0,0,0,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; johannes; kolmas
5,1,0,1,0,1,0,0,0,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; johannes; kolmas; peetruse
5,1,0,1,0,1,0,0,0,20,konstantinoopoli; sostumus; patriarh; efesose; neitsi; johannes; kolmas
3,1,0,4,0,1,0,0,0,20,konstantinoopoli; neitsi; patriarh; johannes; kolmas; basiilika; sostumus; efesose; peetruse
3,1,0,4,0,2,0,2,0,20,konstantinoopoli; neitsi; patriarh; johannes; kolmas; jumala; basiilika; sostumus; efesose; peetruse
