EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;õigus;keskkool;pealkiri;;lemmiklavastaja;lemmiklavastaja;kirjutama;eesti
võimalik;tundma;kirjutama;liidlema;hull;pisar;autor;rääkima;kaunis
inimeksemplare;teater;kirjandus;meeldiv;atribuut;luuletaja;ajalookeri;niiviisi;keha
küsimus;sõber;sügis;tutvustama;andma;meeldima;raamat;vaatama;keskkool
Sausamatus;küsimus;lugema;lühinägelik;andestama;kirjandus;romaan;armastama;lihtsalt
raadioarhiiv;armukadedus;raamat;üldse;unustama;imetlema;kirjandus;näiteks;kohtuma
mõistatus;keha;luuletaja;meeldima;võimalik;ausalt;Orautor;Aarne;kommun
ebatäiuslik;osa;ülikool;tegelikult;näiteks;autor;noorus;raamat;võimalik
mulgaliseerimine;aasta;aastane;veidi;tan;aastane;noormees;ütlema;huviala
Tartu;raadioarhiiv;ajaleht;raadio;asi;romaan;luuletaja;teistmoodi;tundma
