EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Birgit Õigemeel Me;tuju esindad Eestit;viimastel aastatel võib-olla;Meie stuudios piitsaplaksu;arvan julgetakse arvan;Birgit reaktsioon esimest;Birgit Õigemeelele aastahitti;inimestele jäi üldse
inglise keeles Sihtist;naiselikkust Oled niimodi;kahes stuudios Birgit;Kui Eurovisioonilt võitjana;annan autogrammi kahjuks;inimesed vaatavad Birgit;jutuajamiste Birgit Kui;olemisele plaanid seotud
peamised külastajad kuulajad;Ma teagi täpselt;algne põhjus stuudios;võib-olla valmis esimese;praktiliselt A O;segadus mõtlesid lugu;pealkirjaga tead tähendab;täpselt oska öelda
toimub aasta käisin;Ja mäletan stuudiosse;Birgit reaktsioon esimest;keeles Sihtist päev;andsime kontserte Need;aastahitti auhindade jagamisel;juttu konkreetselt laulust;võib-olla tunned võib-olla
infot tilgub Hannah;arrygoivunen kuulnud Ja;tähtedega jõudsite saates;üldse segadus mõtlesid;arvan arvan võidab;Mina üllatunud üldse;lugu Mille kiideti;meeldis Anna-Liisa lihtsalt
lauludes jupikene laulus;lillemüüja ütles kotikest;rääkinud tore saates;võitjana üldse läbisaamine;even essentsi lugu;jutuajamiste Birgit Kui;aastahitti auhindade jagamisel;inimestele meeldib Samas
Birgit reaktsioon esimest;spirit luban Kui;Raadio kahes stuudios;koostööd tean uue;ainuke vahet head;Aga esitanud Publik;tean uue superstaarisaatega;võib-olla olekski vaja
vale jutt arvan;hinnati Ja superstaarisaade;Piirisest räägid tundub;kindlasti jääks No;jälle head ;kutse hilja mõelnud;koostöös Priit Pajusaarega;Eesti inimestele meeldib
nõus produtsentide tiim;Ja lapsi vanemaid;finalistidega esinemistel firmapidudel;toimub aasta käisin;kodu kodu tahaks;Eurovisiooni eelvoorus Kui;õiges kohas Tere;võib-olla Kuigi tegelikult
aastatel kasutatud Ma;Sest sealpoolfinaalist üldse;üllatuslikult jälle mõelda;loo Mina üllatunud;annab raske ennustada;saatesse Sellist nime;Kerli Kõiv võitis;kaupluses kõnnid muretsed
mõtlesid lugu eurolaul;Euroopa meeldiks Aga;Kuigi tegelikult Luisa;50 Eks aeg;võimalik kodus No;üldse arvanud 10;VIP-looži pääsenud Tegelikult;Piirisest räägid tundub
tähtedega jõudsite saates;Jah talvel paar;kindlasti augustis Ei;hinnatud Seal hinnati;paneb suhtele pinged;näiteks annan autogrammi;Eestis julged ühesõnaga;vähem Et võib-olla
lauluoskust kajastati hinnati;eelvoorus Kui hästi;tähendab muusiku imagost;takti isiklikud küllap;arvad julgetakse vä;Ma esitasin kolmandal;Ei tea täpselt;laulu võib-olla olekski
saastasid toimub aasta;vähem Et võib-olla;kuulsid võtta auhind;saadad uued poodide;kindel edu garanteeritud;Jomartisti alguses ausad;arvan eurovisioonil vabalt;vähem võib-olla natukene
aeg-ajalt See tähendab;edukam Eesti nii-öelda;Õigemeelele aastahitti auhindade;Ja võitis superstaari;osta asju enamus;plaadilt On pealkiri;meeldis Anna-Liisa lihtsalt;ilusad asjad meeldib
