EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,2,1,0,0,0,1,2,0,11,moskva; nõukogude; kongress; teater; usa
1,2,1,0,0,0,1,2,0,11,moskva; nõukogude; kongress; teater; usa
0,2,0,0,0,0,1,2,0,11,moskva; nõukogude; teater; usa
0,2,0,0,1,0,1,2,0,11,moskva; nõukogude; kongress; teater; usa
1,1,1,0,1,0,1,2,0,11,moskva; nõukogude; kalev; kongress; teater; usa
1,1,0,0,1,0,0,2,0,11,moskva; nõukogude; kongress; teater; usa
2,0,0,1,1,0,1,3,0,11,moskva; nõukogude; suitsetamine; kongress; teater; usa
0,0,0,2,1,0,0,1,0,11,nõukogude; kunst; kongress
0,0,0,3,2,0,1,2,0,11,nõukogude; kunst; kalev; kongress; teater
0,0,0,3,2,0,2,0,0,11,nõukogude; kunst; kongress; teater
0,0,0,4,3,0,1,0,0,11,nõukogude; kunst; suitsetamine; kongress; teater; usa
