EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,3,4,0,2,4,2,3,0,18,hindpere; restoranide; hans; eesti; isis; ülikool; karissa; usuäärmusluse
1,3,4,0,2,6,2,3,0,18,hindpere; restoranide; hans; eesti; isis; ülikool; jarmuki; karissa; usuäärmusluse
1,4,5,0,1,6,2,3,0,18,hindpere; hans; eesti; isis; ülikool; usuäärmusluse; jarmuki; karissa; restoranide; kontsert
1,4,4,0,2,6,2,3,0,18,hindpere; hans; eesti; isis; ülikool; usuäärmusluse; jarmuki; karissa; restoranide; kontsert
1,4,5,0,2,4,2,3,0,18,hindpere; hans; eesti; isis; ülikool; usuäärmusluse; karissa; restoranide; kontsert
1,5,6,1,2,2,2,3,0,18,hindpere; hans; eesti; isis; ülikool; usuäärmusluse; karissa; restoranide; kontsert
1,6,5,3,2,1,5,3,0,18,hindpere; hans; eesti; isis; ülikool; usuäärmusluse; karissa; restoranide; kontsert
2,5,4,3,2,0,5,3,0,18,hindpere; hans; eesti; isis; ülikool; usuäärmusluse; karissa; restoranide; kontsert
1,4,6,3,2,1,3,2,0,18,hindpere; eesti; isis; ülikool; usuäärmusluse; jarmuki; karissa; restoranide; kontsert
0,3,4,3,2,1,3,2,0,18,hindpere; eesti; isis; ülikool; jarmuki; karissa; kontsert
1,1,3,3,2,1,5,2,0,18,hindpere; hans; eesti; isis; ülikool; jarmuki; karissa; usuäärmusluse; kontsert
