EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
3,2,5,2,3,3,2,3,0,20,obinitsa; tervise; jüri; ametist; president; luik; deckarty; trump; ossinovski; edendus; kultuuripealinna
3,2,3,2,3,3,2,3,0,20,obinitsa; tervise; jüri; ametist; president; luik; deckarty; trump; ossinovski; edendus; kultuuripealinna
3,2,3,2,4,3,3,3,0,20,obinitsa; tervise; jüri; ametist; president; luik; deckarty; trump; ossinovski; edendus; kultuuripealinna
3,2,1,2,4,3,3,3,0,20,obinitsa; tervise; jüri; ametist; president; luik; deckarty; trump; ossinovski; edendus; kultuuripealinna
3,2,2,2,5,3,4,3,0,20,obinitsa; tervise; jüri; ametist; president; luik; deckarty; jevgeni; balti; trump; ossinovski; edendus; kultuuripealinna
3,2,6,1,5,7,4,3,0,20,obinitsa; tervise; jüri; donald; ametist; president; luik; deckarty; jevgeni; balti; trump; ossinovski; edendus; kultuuripealinna
2,3,7,4,7,6,7,3,0,20,jüri; ametist; luik; edendus; obinitsa; tervise; donald; president; kool; deckarty; jevgeni; balti; trump; ossinovski; kultuuripealinna
1,3,6,5,7,6,7,4,0,20,jüri; ametist; luik; edendus; obinitsa; tervise; donald; president; kool; deckarty; jevgeni; balti; trump; ossinovski
1,2,6,10,6,6,8,4,0,20,jüri; ametist; luik; edendus; obinitsa; tervise; donald; president; kool; deckarty; jevgeni; balti; trump; ossinovski
1,1,10,7,5,7,9,4,0,20,jüri; ametist; luik; edendus; obinitsa; tervise; donald; president; kool; deckarty; jevgeni; balti; trump; ossinovski
2,2,9,8,6,6,8,5,0,20,jüri; ametist; luik; edendus; obinitsa; donald; president; kool; deckarty; jevgeni; balti; trump; ossinovski
