EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
6,5,4,5,3,3,5,5,3,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; restoranide; tõnu
6,4,4,5,3,3,4,5,3,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; restoranide; tõnu
6,5,4,6,3,3,4,3,3,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; restoranide; tõnu
6,5,4,6,3,2,4,5,5,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
7,4,3,6,3,3,4,5,6,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
4,3,5,6,5,3,4,6,6,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
3,3,4,5,5,4,3,4,6,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
3,3,4,6,4,5,3,1,6,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; karjatse; restoranide; tõnu
4,2,5,6,4,5,4,2,5,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; karjatse; restoranide; tõnu
5,2,5,5,4,1,4,2,5,16,üro; hindpere; ukraina; hans; julgeolekunõukogu; karjatse; restoranide; tõnu
5,2,4,5,4,3,4,3,6,16,üro; hindpere; ukraina; hans; nädal; julgeolekunõukogu; karjatse; restoranide; tõnu
