Keyword;Score
tegelikult;0.008472315802396265
no;0.006850486943117992
aru;0.006225090375592008
lihtsalt;0.005955294508722231
inimesed;0.0052244947910691135
mõttes;0.0046530625218527
tea;0.004625692888035193
loomulikult;0.003982495362378844
täpselt;0.0038025881500237386
inimene;0.0037819527701546214
eesti;0.0037376066307976538
kindlasti;0.00347964239261291
absoluutselt;0.00323816852385908
asi;0.0031227589047934747
hea;0.0030040196887556993
öelda;0.0029357279881992667
räägime;0.002904415616976205
ongi;0.002798323438490583
asjad;0.002780598665456002
ilmselt;0.0025104829904852924
lugu;0.002360182457661012
hetkel;0.0023318260096511795
euroopa;0.0022404919296173365
ajal;0.002225209565968526
näiteks;0.00211569097085936
paratamatult;0.002097834129106742
asja;0.002056049260767651
asju;0.002046997496773051
eestis;0.002016091309469494
nii-öelda;0.0019988084245153434
natukene;0.0019285837348740583
küsimus;0.0018777348501726352
rääkida;0.0018767255947113228
arvan;0.0018547077619470325
üldse;0.0017841720087205574
meeldib;0.0017787667010100779
kaks;0.0017382763617374084
võimalik;0.0017015216653343906
samamoodi;0.0016757616181435283
sõna;0.0016421011237031289
räägib;0.0015575655982072354
käinud;0.0015518861711347192
teemal;0.00153245374972142
kaasa;0.0014572767656413478
aastat;0.001414378392748362
töö;0.0013964564017914561
ütles;0.001363086086174618
ühiskonnas;0.0013339918806690957
vaja;0.0013315633008293677
ütleb;0.0012914389931661001
aega;0.0012463447716201702
kohtus;0.0012415606219226816
aasta;0.0012241279179099505
rääkima;0.001221955267001566
korda;0.0012132301065512089
kinni;0.0012124735768760636
inimest;0.0012116547396676136
tänase;0.0012038059405233641
teema;0.0011967122522893953
selgeks;0.0011920851700318999
õiguste;0.0011843851436122042
jälle;0.0011777666644386133
gei;0.001162613102349131
natuke;0.0011265203757895165
öelnud;0.0011015465691953008
olenemata;0.0010999339437717276
maha;0.001091344504726885
lugusid;0.0010901630949415914
tõepoolest;0.0010867084153518875
tore;0.0010856123101712898
teemast;0.0010799431086371421
lõpuks;0.0010666058167785506
esimene;0.0010562108929962964
käisin;0.0010507933348263365
näed;0.0010463664031458706
jääb;0.0010315320542623302
piknikul;0.0010202541771714988
elu;0.001017843056470049
koolis;0.001002792031044715
kaua;0.0010015931133172458
panna;0.0010005111086267126
ütlema;0.0009949426581869743
käima;0.000957306750388084
erinevad;0.0009520435533684607
tead;0.0009514138191602301
ühtegi;0.0009404373619117538
arusaamatu;0.000938623094738717
pidevalt;0.000931808105631587
asjadest;0.0009247952352149237
kahtlemata;0.0009161202728299454
rääkinud;0.0009110605129678117
kahjuks;0.0009085719753371372
oska;0.0008971879097729926
inimese;0.0008907447378776931
inimesi;0.0008860671365147049
tööd;0.0008666723180734115
tõenäoliselt;0.0008633914159873204
teada;0.0008592579201617388
paragrahv;0.0008562403229429647
raha;0.0008550433148091496
aastal;0.0008534527113177312
ema;0.0008495443952880863
määral;0.0008485687175986089
räägitakse;0.0008481547804305743
üldiselt;0.0008420598944123193
abielu;0.000839405283258077
tuua;0.0008338961476306846
meelde;0.000829288427735807
tegemist;0.0008279000761809333
võtab;0.0008231282910979762
suhteliselt;0.0008157203240540114
kirik;0.0008040381017071429
sobib;0.0008021954994327224
20;0.0008009427728758895
kahe;0.0007992908460629298
probleem;0.0007980143556798504
ütleme;0.0007957985310929539
seisan;0.0007947235277563088
juristi;0.0007901396575929853
põhjus;0.0007856668176180888
täna;0.0007846441097755922
vaata;0.0007836020513946201
haigus;0.0007810307186789627
urmas;0.0007662941102567931
probleemi;0.0007605951403606703
kodus;0.0007550605287698548
palun;0.0007532965635386825
teatud;0.0007521189569711625
koha;0.0007510688962332367
lapse;0.000748632731281277
arusaadav;0.0007460520135432713
huvitav;0.0007423061065786174
ütlen;0.0007418940338419383
kiriku;0.0007406897361146204
teavad;0.0007401037303464142
tööl;0.0007397039962408462
periood;0.0007356807150995606
algusest;0.0007349356371385048
lugeda;0.0007315500548603401
käivad;0.0007286290099205922
loodan;0.0007285154433832621
jurist;0.0007245596245562169
reimo;0.0007236442787989852
point;0.0007223290196252276
õige;0.0007185690457128078
kapist;0.0007175245342700118
naised;0.0007161162358532298
pikalt;0.0007152881226199307
aeg;0.000708865829371302
saagi;0.0007013757830462616
inimestele;0.0007012199823487092
suutnud;0.0007008223832038706
õiglane;0.0006957930032545154
kohtusse;0.00069487268400727
jõuame;0.0006948125094870376
raske;0.0006911985237325596
teate;0.0006902333213761574
probleeme;0.0006870691652836376
toimub;0.000683727395292049
fenomen;0.0006788060694087448
mismoodi;0.0006785258657432921
muusikat;0.0006735763577462077
selgelt;0.0006735497269515394
tundub;0.0006728264695824251
elementaarne;0.0006673737100073118
käia;0.0006671756659975082
ütleks;0.000662424976156674
seisma;0.0006615477178014981
sageli;0.0006612696737776709
mõnevõrra;0.0006591130058460608
seadused;0.0006575673565419124
elada;0.0006547349609028316
maailma;0.0006542792746396127
konkreetselt;0.0006535261906807652
ühiskonda;0.0006517528536084058
teisiti;0.0006494772300745294
räägid;0.0006492825756702683
eurovisiooni;0.0006478151829928384
seadus;0.0006467298801191816
lapsed;0.0006454814824655777
