Keyword;Score
eesti;0.00924109891519011
talve;0.007118451423570876
soome;0.006091452350994161
ajal;0.005354146794802004
ütles;0.0050506739982817015
raamatu;0.004122495671949057
õieti;0.0041217194282244215
rootsi;0.003917573556678347
naine;0.003666880733789309
raamat;0.0035442065359291932
tööd;0.003432008809371577
johanson;0.00308364079783715
aega;0.0030515475868053725
printsmann;0.002980462079087663
ilmar;0.0028790226459165912
helsingisse;0.0028757140026958285
saksa;0.002752645076253172
öelda;0.0026743187002473846
aastal;0.0026698543354786077
näiteks;0.0026641295945111416
soomes;0.002618546723882877
rong;0.002548162367658485
osa;0.0024994517305321744
vana;0.0024431490031062817
mõtlesin;0.0024387838922271185
oluline;0.0022767393318287375
elu;0.0022738934224528265
eestis;0.0022559408696127318
õige;0.0022357264011832662
suure;0.0022213227184949076
elust;0.0021152016765786747
tuntud;0.002054967145207798
näinud;0.0020482565981862523
küsisin;0.0020166113015733455
rahvakultuuri;0.002011874813493356
keele;0.002002239887387038
ülevaate;0.0019953938679134866
rahva;0.001902627207026781
vaadata;0.0018421014735633984
no;0.0018008203510922575
eriti;0.0017923452305471262
vilja;0.001791787826635945
küllalt;0.0017895582992459944
keeles;0.0017810139483873848
näha;0.0017772132152334816
aastatel;0.001772354793642933
turu;0.0017630074263997313
saksamaale;0.0017335666715160216
kolm;0.001725255747100078
tööle;0.0017226458361638095
töö;0.0017123113853348363
obermanni;0.0017032714884672342
tean;0.0016790875251618993
avaldanud;0.0016772836040202736
rääkinud;0.0016770435071701958
romaan;0.0016709783528511637
professor;0.0016587909175149861
võrdlemisi;0.0016366274065713012
etnoloogia;0.0016313355623637244
soome-ugri;0.0016150981984417315
rootsis;0.0016124855151401446
selge;0.0015873033975492238
avaldas;0.0015808565913454024
räägib;0.0015480521867868697
suur;0.0015469704323610657
saun;0.0015177290085312
kaasa;0.0015112656407079011
musta;0.0014636602721661805
kergelt;0.0014319246166679394
põhja-euroopas;0.0013891439978342488
venelasi;0.0013771082354856348
näed;0.0013737318964630566
professori;0.001367003313271589
lõpuks;0.0013583301968179487
küllap;0.0013502874440321823
laevalt;0.0013436100171978188
rindel;0.0013386896382856098
suutnud;0.0013374773261727048
mõeldud;0.0013364621772364179
raha;0.001334648541962298
nähtud;0.001331757179015069
jäi;0.001330345489614573
kuulub;0.0013264499533254613
ülikooli;0.0013022953387695356
õhtu;0.001299559730987262
lääne-euroopasse;0.0012953122104567994
köites;0.0012931087164563045
põhiline;0.0012926149787760514
mõju;0.001289217577597999
kahe;0.0012789157748825802
taani;0.0012754158452207075
ülikoolis;0.001272583953469269
muuseumi;0.00126927238368197
südant;0.0012671863807364452
mehe;0.001265575146757332
asi;0.0012613218785203614
ekspeditsioonist;0.0012523483659429015
pääses;0.0012517428896989637
kirjutanud;0.0012492514367822836
koha;0.0012476411284625363
raamatut;0.0012457208134552366
seinale;0.0012425534951581235
noore;0.0012408264924519178
jaamas;0.0012389809306216307
kasutusel;0.0012379596559436458
munder;0.0012374795238026361
lääne-euroopa;0.0012367889819639233
noorpõlve;0.0012357297066436913
kinnitas;0.0012355588008957378
lugeda;0.0012342464289077173
uurimise;0.001234049373571912
uurimist;0.001233263045691344
üldse;0.0012331715058158045
ilmunud;0.0012221503128878584
liigub;0.0012187164658493024
võtta;0.001214039334912247
enam-vähem;0.0012132555994374642
romaani;0.0012132270802482292
täitsa;0.0012102694902395151
terminit;0.0012003090814343613
hea;0.0011999514204010105
viis;0.0011963042627501515
karla;0.0011875407583127836
vähe;0.0011834272547806143
sõja;0.0011799228415419836
laid;0.001177688107896937
alkman;0.0011772249730064124
kuulus;0.001175797241946181
kirjastus;0.0011753011517161962
mihkelsoniga;0.0011736879028679773
kahtlemata;0.0011714465708174584
normaalselt;0.001164723405783477
väike;0.0011635998344016229
õnnestunud;0.001163238998024166
hiljem;0.0011588905617407174
kultuuri;0.0011584837173491663
põgenes;0.0011537838785510572
andis;0.0011536315506762156
uurimuslikku;0.0011528402812875944
rahvateaduse;0.0011496701582766927
linnas;0.0011466397773473858
tegelikult;0.0011439465425193511
ettekujutus;0.0011423159277423052
toimub;0.0011419897777297668
lääne-euroopas;0.0011412406021115474
professuur;0.001137217002906751
etnoloog;0.0011371684172286876
otsekohe;0.0011370797356183042
ainulaadne;0.0011338042416810246
kandideeris;0.0011280956147167339
küsimustega;0.0011232954322710526
jõudis;0.0011166450592594854
käsikirja;0.0011165160220156813
selgesti;0.001112908697681025
tegeleda;0.0011037522444785608
helsingi;0.001100647120805021
helsingis;0.0010999979181627725
tõlgitud;0.0010999125244936761
soomest;0.0010950179044138778
olulisem;0.0010942023607386356
riigis;0.001089664855173981
tegevus;0.0010888697157124428
tähendab;0.0010809110762947456
professoriks;0.0010790841071988966
ilmumise;0.001070800003757702
nimelt;0.0010626556273873496
raamatust;0.0010623664752338277
keel;0.0010614434301541725
eestist;0.0010609560724483616
võttis;0.001048618488228552
maapagu;0.0010473604439037523
esimese;0.0010138987373090982
johansoni;0.0010054618404783517
ants;0.0010012574597569606
hästi;0.0010005631407188126
prints;0.0009734184375832333
peatus;0.0009714484868310357
stuudiosse;0.0009590549754407017
kuivatamisega;0.0009522860927202589
sõitsid;0.0009496017185559754
