EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;seksuaalsuse;kirikuaasta;tähendab;;kirikupoliitika;kirikuelus;kristlikud
tõstatamine;Meie;raadiokuulajad;nädalasse;valida;kirikuaasta;riigiabikirik;võib-olla
ütlasedassessorid;vajavad;Savisaar;ministreid;head;kirikukogule;Kuulge;esindatud
põhimõtete;direktor;üldhariduskoolis;populaarsed;partner;kirikuõpetaja;Viilma;kooliga
Pärnu-Jaagupi;korralekutsuv;Urmas;taotluse;meetod;kirikumissioonist;peapiiskopil;võta
institutsionaliseerinud;inimene;Viilma;kümned;roll;riigiabikirik;Kirikuelu;organisatsiooni
järjekord;luterlikus;jõuluõhtul;Inimestele;kompleks;katoliku;Savisaar;iseloomulikud
muutmisvõimalused;Kas;laupäeval;kahekõne;nimetatakse;luterlastega;Kristust;sõnum
spirituaalne;-st;õigeusklikke;tugevusi;agenda;pühakodade;presidendipere;luua
iseküsimus;suudaks;luterliku;Pärnu-Jaagupi;genist;peapiiskop;jumalast;probleemi
Baltikumi;säilitamine;valguse;tühjenemasse;andnud;õigeusklikke;Aitäh;vaadata
Ida-Euroopa;ühendust;tõenäoliselt;asessorid;andma;kogudusele;Kuidas;lihtsalt
lähiaastakümnetel;Ove;piibel;maailmasse;vale;usuküsimustes;uus;käigus
õpetuses;toetan;Ida-Euroopas;kandidaatidest;vastavalt;jutluses;Meelis;Ida-Euroopas
küsimuse;õiges;;institutsionaliseerinud;definitsiooni;traditsionalistidest;Riigikokku;tegelikult
naisordineeriti;juhina;Kirik;andnud;kindlus;linnapea;Nendele;kirjeldasin
tähendus;Viilma;sõnum;olukorrale;nooremaid;erakonnapoliitikasse;Luule;kahjuks
tõepoolest;piisavalt;abikaasaga;viimases;saabub;kaaskristlased;piiblist;ongi
võimalusi;momendil;põhiküsimus;erakool;probleem;ministreid;Kõik;rikka
meediakajastus;seksuaalsuhted;valitud;100-st;prioriteete;kuulutada;peaküsimuseks;esimest
käekäik;liikumist;meediakajastus;positiivseid;tekib;institutsiooni;rahvale;põhjus
üldhariduskoolis;kirikute;tervist;piibelikud;kell;erakondade;kahjuks;küsisin
järjepidevust;säilitama;liikmetega;ELK-s;kodus;teenistuses;eestlastel;nii-öelda
institutsionaalne;vagadus;nimi;üldhariduskoolis;saavutada;poliitikuid;missiooni;eelnõu
lunastustööd;hea;kõrged;motiveeritus;seoses;ülemõpetajana;Võite;ülem
sõpruskoguduste;koondada;ajakirjanikule;vajaks;usud;ideoloogilisest;tänasest;toomkooli
kirikuõpetaja;eksimusi;suunal;riiki;programmis;direktor;Eestimaa;suhteliselt
jõulueelsel;süviti;bioloogilises;ametisse;asi;konsistooriumi;Kirik;tahaks
heteroseksuaal;mehe;probleemidega;homoseksuaalse;kindel;abieluõpetust;raadiokuulajatele;töötama
traditsionalistidest;võivassessoreid;vaimulik;ametkondades;negatiivsetest;agenda;Tegelemine;toetavad
kirikuaasta;homoseksuaaloleks;Kuulge;eirata;kindlust;naisordineeriti;ülestõusmist;jäänud
teadvustan;;traditsionalistidest;toetajaid;toom;ordinatsiooniga;liikmed;varem
Luule;Ühe;seksuaalsuhted;kirikusse;motiveeritus;aktsepteerime;ütlasedassessorid;Eestis
huvid;riigiabikirik;-st;varem;Need;piiblile;Üheskoos;10
linn;raadiokuulajatele;viimasel;numbreid;toetate;liikmed;nädalasse;Nende
pühakojad;põhimõtteid;natukene;majas;etet;tänasel;Pärnu-Jaagupi;kuskilt
lõpetab;omasoo;algab;traditsionalistidest;-st;Tallinna;ellujäämisõpetus;tuntud
evangeelses;hetk;Evangeelse;kirjeldasin;inimene;konservatiivid;palvetaksid;meeskonnas
tähelepanu;ordineerimine;teekäija;mismoodi;taas;adventi;esimene;patused
vastvalitud;kooliga;Kõik;Üheskoos;vaatame;üldhariduskoolis;abieluvälisest;linnades
ühendust;heatahtlik;külaliseks;Skandinaavia;kodutütred;populismiks;vaatame;riik
elupäevi;toetamine;vastuseid;saavutada;heade;palvetaksid;küsimusele;head
madalseisus;poliitikas;värske;eesmärk;Seal;ajalooga;ajakirjanikule;võimalik
nii-öelda;ametkondades;Tere;haridust;usuelu;tulevases;ülemõpetajana;See
korrashoid;Jaan;puudub;pühapäeval;seati;presidendipere;Egle;viis
töölised;tööle;vaadata;kantsler;toetada;Eestimaa;perekeskus;aja
probleem;kursimuutust;vagadus;Eestimaad;parem;arutame;erakond;konservatiivsus
ELK-s;noorest;Luule;Riigikogu;korda;uusi;ütlesin;tahab
julgustamine;jagada;vead;paremaks;operatsioonil;hääletasid;Milliseid;mõelda
väärtushinnangutega;püstitatud;2015;lõpetuseks;liberaalsus;suhtumine;jätkata;seotud
