EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;õiguslike;nädala;tähendab;;tänane;Ärgaks;riik
Ühisgümnaasium;ema-isa;Raadio;reguleerida;argument;külaliskuulajale;Jürist;õhulaine
kivirahe;Räägime;ööklubis;lemmiklugudest;instance;puhkuse;hittlugusid;võtan
orientatsioon;Õigusteadmised;pikniku;punaarmeeorkester;;kuulajad;justiitsministeeriumis;tulenevad
küsimused;Läti;internetikommentaare;Eurovisiooni;point;räägitakse;internetikommentaare;kuskilt
lõppkokkuvõttes;päevakajalised;Vaino;Mobiiltelefone;artist;piknikuteki;pressikonverentsil;lõpetasin
ensioniga;Oled;kunstiringis;Tõnis;noorem;kohtumise;puhkusel;haridusministri
öeldakse;Samasooliste;kuulajad;demokraatlikus;valida;pidude;kuulajad;tegelikkuses
amoraalne;koolipingis;huvigrupp;Ameerikas;head;ootame;Räimekirikust;teksti
üldhumanistlikud;tänasesse;tänavale;samaaegselt;nooremad;nädal;Piklikku;lennukis
õpilaspäevikut;seksuaalsest;perekonnaprobleeme;kirjutatakse;neeger;muusikute;Vaadake;kõiksugused
bränding;toidutoetust;rääkimas;natukenegi;valides;jõuluks;Raadio;armastatakse
meenutused;Tahab;videopildis;õigele;vaated;toodate;advokaadibüroo;aastaid-aastaid
näitamine;soe;igava;toimusidki;pullist;tööpäeva;Sõnajalgu;töötama
instance;No;pidevas;põhjapanevaid;testament;kohvikut;mängimata;eesti
võimalused;salvestatud;Ringkondades;45-ks;stress;vanuse;minutit;üldhumanistlikud
lavakunstikateedrisse;tööle;emotsioonideta;otsida;andeks;romantiline;projektijuhiks;mäletaks
psühholoogilised;kata;pöörama;kristlased;roll;kontserdipiletitega;lemmikartisti;pealegi
tasandid;mehe;Küsimus;hästi;mall;sõpradele;Tänaseks;võimaldatakse
tänapäeval;konfidentsiaalset;arvutiga;amet;andke;Maria;Samamoodi;mõtlesin
muinsuse;geiaktivistiks;meedia;vürtsi;andmine;rahu;telesaates;esinevad
mänginud;majanduslanguse;Ameerikas;suures;fenomen;Turisti;Mittebuumi;soovitasin
õpetajad;päikesemärgid;Vikerkaar;asjaga;andnud;mängitakse;pereasjadest;pakkuda
reglementeerivad;stressikoormus;spetsiifiline;sündmustest;toodate;rahvatantsu;Teadupoolest;kolme
õppima;immutada;;vaataks;lastes;Raadio;Mõtle;töötasin
ebatolerantsust;report;fenomeni;vorpida;reaalselt;pühapäevakoolis;seltsingulepingust;seaduses
sündmustest;Teadupoolest;keskkoolis;ainukene;list;küsimused;Kukerpillid;Nendes
jätkuv;Räimekirikust;klassiõhtud;ilusti;vale;geiklubi;rõõmusõnumiga;On
tööriistad;kriminaal-;provokatiivne;juristi;voor;paragrahve;ööklubis;mõtlen
Räimekirikust;institutsioonis;rahaline;lõppes;-test;huumoriga;pronksiöö;võib-olla
profiile;ühiskonda;Urmas;Õigusinstituudil;vorm;kassi-hiirt;võitsin;õpetajaskonna
nii-öelda;ajan;struktuurides;vehid;avan;Tahab;kriminaalasju;probleemi
kohtupidamine;Nojah;udujutt;Moskva;punkte;tõsta;Kaevikusõda;võrreldavad
tolerantsemaks;protsesside;kriminaalprotsessides;artisti;negatiivset;kahepalgeline;Levinud;juhtumit
nelja-viieline;haridusministeeriumi;Mõtle;põhikool;pooldata;aeganõudev;vestlustund;lahku
-test;Reformierakonna;otsimine;niipidi;probleem;kaotame;tavakodanikule;nelja-viieline
mitteained;tajutav;aastaid-aastaid;Publica;seab;Urmas;Suur;vägivalda
Seltsingute;Moskvas;-st;kahes;arvavad;Arno;Küsimus;Hispaaniast
pisargaas;neeger;nimetus;no;Res;Peeter;Reformierakond;45
juurades;Shandarki;tähendab;peaminister;ased;metsades;Kuulutus;räägime
esineb;rihma;fonoteegis;poes;vastav;tavakodanikule;Egiptusest;metsades
laulu;võitluseks;reflekteeritud;valitsuse;tollide;Levinud;millegipärast;hästi
ebaloomulik;lavakunstikateedrisse;Foomne;Läti;saavutada;meenutused;Eurovisioon;ühendust
mõtlema;märgatavalt;lollused;tutvusringkonnas;homme;aktsepteerima;Politseist;teada
analüüside;tempokas;reklaamifirmas;Eestiski;seoses;uut;ametlikult;tekkinud
geilipp;head;käerauad;teate;istume;kultuuris;Tulin;nimetaks
tunnetasin;Palun;humaanne;võitlema;tore;julguse;Alustame;Lui
perioodidel;lollused;streimo;käisin;usud;suhtlusprobleeme;Keila;klientide
teemas;orientatsioon;politseinik;Vaadake;verbaalne;seadusandja;ehitusvaidlused;Nende
küsimusi;juriidilised;minutit;poliitiline;detaile;tasuta;pühapäevakoolis;kohtuda
