EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;lumeraasukest;tänavatel;veeresid;;jäigana;jonnakalt;rääkima;mõtlesin
mõtete;;maanteele;meeldib;torm;jonnakalt;kogelesin;rääkida;esimest
sületäie;aastate;kõndisin;leegitsevas;meest;lumi;kiilasjääs;räägi;ongi
pöördus;toimingud;uukkivi;üldse;sadade;torelesin;võpatas;lugeda;lahkusin
suutäie;maa;puu;käsivarre;koormal;lumeraasukest;katkendlikku;räägigi;hästi
tasakummardus;löönud;räägin;kümnekordselt;koju;õue;kuuseokstega;reisijutud;leheküljelt
mõtted;tabas;pikkade;sületäie;ivo;uukkivi;tükkideks;räägin;aitab
tõrrelesin;lõpetada;sageli;rahulikult;korda;õueväravas;löönud;räägid;jutustas
kon-tiki;hoidnud;kõvasti;küsisin;seisma;rajal;tõrrelesin;ütles;ütles
hüppas;pudrupada;rääkima;ütlemata;ukse;ütlesema;ärevalt;ütlesin;üldse
