EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
public Prive;kehtivusaeg kirjutab;keele õppimist;üldse kirjakeelereeglitega;termini actor;rääkida eesti;Soomes sõna-;nii-öelda keelega
nii-öelda võib-olla;keele Instituudi;kestlik hääletamiseks;Jah lisatud;public Prive;sõnamoodustuse õppejõud;keelenõustaja Einar;teadusministeeriumis nii-öelda
ainsuse vorme;tähelepanu Kuidas;nelja-aastase staažiga;pärit Tallinnast;tasub tekst;keelenõustaja Einar;Meile Eesti;kirjutistes võimalikult
nädalal keele;vastupidist suunda;veega pehme;võimalust pakkusin;vorme mitmuse;keelehooldeprotsessi Seejärel;kuulame intervjuud;rahva asja
tähendus muutub;keeletehnoloogia arvuti;Aitäh Lühike;See hästi;PPP public;Keelesõnumi toimetaja;mõistma kõnet;kohtud ilusa
tõepoolest põrkad;Ludvig Nagu;Eestis armastaks;Aga mõneltki;termini alfa;tõlkevastena Kestliku;Mika Keränen;ametiametnikuna nelja-aastase
noored inglisekeelsete;sekkuda keelehooldeprotsessi;Küsiks lõpuks;vorm Kui;A E;tahame kõnet;keelehooldeprotsessi Seejärel;jätkusuutlik võttis
Rootsis leiutati;eesti filoloogidiplomit;Komisjonis arutasime;viilia Riina;suurem probleem;head kuulamist;Laenan rahvusringhäälingu;keeles väga-väga
jõuludki Jõulud;härra presidendi;soome mõjuga;actor pleier;On inimene;esitajat Helger;Näiteks tegusõna;võib-olla näeme
õpetajad puhas;peakeelekorraldaja Peeter;eestlastel välismaalastele;seitse esitajat;Aga head;üldvõitjaks Inglise;sõnamänguga Väljaõpetamisel;keele lõpuks
Pea voolustamine;haridus- teadusministeeriumi;üldse kirjakeelereeglitega;inimest Villeransko;pakkusid näiteks;intervjuud saates;Hendrik Ilvese;1993 äkki
aastast 1993;tähendab suunda;imestan aega;paar aastat;sobivat uut;Härra Kullo;staažiga Mika;aasta 2011
keeltor risustatud;Jakaidi Toompalu;sissehingamine väljahingamine;mulje iseendast;alfa Ring;Norra peaminister;armastaks võõrsõnu;haridus- teadusministeeriumi
õnne sünnipäevaks;tulemustest märgitute;Eero Kangur;Jah üldvõitjaks;tellimus tellimine;filoloogidiplomit kehtivusaeg;eesti keele;sise- väliskohakäändeid
puhas iseõppimine;Mart Haroldi;presidendi Toomas;Ja lõpuks;loomingu soon;Rootsis leiutati;lauset Mina;aidanud kaasa
