EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
vitsoonušina Davidson;suur hügieenikamp;hügieeni tervishoiuprobleemid;Ja hambaharjaga;ongi termin;rääkida Nõukogude;Nõukogude autoritele;artikkel sõna-sõnalt
hukka vasakpoolsemad;Iljitš Lenini;ajaloo tundidest;tänapäeval unustatud;termin See;professor Ivanov;Raadiokuulajad ilusat;revolutsioonijärgsetel aastatel
andmeid olukord;vasakpoolsemad komsomolis;Siberisse Kuid;märts Sellest;vast minuealised;rääkisime suhtumisest;meditsiinist kahekümnendatel;nimelt inimesed
arusaam ristimist;Tiinadeks Täht;professor Ivanov;professor Ivanov;huvitav moment;Majakovskit jäi;komnoortekonverents 24;Ja viimane
fašistliku režiimi;Uutron Ivietcheram;vahetult revolutsioonijärgsetel;seis lasteaedades;Ja argumente;uurijad temaatikaga;kommunistlik noorsoointernatsionaal;kirikuga Me
transpordile artikkel;tsiteerinud homoseksualismi;osade bolševike;kuulus kohustuslike;igant vale;rääkisime mõistatuse;1934 aasta;unustusse Võib-olla
Kuidas protseduur;tsiteerita Ning;tulemused nädala;Detsembris 1925;huvitava formuleeringuga;märksõna tervis;meelde kokkuvõtvalt;karistatav tavaliselt
kaks propagandasuunda;37 jäänud;tahaks hügieenialaline;kuulub juu;Näiteks inimene;inimene professor;Aktšinast küllaltki;inimene terve
bolševike Poolt;ilus suur;haiget R;Aga põhimõtet;dokumente puuduvad;Raadiokuulajad ilusat;Siberisse süüdistatud;voodi kinnitatud
sagedamini hambaid;koolides ühiselamutes;kolmandale kongressile;toimunud olulised;autorite asendada;võimalik tänapäeval;agitatsiooni seletustööd;puhastama pesema
