EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Günther Oettinger;Hotels Eesti;gaasitarnete vähenemist;gümnaasiumipidajaks räägib;argument esiteks;Eestis vähenenud;Eestis vähenenud;ülevaatest Euroopa;ettevõte esialgsete
maa-ala koolid;haridus- teadusministeeriumi;Vene Gazpromi;Vene Gazpromi;esialgsed andmed;Baltika hoiatas;Baltika hoiatas;Jätkame välisuudistega;tulemusena 160-lt
asi teistpidi;suundades tõusud;hinnata euroopalikke;Ukraina energeetika;kontrolli näiteks;Tallinna börsil;euroalasse Negatiivsemaks;veebruarini Rahvusringhäälingu;veebruaril Kultuuriministeerium
klaasist lühtrid;gaasi Ukraina;Austria tavapärasest;Kreeka rahvusvahelise;See arvates;Eesti kunstimuuseumi;silma eestlaste;Lass Eestlaste;koolivõrgupidajana jätkama
kolme kultuurisõbra;Päevakaja järjekorranumbriga;gümnaasiumivõrgu korrastada;mullu novembris;mured seoses;eestlased näeksid;välisuudistega Euroopa;Praegusel hetkel;suunas aasta-aastalt
inimene osatähtsust;aastaks 2020;Avaldatud eurobaromeetri;kütuseminister Juri;inimesi ütleb;keskkonnaalaste rikkumiste;riigigümnaasiumid Tallinna;243000 ekspertide;aastaga võrreldes
lahti riigistatud;külma 20;riigigümnaasiumid Tallinna;rikkumiste Keit;tekitamise arv;sügisel majanduskriisi;lähitulevikku negatiivselt;Tere õhtust;19 veebruarini
puudutab seotud;aasta lõpu;Lass Eestlaste;rahvaloenduse esialgsed;olukorra tuleviku;Avaldatud eurobaromeetri;rikkamates Euroopa;liidus madalad;meedia muutub
provisionides tingituna;drastiliselt Toetus;Eesti kunstimuuseumi;Gazprom süüdistab;andmed Rahvaarvu;keskmised trahvisummad;igapäevase elukvaliteeti;avaldatakse 29;piisavalt kiiresti
Üle 100;noorematestan Bornholmi;Ukraina energeetika;erasektori rolli;madal sündimus;rumeenlased elab;Ukraina suurendanud;teatab Kesk-Eesti;eesti kultuuri
välisuudistega Euroopa;koolivõrgust Märtsikuus;euroalasse Negatiivsemaks;madal sündimus;osas stabiilne;reformi tulemusel;Osaühing Nordic;Raplamaa kaasaegse;omavalitsused luua
aeglustumist Rumeenia;näeksid lähitulevikku;klaasipuhumist õppinud;Austria näiteks;argumendid No;välisuudistega Euroopa;mittekuuluvates riikides;Ja ilmast;keskkonnale kahju
otsused Praeguse;jääb Euroopa;Omavalitsused soovivad;veebruaril Kultuuriministeerium;panga direktor;probleemidele piisavalt;sisemajanduse kogutoodangust;Emori uuringujuht;võrgus järk-järgult
Volkov juhtis;euroalasse Negatiivsemaks;koolivõrgust Märtsikuus;kümned kohtumised;valgus valguse;eluga rahul;rahvaarv 2002;Te kuulsite;statistikaamet 10
Peamiseks eesmärgiks;gaasitarned vähenenud;268 eurot;Kui tekitati;kalakaitses una;põhjuseks väljaränne;protsenti vähem;Majanduskriis muutnud;19 miljonit
