keyphrase;score
klubikultuuriteemaline;0.6171
klubikultuurimaastikul;0.6058
klubikultuuriga;0.6017
klubikultuuril;0.5957
klubikultuuris;0.5953
klubikultuurikontekstis;0.5937
klubikultuuri;0.5924
klubikultuurist;0.5914
klubikultuur;0.5789
klubikultuuriüritustel;0.5671
klubitamine;0.5419
klubistali;0.5344
ühiskonnas;0.5251
klubimuusikat;0.5225
popkultuurist;0.5166
klubidesse;0.5154
klubisse;0.5154
popkultuuri;0.515
massikultuuri;0.5142
klubidest;0.511
klubitamas;0.5105
klubid;0.5086
keeklubidest;0.5075
klubides;0.5072
ühiskonnast;0.5062
klubis;0.4993
kultuurilisest;0.4957
seltskonnast;0.4947
popkultuuritund;0.4944
kultuuriline;0.4941
kultuuriga;0.494
ühiskonna;0.4935
sotsiaalne;0.4932
klubisid;0.4922
kultuuri;0.4897
kultuurilises;0.4889
sotsioloogiliste;0.4887
raadiokuulajad;0.4841
kultuurilised;0.4823
kultuur;0.4789
sotsioloogina;0.4751
kultuurist;0.4751
seltskondlik;0.474
seltskonna;0.4691
sotsioloog;0.4644
kohalolijatel;0.4633
klubi;0.4632
sotsioloogi;0.4616
teema;0.461
muusikaüritus;0.4595
raadiost;0.4588
massikultuur;0.4579
hipikultuuri;0.4571
pidudelt;0.4525
noorsookultuuriks;0.4496
ühiskond;0.4496
seltskond;0.4488
organiseerijad;0.4485
pidudega;0.4472
kuulame;0.4465
eesti;0.4448
muusikastiili;0.4425
seltskondades;0.4424
pidudel;0.4398
muusikavalik;0.4392
etnograafiliste;0.4364
täna;0.4351
rääkida;0.4351
meelelahutusasutuses;0.4349
pidudele;0.4349
kuulate;0.4346
intellektuaalid;0.4344
muusikatüüpide;0.4341
eestisse;0.4341
noortekultuuris;0.4336
muusikaga;0.4305
kuulasite;0.4302
fännidega;0.4301
muusikast;0.4298
pidude;0.4288
kultuurid;0.4287
pidusid;0.4285
eestis;0.4277
populaarseks;0.4274
suhtutakse;0.4269
muusikastiilidega;0.4264
muusikastiilid;0.4257
huvidega;0.4252
muusikat;0.4252
raadio;0.4244
kommertlikes;0.4238
publikule;0.4236
arutama;0.4229
pidudest;0.4222
kutsus;0.4202
noorsookultuur;0.4186
tellitistlikesse;0.4185
diskomuusika;0.4171
muusikastiilidest;0.4164
muusika;0.4134
huvi;0.4132
reivikultuur;0.4131
diskomuusikat;0.4117
kommertsaliseerunud;0.4113
nädalalõpumeelelahutuskultuuriga;0.411
kohalike;0.4105
muusikutega;0.4092
uudishimust;0.4086
reivikultuuriks;0.4082
kutsunud;0.407
nimel;0.4052
aktuaalne;0.4036
muusikaliselt;0.403
suhtlesid;0.4027
inimestel;0.4004
pidutsesid;0.4003
kommertslik;0.3999
atraktiivseks;0.3995
pidutsemisest;0.3988
igapäevane;0.398
rahvast;0.398
kooskäimise;0.3976
kommertsvarieerus;0.3969
kõneldes;0.396
maine;0.3949
õhtul;0.3938
pidu;0.393
jaroslav;0.3929
inimestega;0.3919
avalikkuse;0.3915
korraldajatega;0.391
eliidiks;0.3883
kommertsrealiseerumise;0.3882
popultuuri;0.3851
reklaamitud;0.385
avangard;0.3848
mainega;0.3837
räägime;0.3837
intrigeerib;0.3834
räägitakse;0.3809
ööbiku;0.3808
lausa;0.3802
erinevaid;0.3793
ümbritsevas;0.3772
huvitab;0.3772
osalesid;0.3766
tänaku;0.3763
tavakülastajana;0.3757
kommertlikum;0.3756
tallinnas;0.3754
räägi;0.3754
üliõpilasi;0.375
küsinud;0.375
korraldatud;0.3745
koolis;0.3742
huvitavat;0.3742
käras;0.3738
eritistlik;0.3737
mõiste;0.373
lõi;0.3717
kuulduvad;0.3708
nimetatakse;0.3704
sisulised;0.37
miksima;0.3697
külla;0.369
mana;0.3685
küsimus;0.3653
peateema;0.3647
kommentraliseerumaga;0.3645
pidutsemiskohti;0.3645
aastal;0.3638
ettevõtmisena;0.3616
tantsukultuuriks;0.361
amercaniseerumise;0.3607
intervjuudes;0.3605
idee;0.3598
väärtustasid;0.3597
haridustasemega;0.3597
aktsepteeritavamaks;0.358
noortele;0.3547
teadlikumaks;0.3539
arengule;0.3535
tegijatele;0.3523
rahvusvaheliste;0.3522
saaremets;0.352
juhendaja;0.3498
leiutama;0.3491
tänapäevani;0.3441
kommertskäes;0.3415
sõprade;0.3392
maili;0.3383
kohtusin;0.338
esoteerilises;0.3377
tähelepanu;0.3305
džässmuusikapäevade;0.326
lähinaabritega;0.3068
ebaviisakas;0.3031
valimistel;0.2936
atmosfäärist;0.2779
piraati;0.2764
