keyphrase;score
lapsega;0.5647
laste;0.5626
lapsed;0.5618
vanematega;0.557
lapsena;0.5449
vanemate;0.5448
vanematele;0.5446
vanemateta;0.5436
laurakesega;0.5435
vanemad;0.5421
lapsevanema;0.5275
õe-venna;0.5245
ema;0.5207
lapse;0.5198
lapsepõlvest;0.5123
lapsel;0.5123
lapsi;0.5049
perekond;0.5044
mamma;0.503
anne;0.5023
pere;0.4962
lapsepõlves;0.4961
poiss-sõbra;0.4942
lapsepõlve;0.4874
emaks;0.4873
vennaga;0.4818
õe-vennaga;0.4817
õega;0.4805
õdedevahelist;0.4794
lastele;0.4788
täitsapoiss;0.4776
vanema;0.4772
lapsepõlv;0.4758
lugu;0.4754
õdedest;0.471
tütardest;0.4672
õdedel;0.4664
vanaisa;0.4661
juuksurisse;0.4557
tütardel;0.455
lastest;0.4511
õdesid;0.451
naljamees;0.4496
vanemast;0.4487
juuksuris;0.447
inimest;0.4456
aastaste;0.445
arvatakse;0.4399
väikestest;0.4396
isa;0.4378
õed;0.4371
täiskasvanud;0.4366
kuklapoisi;0.4364
sündides;0.4363
väiksena;0.4351
vanad;0.4336
mõtetega;0.4329
mäletavad;0.4316
tütardele;0.4311
rääkinud;0.4308
mõeldes;0.4304
tütarde;0.4303
sündis;0.4299
juuksur;0.4293
õde;0.4291
lapsub;0.429
mäletaks;0.4284
kooliajast;0.4284
õpetaja;0.4283
mõnitamist;0.4267
nimega;0.4264
vanaema;0.426
pilgutanud;0.4251
tegelasi;0.4247
solgutajaid;0.4247
kirjeldaksid;0.4242
pani;0.4237
poisiks;0.423
meenub;0.4219
pedagoogiline;0.4215
rääkida;0.4214
väikest;0.4212
kujutagi;0.4209
vanemalt;0.4205
mõelnud;0.4197
voorud;0.4196
tüdrukule;0.4167
poiss;0.4164
mäletad;0.4158
emad;0.4151
ütles;0.4148
maga;0.4147
vanusevahe;0.4146
kunagine;0.4141
meenutades;0.4141
isaga;0.4138
olidki;0.4136
kujutanud;0.4136
kassis;0.4129
poisi;0.4124
nimetatakse;0.4123
näitlejaks;0.4121
pärinud;0.4116
kurioosne;0.4115
ütlesid;0.4112
legende;0.4111
pedagoogika;0.4107
õpetajat;0.4107
mõelda;0.4104
näitlejana;0.4103
vello;0.4091
mälupilte;0.409
enesegi;0.4089
ütlesite;0.4082
sihuksed;0.4078
naljalugu;0.4072
panime;0.4064
sünnihetkest;0.4056
loogilist;0.4055
vennad;0.4054
viiekesi;0.4054
nimetused;0.4053
pajastaga;0.4049
nonii;0.4046
paar;0.4035
aastane;0.4032
ütleks;0.4027
ettekujutust;0.4018
elanud;0.4014
reegleid;0.4013
vanuses;0.4008
klassis;0.4005
pedagoogid;0.3994
nimi;0.399
jutumärkides;0.3987
jutuga;0.3982
kostüüme;0.3981
tekkiski;0.398
nägutamistega;0.3976
naljakam;0.3966
võõras;0.3964
räägitud;0.3964
papa;0.3964
näpuga;0.3958
küsijana;0.3953
esitasid;0.3952
peipsi;0.3949
naisterahvas;0.3943
tuttavad;0.394
imelik;0.3933
noortest;0.393
saatejuht;0.3926
pilguga;0.3926
vanaemata;0.392
kasvaldasin;0.3919
pärismaalane;0.3914
juttu;0.3913
võttis;0.3907
elasime;0.3899
ühesõnaga;0.3892
ema-isa;0.388
laps;0.3875
pisikese;0.3871
lastearst;0.3869
olemassuguses;0.3867
kitsa;0.3858
põlvkond;0.3843
igatsust;0.3839
suhtutakse;0.3834
pildi;0.3822
sõstardega;0.3816
neiuna;0.3811
sõbrannaga;0.381
nägi;0.3805
lasteaiad;0.3779
raamat;0.3766
koolipingist;0.3764
armukadedad;0.3759
hääle;0.3726
puusanihestus;0.3718
kella;0.3714
lähedastega;0.3708
kolmikuga;0.3704
arvasin;0.3696
kasvatasin;0.3693
verinoor;0.3676
vaidlesin;0.3665
alandamist;0.3661
viimase;0.3648
fiktiivse;0.3595
häbi;0.3593
head;0.3587
aleksandra;0.3567
paatidega;0.3551
kehakultuuris;0.3464
sõrme;0.3452
erinevalt;0.3434
surmakuulutuste;0.3378
naabripoiss;0.3278
istus;0.3263
