keyphrase;score
geoloogiadoktor;0.6253
uurimistöödejuhataja;0.5707
loodusekaitsjana;0.542
projektijuht;0.5336
geoloogid;0.5233
klimotoloogid;0.5172
inseneribüroos;0.5144
eestimaal;0.5136
geoloogina;0.5132
eestis;0.4934
ekspertiisi;0.4897
geoloogilist;0.4859
juhendaja;0.4827
inseneridega;0.478
teadlane;0.4768
paadiehitajate;0.4726
rannauurijad;0.4712
asjatundjad;0.4618
uurijaid;0.4611
sadamapiirkonda;0.4594
mererannikul;0.4528
geoloogiliste;0.4493
rahvusooper;0.4491
saaristu;0.448
eesti;0.4478
teadlased;0.4429
geoloogilise;0.4419
kavalamad;0.4408
merepinnast;0.4353
insenerid;0.4324
geoloogia;0.4322
kujundaja;0.4311
rannikutega;0.4291
teadlastelt;0.4291
teadlasi;0.4264
kaardistasid;0.4262
alakomisjoni;0.4259
eriala;0.4258
troopikaaladel;0.4225
paneelmajast;0.421
ümbruseski;0.4207
merikogu;0.4207
klimatoloog;0.4191
rannikuvööndit;0.419
sekretäri;0.4179
projekteerijatega;0.4171
kaljud;0.4167
merealuseks;0.4165
poolsaarel;0.4162
kanalisatsioonitorustikud;0.4159
kosoonustaja;0.4158
maakeral;0.4154
asjaga;0.4144
maakera;0.4141
maapinnast;0.414
kavalamalt;0.4138
asjajaamas;0.4135
kohapeal;0.4135
keskkonnakaitsemeestega;0.4126
maastikuarhitektuuri;0.4108
kujundatavas;0.4103
maailmameres;0.4092
uurijad;0.4089
kaevus;0.4087
merepõhi;0.4086
rusikareegel;0.408
rannalähedased;0.4077
maailmakaardilt;0.4067
nordic;0.4055
asukoht;0.405
sadamakoht;0.4047
määratud;0.4046
õppejõudude;0.4044
kadastikes;0.4043
saaremaal;0.4038
detailplaneeringute;0.4022
maaviljeluse;0.4022
kaluritel;0.4013
paneb;0.4011
magistraalkanalitesse;0.3997
merevõib-olla;0.3976
rannastasid;0.3972
ametnikud;0.3967
maapinnaga;0.3966
professor;0.3965
paekivi;0.3964
pikilugu;0.3963
põhjamerest;0.3958
pankrannik;0.3946
kaavi;0.3937
rannikuriigid;0.3937
tehkikaid;0.3928
instituudis;0.3924
uurijatega;0.3915
rannatsoonist;0.3911
tulevikuehitused;0.3906
kuuselinik;0.3896
skulptuurikeskustest;0.3895
maapinnalt;0.3895
projekt;0.3886
ranniku;0.3877
sadamas;0.387
rannakaitsjatega;0.3868
saaremaa;0.3865
alajaamad;0.3853
paelahmaka;0.385
inimajaloo;0.3846
juhiti;0.3845
taasmereks;0.3841
esindajatega;0.3836
maailmarannajoone;0.3829
ümbrus;0.3825
rannikule;0.3824
poolsaareks;0.3813
õpetlased;0.3806
kaart;0.3804
maastikuveri;0.3798
rannatsoonis;0.3798
poldritega;0.3791
põhjarannikul;0.379
kaitsma;0.3786
mererannas;0.3768
kotkas;0.3768
tormivarjus;0.3761
ehitajatele;0.376
rannaseisund;0.3756
osakonna;0.3752
pikendame;0.3752
traagika;0.375
kraavikene;0.375
metsik;0.3749
sadamate;0.3748
pumbajaamade;0.3737
mereenda;0.3735
kohalikus;0.373
mageveekogu;0.3716
kaljumüraka;0.3715
maakoor;0.3715
roomassaare;0.3711
akvatooriumi;0.3708
rannarahvaelustikust;0.3705
rannakujunemise;0.3704
meetriganda;0.3695
suudmeesine;0.3695
meretõusude;0.3685
seisukohal;0.3684
ülesanne;0.3678
oskagi;0.367
kolhoosi;0.3662
suisa;0.3661
venemaa;0.3654
kraavid;0.3648
tsemendile;0.3648
maandudes;0.3647
juht;0.3632
räägib;0.3632
keskkonnaministeeriumi;0.3631
satelliitide;0.3627
raadio;0.3624
maaparandajad;0.3622
paatidega;0.3621
konverentsil;0.3615
silla;0.3608
nõupidamisel;0.3605
arhitektuuri;0.3604
paigast;0.3598
tööga;0.3573
rahvusooperialune;0.3571
pinnahoovus;0.3571
tuksub;0.3563
linnatänavat;0.3561
leidnud;0.3558
loodusprotsessidesse;0.3543
vetikad;0.3535
paadid;0.3533
osooniaugud;0.3525
siberi;0.3522
atlandi;0.3501
kaevatakse;0.3483
arvan;0.3481
korraldati;0.3478
alasüsteemidesse;0.3458
perioode;0.3427
rajatakse;0.3419
hollandlastele;0.3413
komisjonil;0.3408
territoorium;0.339
eliit;0.3362
istud;0.3342
põhikaardiga;0.3334
polaaralad;0.3327
komisjonidest;0.329
korallrifid;0.3284
parandusobjektil;0.3202
jäämereranda;0.318
piraamas;0.3179
netist;0.316
arstide;0.3114
meetrist;0.3081
eutrofeeruva;0.2984
