keyphrase;score
meditsiiniajaloorubriigis;0.4984
vitamiinide;0.4893
vitamiinidest;0.4878
meditsiiniajaloo;0.4812
arstiteadlaste;0.4557
meditsiinilugu;0.4491
arstiteadus;0.4409
arstiteadust;0.4362
eestimaal;0.428
tartu;0.4186
meditsiiniloo;0.4133
luunini;0.4081
teaduslugu;0.4039
meditsiini;0.3896
hellatist;0.3876
eestis;0.3742
arstide;0.3698
lektor;0.3686
eesti;0.3657
tartus;0.3618
tervishoiu;0.3602
elulugu;0.3557
pidalitõbe;0.3349
pidalitõvest;0.3299
ajaloohuvilist;0.3282
leeprost;0.3224
pidalitõve;0.3196
eelkäijate;0.319
nühkinud;0.3163
ajaloos;0.3159
tähtsalt;0.3147
kihelkonnast;0.3144
pidalitõbi;0.3125
leeprateema;0.3114
haigus;0.3065
peterburis;0.306
liivimaal;0.3043
sajandi;0.3038
teada;0.3036
haigusega;0.3025
poolametlikult;0.3014
oluline;0.3014
ajaloo;0.3004
mees;0.2988
uurija;0.2987
õpetas;0.2985
võtab;0.2978
rääkida;0.2956
tavaks;0.2955
panuse;0.2946
olulise;0.2943
arvati;0.2925
huvitavalt;0.2914
täna;0.2904
katseklaasis;0.2901
koolkonda;0.2888
leepratekitajad;0.2882
kaduma;0.2872
niuksed;0.2867
tekitaja;0.2857
teemaga;0.2857
õppinud;0.2854
asjaga;0.2852
avastamisest;0.2841
tähtis;0.2839
huvilised;0.2785
nakkushaiguse;0.2782
stuudios;0.2782
kõikvõimalikke;0.2774
mõistes;0.276
tolleaegses;0.2747
räägitud;0.2738
hansen;0.2735
nakkuslikke;0.2719
pärit;0.2718
aasta;0.2709
kerkiva;0.2705
käis;0.2698
nakkushaiguste;0.2698
teemadel;0.2691
doktoritöö;0.269
panustab;0.2688
hellati;0.2687
suguhaigused;0.2686
teadusdiskussioonides;0.2685
kehaväliselt;0.2678
õieti;0.2677
tigmadest;0.2674
kaevatise;0.2669
eriti;0.266
toitumises-ga;0.2655
kuulsaid;0.2653
seoses;0.2653
inimkonna;0.2644
retoorikas;0.2639
antakse;0.2635
ilmumist;0.2624
nakkusega;0.262
avastab;0.2617
tänapäeval;0.2601
teema;0.2592
diskuteerinud;0.2588
eliidi;0.2588
pakub;0.258
sangaste;0.2569
kerkis;0.2562
suurelt;0.2559
kombeks;0.2552
riigist;0.2548
kuramaal;0.2542
juttu;0.254
artikleid;0.2518
meetmed;0.2509
vanamoelist;0.2509
rääkisime;0.2507
venestada;0.2506
kõikvõimalikud;0.2502
ühiskonnas;0.2497
mehi;0.2493
libedalt;0.2483
vanem;0.2475
näiteks;0.2466
peeter;0.2458
maailma;0.2454
õpetus;0.2442
vendade;0.2434
loetuks;0.2423
esile;0.2422
haiget;0.2412
vene;0.2411
petar;0.2407
rääkis;0.2405
ühesõnaga;0.2395
keskaja;0.2394
andnud;0.2392
vennast;0.2387
tavaliselt;0.2382
sündis;0.238
viie;0.237
vajalikuks;0.2368
arste;0.2357
nathan;0.2351
suguvõsa;0.2348
diskussioon;0.2342
sajaprotsendiliselt;0.2329
sisulised;0.232
ajal;0.2313
instituudi;0.2312
võrsunud;0.2295
omaaegsed;0.2294
aastaselt;0.2293
teisisõnu;0.227
olegi;0.2269
andekas;0.2264
ilmselt;0.2262
konverentsi;0.2258
ken;0.2258
kohalolu;0.2257
leepra;0.2253
kultiveerida;0.225
näidata;0.2243
tegelikult;0.2235
räägime;0.2234
luuakse;0.2232
hetkeni;0.2228
mainib;0.2214
lendlehti;0.221
jäädvustama;0.2199
kasutas;0.2199
vaatevinklist;0.2186
tegemist;0.2185
mõtlema;0.2178
dialoogis;0.216
periood;0.2149
listeeriat;0.2148
teisipäeval;0.213
tähistatakse;0.2123
töödest;0.2121
asjad;0.2121
teooria;0.2064
tugevat;0.2045
lugudega;0.2044
aladel;0.2027
karjas;0.2023
koolipinki;0.2015
norra;0.1999
mõõduvõtmises;0.1988
talupoja;0.1947
käsitööline;0.1937
unustuse;0.193
põhjus;0.1926
tegelane;0.1924
kohvi;0.1914
pühakiri;0.189
perre;0.1887
poliitiline;0.1882
1887;0.1824
stigmad;0.1802
postulaatidele;0.1781
peres;0.1768
