keyphrase;score
;1.0
fun;0.8699
valida;0.8359
head;0.8348
meetrise;0.8334
vaated;0.8314
hull;0.8306
lastest;0.824
nimetatakse;0.8239
summa;0.8236
seemned;0.822
temperamentsed;0.8219
legend;0.8193
passion;0.8185
topp;0.8179
arvasin;0.8156
tähendab;0.8135
kasutatakse;0.8132
fruit;0.8125
kodus;0.8114
isendit;0.811
aedade;0.8108
president;0.8106
sente;0.8093
tore;0.8092
odavalt;0.8092
istusime;0.8092
võimalik;0.8089
sirged;0.8088
autod;0.8087
tippe;0.8087
detaile;0.8086
taevast;0.8079
näiteks;0.8079
rebased;0.8078
reporter;0.8075
asi;0.8073
mere;0.8068
last;0.8067
sorry;0.8065
aed;0.8065
auto;0.8065
floora;0.8063
sadama;0.8059
Need;0.8057
ase;0.8052
variant;0.805
part;0.8047
toore;0.8034
punkti;0.8032
annavad;0.8032
reaali;0.8031
inimene;0.803
uksed;0.8028
vihm;0.8027
annab;0.8027
vanakesed;0.8026
pakub;0.8025
super;0.8024
taas;0.8022
igav;0.802
vaatame;0.802
toob;0.8017
näidata;0.8017
liteed;0.8013
Seal;0.8012
mets;0.8012
aasad;0.8012
võimalus;0.8012
kaldes;0.801
tunnelist;0.8009
press;0.8008
otsustada;0.8008
aste;0.8008
seente;0.8005
aeda;0.8004
teede;0.8002
antakse;0.8001
arvestaks;0.7998
ütleme;0.7996
fotode;0.7995
takso;0.7992
passioon;0.7991
igavam;0.7991
eile;0.799
parem;0.799
issand;0.7989
pointi;0.7989
mehed;0.7988
korda;0.7988
kindlasti;0.7987
odavamad;0.7987
autol;0.7987
aedades;0.7986
arvestage;0.7985
enamus;0.7984
uks;0.7983
sorte;0.7982
arvan;0.7982
ukse;0.7982
renood;0.7981
metsa;0.7981
sil;0.7979
kahte;0.7979
avastatakse;0.7979
arvatud;0.7978
vett;0.7976
tead;0.7975
rentisime;0.7975
suhteliselt;0.7973
selge;0.7973
pered;0.7972
porised;0.7971
meelde;0.7971
Et;0.797
ennustada;0.797
tippu;0.797
äge;0.7968
modeirale;0.7967
lapsed;0.7967
autosid;0.7967
meeldiv;0.7967
uus;0.7966
asja;0.7965
elu;0.7963
park;0.7962
See;0.7962
ATM-id;0.7962
võimalust;0.7962
kaks;0.796
nimetas;0.796
seinte;0.7959
neete;0.7958
arvaks;0.7956
antud;0.7953
hind;0.7952
veerem;0.7952
istud;0.7952
keerulisem;0.795
kuulus;0.795
kindlalt;0.7949
meenutas;0.7949
maksimaalselt;0.7948
hulgaliselt;0.7948
läbida;0.7948
vajalik;0.7948
kutsutakse;0.7948
tegemist;0.7947
autolt;0.7947
ihaldatud;0.7946
andis;0.7946
asjad;0.7946
nimi;0.7945
ongi;0.7944
ekstreemne;0.7943
uude;0.7943
viibime;0.7943
absurdne;0.7942
saat;0.7941
asub;0.794
arvad;0.794
pakutakse;0.794
bussid;0.794
arvestama;0.794
Sellised;0.7939
kohti;0.7939
avastama;0.7939
kolmele;0.7938
teadet;0.7937
näidatakse;0.7937
kindlustus;0.7936
aasade;0.7936
tea;0.7935
avasta;0.7935
kaugemale;0.7934
seitse;0.7933
kitsad;0.7932
ukulele;0.7932
meetrit;0.7931
asumad;0.793
soe;0.7929
kaart;0.7929
mustad;0.7929
suhu;0.7927
paksem;0.7927
hotellides;0.7924
velg;0.7924
elas;0.7924
seik;0.7923
abiellus;0.7922
nii-öelda;0.7922
Funchalist;0.7921
valge;0.7921
suled;0.7921
tasub;0.7921
auk;0.7919
alased;0.7919
annaks;0.7918
agressiivsed;0.7912
no;0.7911
