EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
algi smoking;sündima aidamees;õppima laulma;näitejuht tegutsema;partner andma;ema mõisaproua;sündima aidamees;lapsepõlv isa;ütlema armastus
in Estonia;osa surema;õpetama laul;otsekohe viiulipoogen;noorem vend;kadakas eestlane;laps ema;ema mõisaproua;neli viis
opoid Klarnet;talu saimar;musikaalne õppima;ütlema Pariis;kodu vend;ema Wilhelmiine;ema Wilhelmiine;kodu isa;vaatama no
Estonia Bergmann;linn sõitma;püüdma musitseerima;ajama näitejuht;pass biolov;eestlane hellitus;isa viima;aidamees Hiiumaa;õppima 13
esi solitoom;palk maksma;välismaa õpetama;nädal klass;mundremee pass;keel Ilumäe;tutvustama lapsepõlv;tutvustama lapsepõlv;rukken mõtlema
vehkenic krimineerimine;näiteseltskond kättpidi;laulma seitsmeaastane;viiulipoogen puruks;äge iseloom;laulukoor rätsepmeister;algkool isa;kaasa Aleksander;tänulik väga-väga
mõisaproua õmbleja;teadma laps;suur muusikaarmastaja;väikne rahascabi;palk kodu;aidamees Hiiumaa;teadma laps;viis isa;aeg rahu
meetringas Estonia;poiss kaan;laulma saivaest;mängima Bradze;varsti kodu;sündima aidamees;laps jutustama;lugu üksik;suur palk
laulukoor Estonia;varsti kodu;täpsus laulma;isa poissmees;kodu kodu;paade Viispaadmine;koka sündima;õpetaja kolm;lahti aeg
süda Estonia;kuuslapseline perekond;musitseerima astuma;vahest karistama;esi solitoom;süütma mõisaproua;otsene sündinud;laulumäng esimene;mängima Richard
smoking täis;köstriproua andma;laulma linn;väiksem ööbidikaal;unuma rase;näitleja laulukoor;ema mõisaproua;mängima Anna-Liisa;13 aasta
hambers aed;80 elama;sõituma välismaa;suunduma perekond;unustama kostüüm;etteaste Ilumäe;käima küla;mee näitleja;suur koor
mundremee pass;juhatanud Taali;õpetama andma;Wilhelmiine süütma;vastsündima näiteks;teritama ütlas;viis isa;laulma seitsmeaastane;saksa keel
Estonia teater;elama mäeküla;laul panema;musitseerima astuma;muld noorem;Hiiumaa välismaa;äge iseloom;sündima aidamees;nii-öelda rahvas
pandur in;köster proua;suur laul;laulukoor Estonia;toime terve;Priinilis pidaminuma;isa poissmees;isa köstrikool;no põhiline
mäeküla mõis;muusikaselts Tallinn;andma algkooliõpetus;kvartett eelnema;ütlema eksima;Kuuskemaa kaan;andma isa;mõisnik aidamees;kadunud ruum
ärr hambers;laps ema;juhatama orkester;Kor neljaklassiline;andma kell;ema osa;kodu isa;uus rääkima;laulukoor Estonia
Julius Rossfelt;töö suvi;kirjeldamatult vesi;meeldima vene;mängima kodu;noorem vend;lapsepõlv isa;vene õpetaja;suur huvi
Estonia sealtpeale;suhtumine rahvas;laulma väratud;Pariis rätsepakadeemia;no mee;mõisaproua õmbleja;paluma kuusk;Anneli kümmend;andma tõuge
peegel Estonia;algkool isa;käima küla;Anneli kümmend;sundima uus;kuusk majake;isa suur;isa suur;Kor neljaklassiline
Bradze aadresson;näitleja ütlema;aeg mängima;niitütlema päev;vastselt kutsuma;muuseas ame;kadakas eestlane;algus Estonia;aeg kell
solitoom külvama;kostüüm sundima;vend musikaalne;laulumäng esimene;palk koduma;kodu vend;isa osa;teenima kuuslapseline;õpetama ajalugu
mängima Bradze;poissmees Andres;kõiksugu õpetama;tugev näitlejatöö;sise astuma;pakkuma Anneli;ilutsema ema;Wilhelmiine süütma;müüma mõtlema
Estonia laul;köster kirik;käima laul;rätsepmeister innukas;hambers aed;Wilhelmiine süütma;isa köstrikool;seitsmeaastane viis;eestlane Saksa
Aleksander triller;andma algkooliõpetus;linn muusika;tegelema varsti;kaks uus;August Kuuskemaa;teritama ütlas;näitleja esimene;sõituma välismaa
nädal nägema;mängima partner;õpetama noor;kihvliselt Pariis;valge kleit;ame soome;mõisaproua õmbleja;poissmees Andres;nimelt liller
mõisaproua sõituma;kaup lahe;orkester orkester;poissmees Andres;asi osa;köster proua;eestlane hellitus;ema Wilhelmiine;vene õpetaja
näiteseltskond kättpidi;asutama näiteseltskond;kütükkis töötama;Narva-Jõesuus käima;kodu isa;saivaest nali;vend asuma;kuuslapseline perekond;mäletama suur
mängima kannel;piiblilugu võtma;õpetama ajalugu;peegel Estonia;andma kütükkis;mäeküla mõis;sündinud armastaja;aidamees tütar;kuul sattuma
kalk väljentaal;niitütlema päev;laul muusikaselts;andma kütükkis;rajamine uus;segakoor juhatama;mängima ema;õiene kirjutama;kiitus Estonia
Estonia proov;lööma doktor;kuulma asutama;pimetatud laulumäng;no elu;ütlema kadakas;ema osa;isa poissmees;neljaklassiline venekeelne
