EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;kandma;joogiveeküsimus;põhjaveehorisont;;tänapäev;igapäevane;rääkima;riik
methemoglobiin;heakvaliteediline;veeküsimus;ebameeldivus;filter;joogive;joogive;võtma;paigaldama
põhjaveehorisont;maakodu;joogivesi;veetemaatika;number;täna;täna;süsihappegaas;keemia-füüsikateaduskond
värgindus;maitsmine;küsimus;ebameeldiv;server;vaadatud;tänapäev;puurkaevuvesi;töötama
lõpmatus;maa;aktuaalne;saatekülaline;standard;päev;joogivesi;loomulikult;puhastama
veehorisont;pood;veetöötlusseade;kümnekraadine;test;joogivesi;veevärk;kuusback;1900
kontaktkorrosioon;tark;kõnelema;puurkaevuvesi;meeter;saatekülaline;tähtpäev;näiteks;võib-olla
organoletiline;aasta;rääkima;lugupeetud;stress;vesi;tänane;joogiveeküsimus;1927
võimalik;teadlane;vesi;põhjaveekompleks;seade;joogiveeküsimus;joogiveeküsimus;jaa;eesti
veetemaatika;kell;veevarustussüsteem;veekeskus;kann;alo;päev;küsimees;viis
ordoviitsium;tserkuleerima;veetöötlus;näide;roll;veevärk;tänapäevane;õigemini;üritama
kambriumi-vend;laboratoorium;pudelivesi;katkupisik;crystalse;aktuaalne;veemass;ühe-kaks;lihtsalt
aluskivim;härra;oluline;märgatavalt;valem;panema;vesi;kaasa;pealegi
