EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;maa;juhtuma;seitsmeteistkümnes;;raamat;raamat;meesmaletaja;töötama
õppedistsipliin;maleklubi;lehekülg;sajaprotsendiline;vast;leht;koostaja;lõpuks;riik
föderatsioon;mäng;malekell;õppedistsipliin;pioneer;koostaja;paul;malemängija;eesti
jäädvustamine;sõber;võib-olla;oluliselt;test;lehekülg;meesmaletaja;maleklubi;pealegi
nädalalõpp;muusika;leht;üksjagu;iseloom;kainelt;lehekülg;näiteks;tega
tööstuspotentsiaal;härra;käima;ülejäänu;summa;valgendama;tippmees;lehekülg;süüdistama
üllatus-üllatus;kool;liitma;olümpiakandidaat;tipp;meistritiitel;lugu;tippmees;kuskilt
sümptonaat;sport;väike;kolmekümnene;tookord;prouale;vanker;tegelikult;üllatus-üllatus
võimalik;karikas;pöörlema;kalkuleerima;post;eestlane;arhiiv;võtma;tuntud
põikpäine;tundma;köis;mitmed-mitme;originaal;lett;laesson;põhjal;sport
järelkasv;maletunne;raamat;üldse;andma;esinema;henrik;jälle;varem
võistlus;koht;kodune;organiseerima;reaalselt;esindama;ajalugu;läksima;võib-olla
üllatus;male;koosnema;tegelikult;asepresident;nõmmelane;õpetaja;pealegi;hästi
kilingi-nõmmel;ostma;jätkuma;meeldima;voor;omaaegne;ilukirjandus;paremini;kolmekümnene
maleföderatsioon;mõõtma;jääma;aktiivselt;kodu;vend;fanaatik;noortemeister;lihtsalt
