EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
taristik Sydicy;muusikainstrumentide kõla;Lääne-Aafrika popmuusika;aafrikapärase rütmika;asja Need;maa rahvamuusikaga;Nigeeria muusikalisest;vahelugemisega Kogu
Need asjaolud;kõneldud Nigeeria;Aafrika kahtlemata;võimalik veidravõitu;noorem Ta;mängin muusikat;eikellegimaa Muusikali;kaaslane õpetaja
maalil õnnestumised;maalimuusikat Kangesti;võib-olla vastureaktsioonina;võtta popmuusikut;noorem Enam-vähem;rahvusvahelist kõla;Kambja muusika;aafrika traditsiooniliste
rahaühikut devalveeritakse;Meie kahvanäoliste;praeguseaegne popansambel;pretendeerivad uues;lootust valida;seeläbi kontserdi;Mina maailmamuusikust;nii-öelda inimesi
muusikat saaled;Lääne-Aafrika kultuuride;Igatahes läänemaailmahuvilised;devalveeritakse Ja;elemente mitmekesisust;kõla uuemaid;sünnikohast Kambjast;vastuolu kommenteerinud
sünniaeg 1953;Pakume lugu;pärit artistidega;Mina sildid;pidevalt kujundatavas;kõlapinda leidsid;Eikellegimaa Tere;kõla aafrikapärase
tänaseni Allased;mängib Ene;esimese vahelugemisega;rokkmuusikast enamik;vormilt sisult;kodumaal nii-öelda;Babamaal mängivad-laulavad;olenemata sellestki
elujõulisusest uuenemised;eksperimentide nii-öelda;algab täna;Võimalik 1000;paras positiivism;kuula mõjutatud;Lääne-Aafrikas Ta;veenvalt võrdlemisi
välismõjudele avatud;Mina maailmamuusikust;Mõnel raadi;neljandal aastal;unustamata jätta;Babamaal mängivad-laulavad;rahvamuusika esindajana;lörri maailm
inimesed terve;Et kohalike;laulsid viimati;1953 varajane;sime kaist;kuulajate võib-olla;maalimuusikat Kangesti;eesti krooniga
ebaühtlaselt kaardistatud;eikellegimaalt mängin;kitarristi laulja;kuulanud Kui;köitvaid elemente;hääletoruks tuuni;originaalpealkiri muusikute;tegemisel piisavalt
voolafi rahva;kõnelen Selle;keskkonnast kogukonnast;kitarrigeeniusest Talifarcatud;ansambel hulk;Head kuulajad;menu muusikat;traditsiooni puturismi
aafrika laineile;Nonii voolofon;kahvanäoliste kuulajate;aasta arvatakse;silmanähtavalt noorem;harmoonia rütme;džäss näiteks;tund täis
