EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Günther Oettinger;Hotels Eesti;gaasitarnete vähenemist;gümnaasiumipidajaks räägib;argument esiteks;Eestis vähenenud;ülevaatest Euroopa;ettevõte esialgsete
keskkonna- looduskaitse;inimest Ligi;rõivafirma Baltika;Hotels koostööd;esimene argument;protsenti eestlastest;täna eurobaromeetri;suunas aasta-aastalt
lähituleviku optimistlikud;inimeste hoiakuid;Vene Gazpromi;Euroopas keskmiselt;andmisel valik;Eesti riigieelarvesse;Jätkame välisuudistega;160-lt protsendilt
kultuurisõbra eri;rahapoliitikale Euroopas;Eestile oluliseks;Bornholmi saarel;esialgsed andmed;eestlaste usaldus;veebruarini Rahvusringhäälingu;veebruaril Kultuuriministeerium
asi teistpidi;aastaga võrreldes;Avaldatud eurobaromeetri;asutajat Enn;vähem andekate;Kesk-Eesti korrespondent;Praeguse 200;koolivõrgupidajana jätkama
tähelepanu korrarikkujate;suisa naabermaakonda;soovivad gümnaasiumivõrgu;keskkonnaalaseid õnnetusi;funktsioonid argumendid;Baltika hoiatas;kokkuvõtte kolmandast;tulemusena 160-lt
klaasist lühtrid;valgusinstallatsioone Väljapaneku;riigigümnaasiumid Tallinna;118 eurot;konkreetne persoon;aeglustumist Rumeenia;positiivsemaks Eesti;aastaga võrreldes
Valev Sein;kogutoodangust USA;euroga hinnangud;liitudelt info;stabiilne näiteks;Rahvaarvu vähenemise;uudistetoimetus kokkuvõtte;19 veebruarini
esitlevad Raplamaa;klaasikunstnikku esitlevad;Eestlaste rahulolu;kevadel toimus;solgutavat testi;eurobaromeetri küsitluse;Eestis vähenenud;meedia muutub
valuutafondi eesmärk;riigivõlg väheneks;jätkamine koolipidajana;See võrdselt;kergem näidata;eurole vähenes;eurot Lähiaja;piisavalt kiiresti
Jätkame välisuudistega;kultuuritegevusi Eesti;Euroopa Liit;Vene Gazpromi;kontrolli tagada;silma eestlaste;Lass Eestlaste;eesti kultuuri
avaldatakse 29;riigis Komisjoni;euroalasse Negatiivsemaks;Ukraina energeetika;viimane otsustas;ütles Austria;aastal 300000;omavalitsused luua
inimene osatähtsust;haridus- teadusministeeriumi;eestlased näeksid;2002 aastaga;See arvates;välisuudistega Euroopa;aastaks 2020;keskkonnale kahju
Nukuteatris toimunud;suundades tõusud;klaasipuhuja Eili;kutseharidusest Need;annab märku;riigigümnaasiumid Tallinna;243000 ekspertide;võrgus järk-järgult
kindlasti koht;sektori maine;Ungari Itaalia;euro Eesti;olukorra osas;aastatel halvenenud;Tere õhtust;statistikaamet 10
Need omavalitsused;aastatepikkune koostöö;klaasipuhumist õppinud;Osaühing Nordic;mured seoses;lähitulevikku negatiivselt;liidus madalad;19 miljonit
lahti riigistatud;gaasi Ukraina;Baltika hoiatas;ulatuses 125000;omakapital moodustama;reageerida vähendanud;Salme Eesti;aasta-aastalt langenud
arvavad olukord;hinnangud drastiliselt;novembris liikmesriikides;Küttis Sellega;konkreetset nägemust;rikkamates Euroopa;avaldatakse 29;kultuuriministri sõnul
Üle 100;põhjuseks väljaränne;2008 231;pärnik Värniku;sarnane suhteliselt;igapäevase elukvaliteeti;32 kraadi;rõõmudega saamiseks
ministeeriumit öelnud;juhtkond oluliseks;Kreeka võlakoorma;Volkov juhtis;tekitamise arv;Ukraina suurendanud;Pank Eesti;tõeliselt vaba
teatas sealne;Ühe kultuurisõbra;paisude kontrolli;kaasaegse kunsti;näitusele Ei;mullusel rahvaloenduse;Aga taaskord;maa-ala koolid
välisuudistega Euroopa;Päevakaja järjekorranumbriga;Aaviksoo koolivõrgu;Kreeka rahvusvahelise;andmed Rahvaarvu;mittekuuluvates riikides;teatab Kesk-Eesti;keskkonna- looduskaitse
aeglustumist Rumeenia;Lucas papadiimas;võrgus järk-järgult;anda Minu;madal sündimus;osaühingud Nordic;Raplamaa kaasaegse;valdkonnas selgus
asutajad Enn;lühtri põrandale;kvartali finantstulemused;maavalitsustelt konkreetset;osas stabiilne;sisemajanduse kogutoodangust;Komisjoni energeetikavoliniku;riigigümnaasiumid Tallinna
harjusid euroga;külma 20;600 euro;näitustele kaasa;argumendid No;kuus uudistetoimetus;õnnestumises 110;24 protsenti
aastatepikkune koostöö;Eurot kasutatavates;kuuluvusega võrkude;mullu novembris;panga direktor;30 Itaalia;Ja ilmast;10 aasta
euroalasse mittekuuluvates;Gazprom väitnud;tähelepanu korrarikkujate;Stuudios toimetaja;prioriteetidest nimetas;protsenti vähem;riigivõlg väheneks;Euroopa Liidu
paljudeks taastataks;noorematestan Bornholmi;Ukraina suurendanud;Mirko Ojakivi;una keskmine;sügisel majanduskriisi;Te kuulsite;Euroopa Liit
meeldib isiklikud;Oled 14;Oettinger pressiesindaja;kütuseminister Juri;auditeerimata neljanda;kriitilisemaks langenud;usaldusväärsust Keskkonnaministeeriumis;edasi-tagasi kamandavad
esindajatega peetavad;nimetas Peeter;Jätkame välisuudistega;rikkumiste Keit;seisavad kümned;muutus suhtumine;pressiesindaja ütles;kogusumma keskkonna-
Volkov juhtis;koolivõrgust Märtsikuus;uudistetoimetus kokkuvõtte;Gazprom süüdistab;valgus valguse;võrreldes positiivsemaks;Lähiaja prioriteetidest;eriline näitus
Peamiseks eesmärgiks;soovivad gümnaasiumivõrgu;moodustama aktsiakapitalist;Kunila panuse;kalakaitses una;hinnanguid riigi;Osaühing Nordic;järk-järgult Samas
valgusinstallatsioone Väljapaneku;Volkov kaevandustegevuse;Rumeenias elab;toimetaja Liis;eri tiitli;andmed Rahvaarvu;Ja 2011;suurim möödunud
