keyphrase;score
alžeeria washington päev;0.9149
crystalfaar multifilm mäng;0.8928
avama dagestan ansv;0.8857
rootslane ingemar stenmark;0.8851
tsüklon atlant dust;0.8835
kiek in de;0.8809
tänane sõnum moskva;0.878
disney positsioon küsimus;0.877
nädalalõpp reede estonia;0.8769
stenmark vladimir andrejev;0.8769
teisejärguline küsimus alžeeria;0.8763
pensio pink teadvofeng;0.8753
mäng ševtšenko nädal;0.8738
aftynints nähtus nikotiin;0.8732
nädal moskva oblast;0.8731
asetäitja warren christopher;0.8727
ebaõnnestuma mäng groznõi;0.8726
resswee oss teater;0.8716
ühendriik camp david;0.8708
nädal keskne võistlus;0.8707
victornadiersa taavi dowski;0.8705
esindaja natalia petrusseova;0.8693
külm nädal lõpp;0.8671
s-klass taar victornadiersa;0.867
lembit peterson teater;0.8668
nädal uus filmitoodang;0.8666
aktilga šveits konföderatsioon;0.8665
kirgiisia resswee oss;0.8648
georgia aleksandrovitš nostonoogov;0.8607
washington viimane läkitus;0.8596
kunst kiek in;0.8592
film režissöör nõukogu;0.8591
kirgiisia pealinn funces;0.8568
sõna sisaldama washington;0.8566
benjamin franklin sünd;0.8565
pink teadvofeng kohtuprotsess;0.8561
mahhatshkala avama dagestan;0.8557
konver nädal koduvabariik;0.8547
diablo 80 ivo;0.8541
võrkpalliesindus mäng ševtšenko;0.853
alžeeria sõitma hele;0.8513
mänguelement tahtma kõvasti;0.8508
pommimänguvorm mänguelement tahtma;0.8502
mäng groznõi leningrad;0.8494
washington poliitika alastus;0.8481
majandus areng laupäev;0.8477
camp david pooldaja;0.8472
iraan teadeteagentuur pars;0.8471
väljak link roggenbaum;0.847
partners tants leningrad;0.8458
kandma üldnimetus nõukogu;0.8455
täna kultuurimaja mälumängur;0.8448
sammassaal algama moskva;0.8443
son leningrad maksim;0.8439
nädal baas 310;0.8429
külmem tallinn miinus;0.8419
brokna esitama vanemuine;0.8415
prantsusmaa lahend jaa;0.8411
õpilane nimi igor;0.8411
föderatsioon algama teater;0.841
tartu riiklik ülikool;0.8395
nägema harjutamisnorm natuke;0.8389
võrkpallimeeskond treener laimons;0.8389
de kökk torn;0.8389
mandustam laiem lugejaskond;0.8387
jaroslavl akadeemiline teater;0.8387
sündmus mõte teguderohk;0.838
funces avama täna;0.8373
informbüroo kinopropaganta büroo;0.8366
ametlik kokkulepe christopher;0.8365
nato 100 100;0.8353
viimane hetkeprobleem teheran;0.8342
teisipäev teater estonia;0.8337
riskifaktor süda mure;0.8332
suur grupp moskvadk;0.8329
dust jaanuarikuu prognoos;0.8313
teadvofeng kohtuprotsess arusaam;0.8312
sageli üro egiit;0.8303
10 päev minsk;0.8302
halb sant ütlema;0.8292
noorsoo üliõpilasfoorumine osa;0.8288
18 südame-veresoonkond basm;0.828
moskva linn päev;0.8271
nähtus nikotiin absinents;0.8265
nlkp 26 kongress;0.8263
pensioping moodne tung;0.8259
lakooniline teravdatud mõte;0.8259
tung lähikondlane protsess;0.8253
orden vorošilov rajoon;0.825
vanemuine teater seitse;0.8248
standardtants toomas sepp;0.8241
uudisteteenistus pars teade;0.8232
dokumentaalteos tavaline fašism;0.8214
töö kangelane aunimetus;0.8214
teater estonia puhkepäev;0.8214
näidend uutmoodi vorm;0.8211
tervishoiuorganisatsioon otsus mööduma;0.8198
moskva aeg kell;0.8197
hõrst isiksus maailm;0.8189
närvipinge madalam täna;0.8186
paar tund sõnum;0.8181
reigan kindlasti ;0.8171
veebruar moskva tänane;0.8164
tuntud vähem tuntud;0.8155
lisaabinõue põllumajandussaadus tootmine;0.8154
otsus võtma häälteenamus;0.8152
andres kaks päev;0.8143
düsseldorf koolkond eesti;0.8141
reede estonia kontserdisaal;0.8139
surnaline 57 perekond;0.8139
nädal lõppema lõppema;0.8134
christopher relt seisukoht;0.8133
näitama washington poliitika;0.8126
püüdma riskifaktor haigus;0.8119
gorki nimeline suur;0.8107
jaablane s80 esitatud;0.81
hiljuti provokatsioon variant;0.8094
tõusma teater direktor;0.8074
tantsimine partners tants;0.8067
ameerika kultuurielu esimene;0.8063
nägema koht koht;0.8061
põllumajandusringe paarkümmend 1000;0.8035
meeskoor nädalalõpukultuurika koduvabariik;0.8012
kuldmedalivääriline ellen tamme;0.8005
järelevalve viimane aeg;0.8003
mälumängur 1967 aasta;0.7999
60 aastapäev pühendatud;0.7992
neli miljon ruutmeeter;0.798
24 konver nädal;0.7979
ruum jaan kruusvall;0.7974
jõudma sagedamini tihti;0.7962
võib-olla asjatult ütlema;0.7954
konföderatsioon president allkiri;0.7938
variant nägema juhtum;0.7936
allasutus peakorter šveits;0.7924
televisioon raadio tabeliseis;0.7918
mõistetav reaalne oht;0.7903
vastus lisa küsimus;0.79
paljurahvuseline gruusia kindlasti;0.7893
suitsetamine võitlemine aasta;0.7892
valdav osa küsimus;0.7886
nädal lihtsalt natuke;0.7881
afganistan nõukogudevastane kampaania;0.7874
mõnevõrra pikem selgitus;0.7867
lavastama lembit peterson;0.7866
peamine konkurent tabel;0.7866
protsent ulatus poola;0.7844
ellen tamme katrin;0.7843
puškini nimeline tehas;0.7841
artikkel näpunäide suitsetamine;0.7825
tehas stress lugu;0.782
spordibaas otepää suusabaas;0.7814
šveits positsioon tulenema;0.7805
konverents avaldus ütlema;0.78
homme eriti tugev;0.779
ekp keskkomitee pleenum;0.7778
golan kõrgendik käsi;0.7768
polütehniline instituut akadeemiline;0.7765
nägema suur klass;0.7763
hea suhe prantsusmaa;0.7752
kiirabihaigla saal 300;0.7743
keskkonnakaitse probleem norra;0.7743
südame-veresoonkonnahete 18 südame-veresoonkond;0.7736
süüria liibüa lähenemine;0.7729
soovitama liikumine aktiivne;0.7714
number välispoliitika suund;0.7711
pealinn funces avama;0.7707
tõusma vabariik 41;0.7693
ülikool esimene kursus;0.7676
seitsmes juuli sport;0.767
tegelikult toimuma asi;0.7666
1752 aasta piksevara;0.7642
ametlik isik usa-poolne;0.763
kokkuvõte nimetama viis;0.7616
uuesti suitsetama lihtsalt;0.7591
finantskaalutlus puhtpoliitiline faktor;0.7579
esiliiga tugevam võrkpallimeeskond;0.7579
alustama loobuma suitsetamine;0.7567
kirjandus arendamine viljakas;0.7561
1981 aasta kalender;0.751
terve hulk arenenud;0.7506
16 aastane poiss;0.7494
suutma parem tahtmine;0.748
fotokunstnik kalju suur;0.7427
viimane lahendamata probleem;0.7421
kaua õnnelikult terve;0.7358
iraan valitsus ametlik;0.7292
toodang erasektor lisa;0.7291
aasta puškini nimeline;0.7288
publik toimuma b-klass;0.7211
möödunud 442 päev;0.7146
jõudma eelseisev nädalalõpp;0.7131
kinni panema dünamo;0.7097
vajadus otsima partner;0.7092
töö pingsalt elu;0.6911
iisrael minister kabinet;0.685
juhataja anne kurepalu;0.6678
lihtsalt natuke tantsima;0.6636
20 kuues kongress;0.6636
toimuma sageli üro;0.5377
