Keyword;Score
asi;0.00970412834000237
ütlema;0.007755463944018941
sort;0.007652607487052579
tegelikult;0.007003764291272914
suhteliselt;0.0067447633359568925
aasta;0.006573803845035759
pilt;0.00643264052497628
tsensuur;0.0062397148015164
küsimus;0.005873542441631696
kunstnik;0.005384214905415141
põhjus;0.005173904918876306
juhtum;0.005143517043682045
hetk;0.0051055092581820715
tegelema;0.004877014332861849
teos;0.004840938515682148
teema;0.0048074896481616666
põhimõtteliselt;0.004803637052408875
juhtuma;0.004755143312904509
rääkima;0.0047006048656829755
näitus;0.0046447135932323564
Eesti;0.004481259222267107
vaatama;0.004338095782500479
video;0.004046570758207041
võimalus;0.004016236364165244
aru;0.003984906531427558
kunst;0.003960255746567966
koht;0.003709352305941388
saade;0.00358482986697839
töö;0.0034296429707058955
arvama;0.003408713592361646
loomulikult;0.0033848179102106825
huvitav;0.003285063733017196
teatav;0.0031755178506498376
erinev;0.0031751298436725295
nimi;0.0031331361619897588
hea;0.003127254406310583
kasutama;0.0029662052875804416
jätma;0.002910423952208189
näitama;0.0029055494861788614
probleem;0.002861222217925023
lipp;0.002850978026475744
üldse;0.0028498142973047784
nägema;0.0028450542810595954
täna;0.002808663969294653
aeg;0.002799358531024048
võtma;0.0027688416336081206
selgelt;0.0027566154948621907
toimuma;0.0027238243762997666
tänane;0.0027056064249430275
panema;0.0026855942450157524
saatma;0.002643730122138971
Laimre;0.002580757742246097
tsenseerimine;0.002554580992304051
tegemine;0.0025389971272976233
töötama;0.0025288153059822736
teadma;0.002524502280034193
kvalifitseerima;0.0024320175671461506
esitama;0.0024285826297601423
suhe;0.002422919928870132
positsioon;0.0023765923130871845
suur;0.0023723821872226694
mõtlema;0.0023400646556342637
taktika;0.0023243484579697823
situatsioon;0.0022475381502753055
Päevaleht;0.0022418054347100647
fail;0.0022293248686086017
Jaan;0.002223213866790916
viima;0.002223021802875696
esimene;0.0022097605611541924
jutt;0.0021870402621894363
kummaline;0.0021841227011052677
Marko;0.002177141410051504
intervjuu;0.002168961993815166
leidma;0.0021410390560754216
solvang;0.0020977302709549598
võrdlemisi;0.0020945543331124285
tunduma;0.002067203239749717
huvitama;0.0020508374767412682
eksima;0.0020342489205341834
toimima;0.002023139395959275
ajalugu;0.0020138378659177686
strateegia;0.002003964106059793
lisa;0.0020032177961039443
seoses;0.00200052651457334
nimetama;0.001995960319827847
oluline;0.0019821342316071076
tegevus;0.001973720020436393
hiljem;0.0019708870569056197
tähendama;0.001962100512504646
Elken;0.001960271042118723
kunstimaailm;0.0019579807653867408
perfomance;0.0019514596872771204
pakkuma;0.001939533038472265
puudutama;0.0019385595135256268
tegelane;0.0019132733684455213
mõte;0.0019051526209887216
käituma;0.0019033035073166087
tavaline;0.0019029337085863499
kunstiakadeemia;0.0018996289459603907
äkki;0.0018984464616016836
päev;0.0018982536003955043
käima;0.0018806801321181992
pöörduma;0.00186398659801845
surema;0.0018471472198873407
Ühendriik;0.0018468753180675376
ainukene;0.0018384304664455428
selge;0.0018360077947465944
käsitlema;0.0018360046062948644
elama;0.0018323938373606674
üritama;0.0018257382182531347
näiteks;0.0018083761697259668
formaat;0.0017953262088351934
praktiliselt;0.001739144443856423
peatoimetaja;0.0017198833638232243
mäng;0.001696564164722856
tahtma;0.0016763887551014718
selguma;0.0016761959306697703
Aleksander;0.0016387305699474268
juhatama;0.001626127855210115
sügav;0.0016241433651224839
kuulama;0.00161983446736363
valesti;0.0016106518820214958
parandama;0.0016066003692950534
foto;0.0016029707373044339
Ameerika;0.0015973203681206789
galerii;0.0015776146502255216
toimetaja;0.001577343436719198
jääma;0.0015729688675940108
mismoodi;0.0015542875172950968
pikemalt;0.0015531370332621018
eesti;0.0015513409733359932
Andres;0.001548796470853651
kunstiväli;0.0015429099288557255
toime;0.001535000391895852
idee;0.0015342122332430666
tekkima;0.0015168129704352842
kord;0.0015103151233889982
lihtsalt;0.0015075316711790467
valitsus;0.0015047495510690939
keelama;0.001499936700435447
Estland;0.001499519725635086
nõus;0.0014994116588501656
üleüldse;0.0014891475459834678
rikkuma;0.0014873097574702383
lisama;0.001472867396497978
mäletama;0.0014706109768768908
tohutu;0.00144839502977591
tsenseerima;0.0014469994287422813
personaalne;0.0014436710632263722
pealkiri;0.0014383606279841465
kuulamine;0.0014350626832641405
saamatus;0.0014303673411427582
tooma;0.0014233128421999584
vaim;0.0014189735160639616
suutma;0.0014156562316958814
pöördumine;0.0014124888223061526
suurem;0.0014110000974403127
kohutavalt;0.001408161974898797
nali;0.0014079279730455218
püüdma;0.0014025041943098412
akvarell;0.0013986006570818113
paluma;0.0013968490556050845
kergekäeliselt;0.0013900888620981026
viis;0.001386785349003735
ettekääne;0.0013715161374949598
versioon;0.001367518353402601
osa;0.0013613432733908654
tunne;0.0013594847307774804
väike;0.001357295244141872
nii-öelda;0.0013440271398091146
täpselt;0.0013428449505410907
lõpp;0.0013411774716313666
täitma;0.0013410368819241182
tekst;0.0013387546200878523
abstraktne;0.0013359022400054243
otseselt;0.0013284303994695913
kaks;0.0013238139984115963
inimene;0.0013193853154063327
päevaleht;0.0013164862568715485
avatud;0.001316236028740508
