keyphrase;score
kodu dalama;0.7973
soojem istuma;0.7948
ütlema tahtma;0.7904
tunduma toiming;0.7894
seisma kitsas;0.7883
viimane aeg;0.7877
tagatuba uks;0.7864
ütlema katkendlik;0.7863
suutma vaatama;0.7855
ütlema õde;0.784
vastasema kartma;0.7839
aeg tahtma;0.7839
selg komistama;0.7832
istuma ahi;0.783
sõna kümnekordselt;0.7827
torm rebima;0.7821
puu koorem;0.7816
aitama kordama;0.7815
ütlema ema;0.7815
koorem lumi;0.7813
veerema pisar;0.7805
ema tund;0.7805
kitsas libe;0.7804
ootama tahtma;0.7804
torm ütlema;0.7804
meeldima reisijutt;0.7802
raamat suutma;0.7797
hoidma ;0.7797
heitma puhkama;0.7796
sada raamat;0.7795
isa asetama;0.7795
ähmaselt nägema;0.7785
teadma vastasema;0.7782
rebima sõna;0.7781
ema sosinal;0.778
hobune kodu;0.7779
tahtma kord;0.7779
õu tooma;0.7778
kuri torelema;0.7777
tooma isa;0.7777
hilinenud inimene;0.7773
järelastama kaks;0.7771
võtma hetk;0.7769
soojem soojem;0.7763
kuus vapper;0.7762
sosinal torm;0.776
öö jääma;0.776
võtma käsi;0.7758
lävele seisma;0.7757
sirge siht;0.7756
vingelt rei;0.7756
rabandus hoog;0.7756
tooma hobune;0.7755
silm veerema;0.7755
korraga kuum;0.7755
peatuma ainune;0.7753
sageli kergem;0.7753
paistma maa;0.7751
ema isa;0.7747
inimene tuba;0.7746
koorem sületäis;0.7745
mets keeruline;0.7744
lükkama tagatuba;0.7744
juhtuma paar;0.7744
täna esimene;0.7743
komistama kiilasjää;0.7743
kinni käsi;0.7741
käsi pisar;0.7741
rääkima kordasem;0.7739
harva lausuma;0.7735
katkendlik hääl;0.7735
pikk aasta;0.7733
tuba soojem;0.7731
jääma ütlematult;0.7728
ootama koer;0.7727
laud lahtine;0.7727
tahtma karjuma;0.7727
torm paiskama;0.7726
vapper mees;0.7725
isa silm;0.7725
uks lahti;0.7725
nutma isa;0.7722
elu teadma;0.7721
pisar langema;0.7718
nina lugema;0.7717
küsima ärevalt;0.7716
lumi 100;0.7715
saar lugu;0.7715
ema käsivars;0.7715
helistama kogelema;0.7714
nägu mets;0.7713
hüüdma teadma;0.7713
lugema mõte;0.7712
avama 209;0.771
vaatama pöörlama;0.7709
sõna tükk;0.7708
seisma ema;0.7707
teadma ema;0.7707
-lt lehekülg;0.7705
libe nuga;0.7703
siht tabama;0.7703
ekspeditsioon avama;0.7701
ärritama ema;0.77
lugu ümberringi;0.7699
õhtu kuri;0.7695
jagama jääma;0.7694
aken kuuseoks;0.7693
isa vingelt;0.7692
külm tunduma;0.7691
keesma tuisk;0.7689
suruma nägu;0.7687
tabama rabandus;0.7684
rada sirge;0.7684
hoidma hingamistagane;0.7684
kord viinaklaas;0.7681
lahti aken;0.7677
ema laskuma;0.7676
lakkuma tundma;0.7675
varsti leegitsev;0.7675
hästi lugema;0.7675
lõpetama sada;0.7674
nägema hästi;0.7673
dalama puu;0.7672
tänav jäik;0.767
jällegi kuri;0.767
nägu isa;0.7669
lamp nina;0.7668
suutäis tuul;0.7668
tõmbama maa;0.7666
puu varsti;0.7665
kaetud lauts;0.7662
sületäis puu;0.766
rääkima ütlesema;0.7659
igapäevane öö;0.7656
teadma nutma;0.7656
ema kõvasti;0.7655
nuga selg;0.7654
libe läikiv;0.7654
külg tuisk;0.7653
maantee jagama;0.7653
käsivars tugevasti;0.7653
rääkima käsi;0.7652
paar päev;0.7651
kirjev tänav;0.7651
isa raamat;0.765
õhk rippuma;0.765
lebama isa;0.7649
lehekülg paistma;0.7647
ema täna;0.7642
kümnekordselt kõrv;0.7641
kordasem tõmbama;0.7641
tuba külm;0.764
tuba õu;0.7637
kiiresti võtma;0.7635
kõhn jäänud;0.7635
hommik puu;0.763
teadma teadma;0.7629
esimene kord;0.7627
torelema puhuma;0.7625
isa läbipaistev;0.7625
hingamistagane ema;0.7624
tuisk hiiglasuur;0.7619
endamisi pikem;0.7619
maa kuus;0.7618
Johan saar;0.7612
kaenal võpatama;0.7612
100 otse;0.7608
lugema luup;0.7605
kõrv torm;0.7602
rääkima poeg;0.7599
lauts lebama;0.7597
põlvili suruma;0.7597
tõrrelema joodik;0.7596
maja järelastama;0.7585
suruma ema;0.7583
jätkama tasakuit;0.758
keeruline rada;0.7573
tulija tuba;0.7571
võtma Kon-Tiki;0.757
Uukkivi lugema;0.7569
209 -lt;0.7568
hetk pihk;0.7565
ahi tulija;0.7565
lehekülg lehekülg;0.7562
linn kirjev;0.7562
puu lõuna;0.7558
hiiglasuur pudrupada;0.7551
kohmetult kohmetult;0.7549
puhkama igapäevane;0.7549
pöörduma maja;0.7545
rääkima rääkima;0.7542
pudrupada maantee;0.7541
maa täna;0.7537
lumeraasuk kiilasjää;0.7524
hüppama püüdma;0.7521
rääkima õuevärav;0.7511
lugema Johan;0.7493
sirguma torm;0.7485
Ivo Uukkivi;0.7483
pikem sirguma;0.7473
