EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;lapselaps;Ida-Saksa;tähendab;;Lääne-Saksa;Berliinist;lääne-ja
Avadikend;endisel;saksa;kümnetoaliste;number;kuuekümnendatel;Berliinlane;1900
tööstusrevolutsioon;Bismarcki;Saksamaal;väljasõiduviisat;kur;viiekümnendatel;Berliinlased;riik
Kurfüstendamine;hullemaks;Saksas;Tülidest;uhked;Berliinlased;berliinlased;1872
Kursustendam;Bismarck;Lääne-Saksa;ülimoodsa;tollase;Saksamaast;Ida-Berliinis;1870
Kurphyorstendamist;1618;Saksamaa;idaberliinlased;andekaid;Lääne-Saksamaale;Ida-Berliini;1926
võimalik;ehitati;Ida-Saksamaapiir;Jõulude-eelsel;tähendab;Saksas;Berliinis;1946
Schtendamil;Avadikend;Saksamaale;seitsmekümnendad;meenutav;seitsmekümnendatel;Saksamaast;lihtsalt
ülespuhutud;ameti;Saksa;berliinlasi;andeka;Saksamaal;Berliin;raamatukunstnik
kursustendami;apartementidega;saksas;prüginaised;meest;Saksamaalt;Berliini;uuesti
tõusu;kantud;Saksamaast;fassaadiga;losse;Saksamaale;Ida-Berliin;1923
poliitbüroo;Joachim;sajandi;meeldib;hingest;kaheksakümnendatel;Saksamaalt;kaunis
kaadeevee;;Lääne-Saksamaale;viiekümnendatel;anna;Lääne-Berliinis;Lääne-Berliini;esimest
lähiajalugu;Lääne-Berliinis;muusikat;Berliinist;olevast;Berliinist;Lääne-Berliinis;Nendel
Jagurphjustendam;tingimusel;1900;kõrgklassi;anti;Berliinis;Saksamaale;12
tõusma;1870;sajandit;müüdi;võimalik;Berliini;Saksamaal;See
kõrged;1862;sajandil;Ida-Saksamaapiir;armsat;kolmekümnendatel;Saksas;varem
vaatamisväärsusi;1912;ööklubides;kuuekandiline;näiteks;seitsmekümnendad;Lääne-Saksamaale;viis
vastuvõtusaalid;Lääne-Berliini;Ida-Berliinis;ehisviilud;lubatud;Saksamaa;Ajaloo;45
Ida-Berliini;Midagi;Saksamaalt;klaasakendega;mured;Lääne-Berliini;berliinlasi;101
telefoniühendused;toimuva;aastates;süstendamil;kindel;Saksa;Ida-Saksamaapiir;1931
avangaredne;Ida-Berliin;aastatuhandel;tänapäevane;rajamisel;aastatuhande;Ameerika;kuivana
monumentalismi;suudab;seitsmekümnendatel;tänaseni;arendati;sajandil;Ajalugu;Ajalugu
Enam-vähem;tõusma;Lääne-Berliinis;hiigelkaarekujulise;meenutab;saksas;Maailmakuulsad;tekkinud
metropol;brandenburgi;aastatuhande;miljonit;Need;Berliinlane;linnamüüridest;vastuse
varietee;1929;talvel;töölisklassi;tooksid;saksa;algusest;Prantsusmaalt
kaoskandus;projektid;1870;ülikiire;trimmer;kolkamerelaulud;Ükskord;möödunud
Ida-Berliinis;töid;1871;fassaadijaht;von;sajandit;lõpuks;antud
Ida-Saksamaapiir;kõrvinewaldini;Berliinis;asjatundjad;uksed;kunagine;kolkamerelaulud;14
ärkliaknad;1900;1939;Maailmakuulsad;ratsatee;kahekümnendatel;aastast;Linna
Kurferstendamil;Kas;viiekümnendatel;järglaste;kindlat;ajastut;Lääne;võimalik
Ida-Berliin;maamärke;mõelda;glamuurse;taas;raadiosaadet;maailmas;1929
tänavad;Kui;1932;ärikeskus;taeva;sajandi;Ühe;hästi
üliõpilasrahutused;Sa;kohvikutes;nägude;unustaks;muusikat;Saksamaa;valmis
Lääne-Berliini;monumentalismi;sõjajärgses;lähiajalugu;ideed;Ida-Berliinis;Näiteks;Neil
linnunende;intellektuaalsete;Ida-Berliini;põlveri;mainima;aastad;aegadest;töölisklassi
minimalistlik;kaubateed;raamatukogud;argipäev;parimates;aastatepikkusi;Lääne-Saksa;leida
pommirahe;Günter;kahekümnendatel;ärihkempinski;Näiteks;Berliin;ajaviitehoone;teada
mälestuskirik;Preisimaa;sotsiaalkindlustuse;rohelised;Main;aastates;ajaloolist;Nende
kolkamerelaulud;1889;televisioonis;raadiosaadet;antakse;Ida-Berliini;ajaloolises;1734
töölisklassi;47;1872;vabadust;otsustas;brandenburgi;pealinnaks;Sellele
Sescempi;küünewaldi;maailmas;raskest;aval;Wilhelm;alguses;Kolme
Budapestis;Kuurvürst;maailmasõda;avastada;esines;Raadiost;Sellele;1244
idaberliinlased;Ühe;piirkonnas;põgenikevool;kurb;kunagise;Viimane;meetrit
tänapäevane;kohalik;kohvikud;tollasest;laed;aegadest;kunagine;nime
Al-lee;tekkimine;1889;värbamishirmus;vaidluse;1946;Kõike;hotell
Bristol;1872;Lääne-Berliini;ornamentidega;enamus;1939;lugu;1740
Lähiajaloos;101;laulda;paberitest;side;ajalugu;lääneteater;täitsid
lapsepõlve;okupeeris;eluruumid;kolmekümnendatel;kodumaast;naiivsetena;Kuidas;inimeste
protestandid;Nõukogude;1895;mägedeks;asudest;sõjajärgses;sajandit;nimel
