EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Two Dragons;Väga meeleolukas;festivali Eurosonic;siinsamas keskväljaku;Ewert and;meenutas Eesti;eurosoonikul live;ettevõtmisega 10
Sigrid läbimurdesingel;otse-eetris krooninganist;võib-olla kuulame;tiinekatest festivalikülalisi;postraks case;Tallinnas nägid;otse-eetris krooninganist;ilmselt üle-euroopaliselt
mutant discol;Pärnoja ester;ilmselt üle-euroopaliselt;legendaarne muusikatööstuse;Näiteks Ewert;tänavu Eestist;Eurosonic noordisla;inimesed rääkima
discol they;Meisterjaanieilne kontsert;Euroopa muusikaekspordi;meeldib reisida;sound Inimesed;Tähelepanu Eesti;Hollandi raadio;üle-euroopaliselt kuulsamalt
Two Dragons-i;härra Peter;Erik Morna;Ja lavadeks;sound checki;käsud Eestisse;Hollandi rahvusringhäälinguprodutsent;Dragons-i kestsid
Eurosonic noordisla;graafiline disainer;Eestisse võib-olla;Homsest rääkimata;artist tohiks;esmakordselt Eestis;raadio värske;täpselt õnnelikuks
läbimurdesingel Eks;Äsyli süntesaator;Eesti artistidest;Kuulajatega lülitasite;staatus artist;näiteks eesti;Rajasaare otsesaatesse;leiab kindlasti
case Horvaatias;Ewert and;nägime kontserti;tegelikult Bergenis;networki aru;üle-euroopaliselt kuulsamalt;festivali otsesaatetundi;kindlasti lihtsalt
Dragons võidukäik;Two Dragons;muusika online;Eks keelde;asi automaatne;kohtume Tallinnas;rahvusringhäälinguprodutsent Meie;öelda võib-olla
Coca-Cola snäki;mugavad riided;kaks artisti;eilsest laivis;nägin A;festival Eurosonic;Meie otseülekandega;artist tänavusel
Eurosonic 2018;Euroopa muusika;norra lauljat;produtsendi Kiiste;alter soonik;Hollandi raadio;raadio kaks;võib-olla pakuvad
pälvis käteplaksu;elu See;festivali nimi;Euroopa pisema;toimuma eile;Eestisse võib-olla;Eurosonic Täpselt;R2 lõpetab
Siin Groningen;No live;põnevaid esinejaid;Hollandisse tean;seoses esimene;kestsid eurosoonikult;nimelt eurosoonikuga;võib-olla lihtsalt
industrial Buckingeitsentiderildil;festivali otsesaatetundi;lennujaamades kontsertide;meeldejääv muusikaga;hindame manager;Tallinnas nädal;raadiol kõvemaks;esineda võib-olla
Simmoiste Ain;Kas festival;Holland festivali;Meie otseülekandega;meenutab teate;ilmselt üle-euroopaliselt;kuulajad MINA;Need võib-olla
Eurosonic noodest;nimega Frederick;natukene Rootsi;loed ametlikku;seis head;Eesti eresidendiks;prantsuse raadiotes;tutvume võib-olla
Slachi festival;hea Ja;2018 Euroopa;Laak raadio;kannab mentaalset;Eesti alustame;Euroopa muusikaekspordi;käib võib-olla
bände live;inimene Ja;tõenäosus kahest;bändi jõudis;otsem asi;Siin Holland;otsesaatetundi Kuulake;võib-olla kuulame
live õige;Siin Groningen;Pidime ootama;meenutab pidudesarja;after Klaue;mõtist Euroopa;esimene live;festival tänavu
Groningen Holland;ongi Eurosonic;Eestis eetris;vaadata laivis;ägedat uut;Hollandis toimub;Laak raadio;asjad töötasid
järjekorras lihtsalt;sünnipäevade artist;Siin Groningen;otse-eetris krooninganist;checki tegelikult;Hollandi rahvusringhäälinguprodutsent;live meisterjaan;suletud avaldatud
lehel Eurosonic;Ja ongi;lainele jääme;Hiinas omajagu;vastasin staatus;festivali euro;Erki Pärnkontsert;tutvusin altar
Äsyli süntesaator;A jää;paraku jäid;kontsert kraaniganis;nimi alter;tormile Lääne-Euroopat;Eerik kuule;uue kooli
Maarja Merivoo-Parro;magnet Siin;ükski Eesti;pärnojal mängimas;valgus satud;eesti muusikat;krooninganist Hollandis;linnades nii-öelda
Pärnoja after;karjääri esimene;Meie otseülekandega;äge tšikk;altar soonik;Eesti rekord;kuulame järelkajasid;10 aastat
pidudesarja mutant;Ehk pedekas;Raudsepp Erik;vaatasin pisemale;suurem radikaalsem;Holland festivali;kindlasti kuulame;neli festivali
tavaliselt Coca-Cola;paberkandjatele puudutab;Merivoo-Parro Kristo;kallike teadupärast;integreeritud näiteks;natukene Rootsi;kuulame Sigrid;võib-olla vabamalt
rõõmus ütles;kaamera Ja;eilset saadet;nägime kontserti;jätkuvalt Ewert;Euroopa muusikaekspordi;Koit Raudsepp;võib-olla kuu
Ewert and;tunneb elutöö;välismaa esinemine;striimida näitasime;vältab eile;prantsuse raadiotes;Erki Pärnojaga;võib-olla vara
muusika rock;juubelit Tegemist;jäetud rongiliiklus;Kuhugi Saksamaal;automaatselt black;lõpuks Stockholmist;Te kuulate;näha tegelikult
Pärnkontsert jäi;päriga Tema;raadio kaks;Ehk suvalisi;antakse valu;esinesid festivalikutseid;intervjuude Erki;nelja-viite sahhiri
cabrio mootorid;yhtegi ristiisalt;meeldib reisida;raadiotes mängida;On tekib;eurotsooni grupin;Siin Hollandi;vaatamisväärsustega sise-
Sergei Pärnat;vaatamisväärsustega sise-;artistimeisterjaan Erki;lauset festivalist;ütleme võimalik;kindlasti eurosson;alustame otsesaadet;stuudio jääb
snäki Bakeri;issi kõrvalekallete;Nagu kuulete;hetkeks esinemine;eile vaatasin;ongi Eurosonic;Eestis eetris;vara öelda
Morna Maarja;preemiate jagamine;Eesti rekord;raadio värske;the Two;2018 Euroopa;jätkuvalt Erik;eile nelja-viite
Frederick jättis;meisterjaan eesmärki;kuulete Hollandis;Ja koogivormist;olulisem arvestab;Kuulajatega lülitasite;Eesti skoor;tormile Lääne-Euroopat
normaalne asi;tähistab alter;Kristo Rajasaare;Kas geneloomes;andeka Laund;eurosoonikul live;saade Väga;osaliselt kinni
noordisla eesmärk;artist Sigrid;ilmastikulistel põhjustel;geneloomes tegutsevad;See ongi;tantsin eurosaanikel;Peaks kuulaks;absoluutne Eesti
Luumentaalsed saund;Hollandi fenomen;piisavalt hästi;mõtist Euroopa;inimene meenutas;nägime kontserti;Eurosonic noodest;nii-öelda isalt
round rokkbänd;Ja õiget;R2 lõpetab;mentaalset T-särki;esinemine toimuma;publikule ootas;Ja kuuleme;12 festivali
manager Taev;Saaride laupäeval;eestlasest 350;hooaegade seriaale;jäi eile;kaks eesti;Mina maarjaMoonüürik;õhtul võib-olla
altar soonik;soe toit;esteetiliselt lahe;sõitnud kiirteede;mutant discol;mõtlesid norra;See lugu;Eestisse võib-olla
spiritist pälvis;Kes tahab;prantsuse raadiotes;Väga meeleolukas;värsked andmed;kuulate raadio;uut saundi;käib huvitava
hiljem Simmoiste;Täpselt 24;Ehk rokkeli;kuulate raadio;andeka round;aastat lemmiklava;lõpuks Stockholmist;Hollandis toimub
latiino spiritist;piiride murdmine;kuskilt striimida;Schmidt rääkis;konkreetselt radikaalsema;Euroopa suurim;radikaalsemat muusikat;Tallinnas Kui
nimega Frederick;jate helmärgid;Lääne-Euroopat laastanud;suurim konkurentsitult;uut materjali;Kuhugi Saksamaal;Ja Eerik;võib-olla minutit
Dragons-i kestsid;kroonigen rahari;paar lauset;täidetud Krõhutame;andeka laulda;klubis lausa;Eesti rekord;mentaalset T-särki
nägin A;discol they;suudab anda;täpsemalt Seda;meelde tegelikult;See Horvaatia;Eesti artistidest;õigus täpselt
tea laivis;arvaks muusika;enamik toimub;meisterjaanieilne eurosoonikul;illustele asju;Eesti legendaarne;tänavamuusikalid Ja;Me otse-eetris
eile slaidi;varustus Zagrebis;Et mikrofon;Pärnoja ester;roll Ehk;laulda publik;kuskilt striimida;tegelikult hästi
