lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
mõnus;ADJ;O;3;no;158380;5572;932020281;3.1556791919223124
päev;NOUN;O;10;no;1364591;5572;932020281;1.2256237006384973
see;PRON;O;138;yes;18819336;5572;932020281;1.2265494797404999
olema;AUX;O;333;yes;44175299;5572;932020281;1.260889693997798
elis;PROPN;O;1;no;2323;5572;932020281;51.674196003353785
regina;PROPN;O;1;no;6661;5572;932020281;22.15199614521953
ja;CCONJ;O;221;yes;30008401;5572;932020281;1.2318593814849135
roda;PROPN;O;1;no;245;5572;932020281;142.90370243440665
nimeline;ADJ;O;1;no;33006;5572;932020281;4.956109832059114
lugu;NOUN;O;28;no;456156;5572;932020281;10.24846596811087
.;PUNCT;O;205;no;1;5572;932020281;36752.6650170529
mina;PRON;O;180;yes;11806985;5572;932020281;2.549922090165222
nimi;NOUN;O;9;no;538710;5572;932020281;2.791385372334779
toomas;PROPN;O;1;no;60247;5572;932020281;2.749317580156195
luhats;PROPN;O;1;no;690;5572;932020281;103.69818304095898
vaatama;VERB;O;1;no;1204593;5572;932020281;0.13952473251536435
saade;NOUN;O;3;no;136694;5572;932020281;3.65292570690764
muusikaklubi;NOUN;O;5;no;84;5572;932020281;824.0728207003465
tallinn;PROPN;O;7;no;826987;5572;932020281;1.4153700320633784
kaubamaja;PROPN;O;1;no;19381;5572;932020281;8.280430663115808
täna;ADV;O;2;no;620316;5572;932020281;0.5399922104505598
tulema;VERB;O;24;yes;3338518;5572;932020281;1.2024066397274544
jutt;NOUN;O;4;no;338783;5572;932020281;1.9722594620159506
muusika;NOUN;O;41;no;217699;5572;932020281;31.372226940857335
,;PUNCT;O;585;no;1;5572;932020281;104877.70459636787
unistus;NOUN;O;13;no;69112;5572;932020281;31.057940075961277
tema;PRON;O;67;yes;9154483;5572;932020281;1.2241852377320355
täitumine;NOUN;O;2;no;9569;5572;932020281;31.946333092656886
saatekülaline;NOUN;O;2;no;3780;5572;932020281;71.19432254191764
päike;NOUN;O;6;no;129025;5572;932020281;7.729811228317156
helin-mari;PROPN;O;13;no;285;5572;932020281;1787.4993691799573
arder;PROPN;O;8;no;1030;5572;932020281;682.5007462781093
andekas;ADJ;O;1;no;25006;5572;932020281;6.484710636088723
ilus;ADJ;O;2;no;318744;5572;932020281;1.049403365991259
noor;ADJ;O;1;no;557672;5572;932020281;0.3011087458888573
lauljanna;NOUN;O;1;no;5363;5572;932020281;26.719620984059176
kes;PRON;O;14;yes;3572087;5572;932020281;0.6556616427126545
eesnimi;NOUN;O;2;no;15437;5572;932020281;20.494146011839216
muide;ADV;O;1;yes;56103;5572;932020281;2.949075062419468
võrdeline;ADJ;O;1;no;1443;5572;932020281;70.82068197096196
seoses;ADP;O;2;no;190378;5572;932020281;1.7535364390052737
põhitegevus;NOUN;O;1;no;8489;5572;932020281;17.85375160846506
tere;INTJ;O;3;yes;156408;5572;932020281;3.1952304729972534
helin;PROPN;O;2;no;7144;5572;932020281;41.53891149813117
mis;PRON;O;41;yes;9028438;5572;932020281;0.7596257512053161
sina;PRON;O;57;yes;3764412;5572;932020281;2.5323684913347413
mõlema;DET;O;1;yes;332283;5572;932020281;0.5047808344697136
preeritud;ADJ;O;1;no;1;5572;932020281;180.27534815750238
kuidas;ADV;O;9;yes;1325101;5572;932020281;1.1359813961422776
