lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;156408;457;932020281;12.967862236999503
hommik;NOUN;O;2;no;260284;457;932020281;15.618473132205445
,;PUNCT;O;26;no;1;457;932020281;56832.80092023381
mina;PRON;O;18;yes;11806985;457;932020281;3.1089905463294194
olema;AUX;O;14;yes;44175299;457;932020281;0.6463425009351419
ants;PROPN;O;1;no;24385;457;932020281;80.59256913823997
tooming;PROPN;O;1;no;3541;457;932020281;456.1489953527702
kolga-jaani;PROPN;O;1;no;763;457;932020281;1203.7399966488751
kirik;NOUN;O;1;no;240456;457;932020281;8.45263035421363
õpetaja;NOUN;O;1;no;350694;457;932020281;5.802652789290651
.;PUNCT;O;35;no;1;457;932020281;76505.34776362598
kuulma;VERB;O;1;no;283532;457;932020281;7.172660026934858
tänane;ADJ;O;2;no;182212;457;932020281;22.27643243934885
mõtisklus;NOUN;O;1;no;7552;457;932020281;240.49491158573946
alus;NOUN;O;1;no;349900;457;932020281;5.815785302996232
apostel;NOUN;O;1;no;6467;457;932020281;275.7613345932003
paulus;PROPN;O;1;no;17243;457;932020281;112.26197692355223
esimene;ADJ;O;1;no;1425681;457;932020281;1.4302152569509181
kiri;NOUN;O;1;no;320966;457;932020281;6.338540714197577
korintlane;NOUN;O;1;no;497;457;932020281;1427.8059832313295
13.;ADJ;O;1;no;1;457;932020281;2186.837466366624
peatükk;NOUN;O;1;no;42200;457;932020281;47.30508086748518
kaheteistkümnes;ADJ;O;1;no;1727;457;932020281;767.3366472418852
salm;NOUN;O;1;no;10864;457;932020281;172.9705153743382
praegu;ADV;O;2;yes;544031;457;932020281;7.486371079558317
nägema;VERB;O;3;no;1467770;457;932020281;4.166418372856452
aimamine;NOUN;O;2;no;280;457;932020281;3366.1114903905072
nagu;SCONJ;O;2;yes;1703742;457;932020281;2.3932994495850384
peegel;NOUN;O;3;no;45833;457;932020281;130.85051700568397
siis;ADV;O;5;yes;4827992;457;932020281;2.111876354421526
aga;ADV;O;6;yes;4573369;457;932020281;2.6752769633135207
valge;ADJ;O;2;no;242511;457;932020281;16.758728139961576
tunnetama;VERB;O;2;no;29275;457;932020281;135.0611664609168
poolik;NOUN;O;3;no;16288;457;932020281;355.3553934139032
täiesti;ADV;O;2;yes;326178;457;932020281;12.472242186148048
tunnetatud;VERB;O;1;no;950;457;932020281;1084.1348140449268
aamen;INTJ;O;2;no;6208;457;932020281;571.3982921472925
inimene;NOUN;O;2;no;2532682;457;932020281;1.6102671369050705
omapära;NOUN;O;1;no;6931;457;932020281;259.4885469519897
see;PRON;O;9;yes;18819336;457;932020281;0.9753217746053319
tema;PRON;O;13;yes;9154483;457;932020281;2.89594124282894
tahtma;VERB;O;1;no;1254286;457;932020281;1.6255054296575098
õppima;VERB;O;1;no;353366;457;932020281;5.7588910763669166
ise;PRON;O;8;yes;3519608;457;932020281;4.63462577417211
tundma;VERB;O;2;no;633313;457;932020281;6.432522548861153
eriti;ADV;O;1;no;605950;457;932020281;3.362043427198554
