lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;156408;2853;932020281;2.082196285375214
õhtu;NOUN;O;4;no;324267;2853;932020281;4.021091948883822
,;PUNCT;O;203;no;1;2853;932020281;71077.9099072335
kell;NOUN;O;1;no;871096;2853;932020281;0.37569068671026185
saama;VERB;O;8;yes;7285159;2853;932020281;0.3588176838465908
kuu;NOUN;O;1;no;565905;2853;932020281;0.5779664948622276
.;PUNCT;O;149;no;1;2853;932020281;52170.75132168095
uudistetoimetus;NOUN;O;1;no;798;2853;932020281;189.36934402907096
tegema;VERB;O;19;yes;3824221;2853;932020281;1.6229068253366723
kokkuvõte;NOUN;O;1;no;119568;2853;932020281;2.718778013530474
reede;NOUN;O;1;no;140654;2853;932020281;2.3138782001200346
seitsmeteistkümnes;ADJ;O;1;no;511;2853;932020281;227.03271054716313
aprill;NOUN;O;1;no;200734;2853;932020281;1.6245315165810563
mina;NOUN;O;1;yes;11806985;2853;932020281;0.027745181915426655
mall;PROPN;O;2;no;19053;2853;932020281;32.739200764332615
mälberg;PROPN;O;2;no;1524;2853;932020281;266.403985472186
haigekassa;PROPN;O;2;no;21753;2853;932020281;28.84253940063374
nõukogu;NOUN;O;4;no;249180;2853;932020281;5.228277956284108
lükkama;VERB;O;2;no;118236;2853;932020281;5.490513224236534
raviteenus;NOUN;O;2;no;1334;2853;932020281;288.74127771273817
hinnakiri;NOUN;O;3;no;13638;2853;932020281;67.32827805511803
muutmine;NOUN;O;1;no;100462;2853;932020281;3.231086062689139
otsus;NOUN;O;6;no;392936;2853;932020281;4.978867621229295
edasi;ADV;O;3;yes;604955;2853;932020281;1.6190714504709443
kaheksas;ADJ;O;3;no;19051;2853;932020281;49.09039589378762
mai;NOUN;O;5;no;227841;2853;932020281;7.143919093774055
et;SCONJ;O;61;yes;12219169;2853;932020281;1.630793387225963
pool;NOUN;O;1;yes;622239;2853;932020281;0.5257189360670719
saama;AUX;O;8;yes;7285159;2853;932020281;0.3588176838465908
kokku;ADV;O;6;yes;904646;2853;932020281;2.1654862301165974
leppima;VERB;O;3;no;119297;2853;932020281;8.159214592742567
sotsiaalminister;NOUN;O;2;no;6593;2853;932020281;86.94908011224243
ja;CCONJ;O;62;yes;30008401;2853;932020281;0.6749613764127168
haigekassa;NOUN;O;6;no;21753;2853;932020281;86.44544765327883
esimees;NOUN;O;2;no;144639;2853;932020281;4.494669268621707
hanno;PROPN;O;2;no;6694;2853;932020281;85.79751523728187
pevkur;PROPN;O;3;no;5889;2853;932020281;143.81637003490346
nägema;VERB;O;3;no;1467770;2853;932020281;0.6679192669457837
võimalus;NOUN;O;5;no;898809;2853;932020281;1.8164515242568047
vähendama;VERB;O;2;no;187773;2853;932020281;3.467282376932059
palgakomponent;NOUN;O;2;no;41;2853;932020281;672.4357179754592
suurendama;VERB;O;4;no;147990;2853;932020281;8.780804610153892
ravijuht;NOUN;O;2;no;1794;2853;932020281;240.01787360837247
ostmine;NOUN;O;2;no;58531;2853;932020281;11.003369626483336
haigla;NOUN;O;12;no;145354;2853;932020281;26.804348348642517
liit;NOUN;O;4;no;470171;2853;932020281;2.7757307976010335
juht;NOUN;O;3;no;825155;2853;932020281;1.1874952065149154
urmas;PROPN;O;2;no;50254;2853;932020281;12.782661900006879
sule;PROPN;O;2;no;1775;2853;932020281;241.7025080496314
kahtlustama;VERB;O;1;no;34706;2853;932020281;9.192789138868692
probleem;NOUN;O;4;no;551820;2853;932020281;2.365717562772669
olema;AUX;O;109;yes;44175299;2853;932020281;0.8060700701748328
laiem;ADJ;O;1;no;58763;2853;932020281;5.488109464203217
kui;SCONJ;O;14;yes;8931430;2853;932020281;0.512122438246465
see;PRON;O;50;yes;18819336;2853;932020281;0.8679457315446382
mis;PRON;O;36;yes;9028438;2853;932020281;1.302575957288934
seni;ADV;O;1;yes;174633;2853;932020281;1.8660482893779151
rääkima;VERB;O;9;no;1111753;2853;932020281;2.6432090268806614
rahandusministeerium;NOUN;O;4;no;17858;2853;932020281;69.59306816497183
prognoos;NOUN;O;1;no;27290;2853;932020281;11.60841082629789
kohaselt;ADP;O;3;yes;204509;2853;932020281;4.774968384629861
soovima;VERB;O;3;no;580290;2853;932020281;1.687779097346675
tulevane;ADJ;O;1;no;71327;2853;932020281;4.5338672527795465
aasta;NOUN;O;10;no;4056916;2853;932020281;0.8052888769708787
teine;ADJ;O;6;yes;2488232;2853;932020281;0.787821420057878
sammas;NOUN;O;11;no;30984;2853;932020281;112.62120493134766
pensionimaks;NOUN;O;1;no;68;2853;932020281;327.6061615893958
jätkama;VERB;O;7;no;242503;2853;932020281;9.397569487179767
umbes;ADV;O;3;yes;373703;2853;932020281;2.6184801837588063
25;NUM;O;1;no;1;2853;932020281;351.13149461105763
protsent;NOUN;O;6;no;264843;2853;932020281;7.378483994249723
liitunu;NOUN;O;2;no;1842;2853;932020281;235.86474682263437
eest;ADP;O;2;yes;1111793;2853;932020281;0.5880101366766133
asekantsler;NOUN;O;2;no;8845;2853;932020281;66.92157451390665
veiko;PROPN;O;3;no;10159;2853;932020281;88.44762266176556
tali;PROPN;O;3;no;16989;2853;932020281;54.73875713359431
sõna;NOUN;O;10;no;867383;2853;932020281;3.7633114697395182
riik;NOUN;O;11;no;941668;2853;932020281;3.813304247105798
huvitama;VERB;O;3;no;141970;2853;932020281;6.864664158133709
liiga;ADV;O;3;yes;474780;2853;932020281;2.0621181196313305
palju;PRON;O;1;yes;2035102;2853;932020281;0.16090733381986616
avaldus;NOUN;O;6;no;96289;2853;932020281;20.170707194254756
esindaja;NOUN;O;1;no;168757;2853;932020281;1.9306659041783722
isamaa;PROPN;O;4;no;38156;2853;932020281;33.4541159372163
res;PROPN;O;4;no;8201;2853;932020281;143.17883044202077
publica;PROPN;O;4;no;6291;2853;932020281;181.03994054628296
liit;PROPN;O;3;no;470171;2853;932020281;2.0822926929289327
europarlament;NOUN;O;2;no;7079;2853;932020281;81.6741898420514
valimisprogramm;NOUN;O;2;no;1965;2853;932020281;225.85053875876474
üks;DET;O;10;yes;3227082;2853;932020281;1.0123065930445159
põhimõte;NOUN;O;1;no;130117;2853;932020281;2.4999256390278988
haridus;NOUN;O;2;no;132733;2853;932020281;4.895024815642986
teadus;NOUN;O;3;no;81045;2853;932020281;11.966455640682023
innovatsioon;NOUN;O;2;no;29989;2853;932020281;21.160155302538996
valimisloosung;NOUN;O;1;no;394;2853;932020281;247.06470214987533
aga;ADV;O;4;yes;4573369;2853;932020281;0.28586994088038975
õige;ADJ;O;2;no;400227;2853;932020281;1.6310080496273143
raske;ADJ;O;1;no;360052;2853;932020281;0.9075548704758069
aeg;NOUN;O;2;no;2446460;2853;932020281;0.26734319056241534
