lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tervist;NOUN;O;1;no;13721;6807;932020281;9.407813251102338
,;PUNCT;O;626;no;1;6807;932020281;91866.58739190655
mina;PRON;O;141;yes;11806985;6807;932020281;1.6350701802379064
olema;AUX;O;321;yes;44175299;6807;932020281;0.994936110464339
urmas;PROPN;O;3;no;50254;6807;932020281;8.04310615052072
vadi;PROPN;O;3;no;1947;6807;932020281;142.9981571369102
tegema;VERB;O;27;yes;3824221;6807;932020281;0.9667051668342043
asi;NOUN;O;32;no;1426594;6807;932020281;3.069926163735194
kohe;ADV;O;4;yes;544479;6807;932020281;1.0058752614631832
saade;NOUN;O;3;no;136694;6807;932020281;2.9914008535755503
algul;ADP;O;1;yes;80763;6807;932020281;1.687408582482767
selge;ADJ;O;5;no;278364;6807;932020281;2.4545151414173274
kuus;NUM;O;7;no;173129;6807;932020281;5.511733904254062
mees;NOUN;O;10;no;1081890;6807;932020281;1.2653423882145192
.;PUNCT;O;287;no;1;6807;932020281;42118.28948584828
kaks;NUM;O;16;no;1334057;6807;932020281;1.6417106930331824
see;PRON;O;138;yes;18819336;6807;932020281;1.0040245131451204
küsima;VERB;O;4;no;448244;6807;932020281;1.2213818811762125
kolm;NUM;O;10;no;673341;6807;932020281;2.0320264343108847
vastav;ADJ;O;1;no;183457;6807;932020281;0.7476197777838505
kuue;ADJ;O;1;no;44;6807;932020281;141.23976832430506
kes;PRON;O;15;yes;3572087;6807;932020281;0.5750724751049188
teet;PROPN;O;2;no;8364;6807;932020281;29.558211809964764
kallas;PROPN;O;2;no;96483;6807;932020281;2.8206506107879807
pidama;AUX;O;10;yes;3575612;6807;932020281;0.38309065773667805
flogi;NOUN;O;1;no;1;6807;932020281;147.74906952774276
maagiline;ADJ;O;5;no;16898;6807;932020281;38.44843134855185
arv;NOUN;O;8;no;294083;6807;932020281;3.716078198102886
vaatama;VERB;O;18;no;1204593;6807;932020281;2.045173202026983
number;NOUN;O;10;no;209229;6807;932020281;6.519480155366857
neli;NUM;O;49;no;337422;6807;932020281;19.83145954933313
ja;CCONJ;O;178;yes;30008401;6807;932020281;0.8121754903163659
pehkinud;VERB;O;1;no;945;6807;932020281;73.44240217522886
ilmuma;VERB;O;4;no;138432;6807;932020281;3.9365644843186764
luulekogu;NOUN;O;9;no;7359;6807;932020281;148.74161457456074
osa;NOUN;O;9;no;1001433;6807;932020281;1.2303100348819545
krull;PROPN;O;3;no;2597;6807;932020281;116.65974173039595
kord;NOUN;O;22;no;1307042;6807;932020281;2.3037085228599925
aarne;PROPN;O;2;no;7839;6807;932020281;31.32745423593967
merilai;PROPN;O;4;no;646;6807;932020281;347.6605841101052
tooma;VERB;O;13;no;815211;6807;932020281;2.182096925612684
oma;PRON;O;32;yes;4547218;6807;932020281;0.963556492097123
poolt;ADV;O;4;yes;608747;6807;932020281;0.8998430885438645
mäng;NOUN;O;5;no;733219;6807;932020281;0.9337810501917209
elu;NOUN;O;5;no;958923;6807;932020281;0.714208183769902
ärkama;VERB;O;2;no;61673;6807;932020281;4.389004830957898
oidipus;PROPN;O;10;no;610;6807;932020281;888.5360445876206
jääma;VERB;O;9;no;1700286;6807;932020281;0.7249039972329179
järgi;ADV;O;1;yes;473007;6807;932020281;0.2908662770297531
nagu;SCONJ;O;58;yes;1703742;6807;932020281;4.659155765178516
kunagi;ADV;O;5;yes;447893;6807;932020281;1.527402171759755
neeger;NOUN;O;1;no;9713;6807;932020281;12.949987386525967
üks;DET;O;33;yes;3227082;6807;932020281;1.4000311983673708
naine;NOUN;O;4;no;833512;6807;932020281;0.6574622614532075
viivika;PROPN;O;1;no;768;6807;932020281;81.08896106061403
ludwig;PROPN;O;2;no;3580;6807;932020281;60.89816076682794
