lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
mina;PRON;O;5;yes;11806985;1470;932020281;0.2685544812889969
olema;AUX;O;22;yes;44175299;1470;932020281;0.3157701447815868
anni;PROPN;O;1;no;7161;1470;932020281;78.4576586089265
kreem;PROPN;O;1;no;48945;1470;932020281;12.730500313461906
ja;CCONJ;O;50;yes;30008401;1470;932020281;1.056414752733647
lugema;VERB;O;4;no;754128;1470;932020281;3.3600529233425585
katkend;NOUN;O;1;no;7509;1470;932020281;75.22306559919713
bett;PROPN;O;1;no;1239;1470;932020281;292.47051622629056
alver;PROPN;O;1;no;4474;1470;932020281;117.45413248881898
poeemine;NOUN;O;1;no;1;1470;932020281;680.5419295294143
.;PUNCT;O;98;no;1;1470;932020281;66596.21305732474
mõrane;PROPN;O;1;no;549;1470;932020281;428.73107847860484
peegel;NOUN;O;2;no;45833;1470;932020281;27.135384882495284
see;DET;O;9;yes;18819336;1470;932020281;0.303246406081901
aeg;NOUN;O;4;no;2446460;1470;932020281;1.0366306694719762
,;PUNCT;O;142;no;1;1470;932020281;96496.10511529374
kui;SCONJ;O;16;yes;8931430;1470;932020281;1.1357992913743213
said;NOUN;O;1;yes;823;1470;932020281;361.7960596785926
veel;ADV;O;6;yes;1878717;1470;932020281;2.0243653955976586
krõbe;ADJ;O;1;no;13383;1470;932020281;44.35616645018544
kopsakas;ADJ;O;1;no;4977;1470;932020281;107.45595583137184
kapsaleht;NOUN;O;1;no;750;1470;932020281;377.4980774573766
lai;ADJ;O;1;no;113143;1470;932020281;5.566156558707825
naine;NOUN;O;7;no;833512;1470;932020281;5.31985816504723
hästi;ADV;O;1;no;574427;1470;932020281;1.1035881943967927
lopsakas;ADJ;O;1;no;6400;1470;932020281;86.60088188343302
mulk;NOUN;O;1;no;7865;1470;932020281;72.1789199114632
kandma;VERB;O;2;no;395681;1470;932020281;3.199559165918347
must;ADJ;O;3;yes;238304;1470;932020281;7.954547246556857
vamm;NOUN;O;1;no;233;1470;932020281;545.0200590300423
kurniviskasiganaakman;NOUN;O;1;no;1;1470;932020281;680.5419295294143
köster;NOUN;O;1;no;4778;1470;932020281;111.20090491353132
lehm;NOUN;O;1;no;25592;1470;932020281;23.93903396223302
minema;VERB;O;3;yes;2265890;1470;932020281;0.8395075614130251
lõhki;ADV;O;2;no;11714;1470;932020281;100.34673329357383
ramm;NOUN;O;1;no;3821;1470;932020281;133.59072437793714
juturaamat;NOUN;O;1;no;1099;1470;932020281;312.6307640853225
mis;PRON;O;5;yes;9028438;1470;932020281;0.35119493645320743
laakman;PROPN;O;1;no;1;1470;932020281;680.5419295294143
rasv;NOUN;O;2;no;45359;1470;932020281;27.413239471921607
läikema;VERB;O;1;no;1;1470;932020281;680.5419295294143
koi;NOUN;O;1;no;2072;1470;932020281;211.36988532928495
pannkook;NOUN;O;1;no;12950;1470;932020281;45.73969850705885
kraed;NOUN;O;1;no;1;1470;932020281;680.5419295294143
kardavoid;NOUN;O;1;no;1;1470;932020281;680.5419295294143
palju;ADV;O;1;yes;2035102;1470;932020281;0.3118609099833133
riie;NOUN;O;1;no;126401;1470;932020281;4.986604581596985
