lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
tere;INTJ;O;1;yes;156408;2628;932020281;2.259959357243435
õhtu;NOUN;O;1;no;324267;2628;932020281;1.0934290355354215
olema;AUX;O;109;yes;44175299;2628;932020281;0.8750811123321617
alo;PROPN;O;2;no;7094;2628;932020281;88.49118953837785
põldmäe;PROPN;O;2;no;1416;2628;932020281;302.4812382039368
ja;CCONJ;O;102;yes;30008401;2628;932020281;1.2054661508027706
tänane;ADJ;O;2;no;182212;2628;932020281;3.877997659083372
saade;NOUN;O;2;no;136694;2628;932020281;5.1605944898697835
esimene;ADJ;O;5;no;1425681;2628;932020281;1.2436324000751995
poole;ADP;O;2;yes;344486;2628;932020281;2.0561523725573343
pühendama;VERB;O;2;no;49843;2628;932020281;13.98782468218145
eesti;PROPN;O;28;no;3051164;2628;932020281;3.2538730162166916
oscar;PROPN;O;1;no;11808;2628;932020281;27.91063461910024
klaverimeister;NOUN;O;17;no;76;2628;932020281;5982.005181752492
see;PRON;O;49;yes;18819336;2628;932020281;0.9234078660212138
seotud;ADJ;O;1;no;464937;2628;932020281;0.7632661448242255
materjal;NOUN;O;3;no;265159;2628;932020281;4.001946821137392
,;PUNCT;O;154;no;1;2628;932020281;58537.88805996634
mis;PRON;O;16;yes;9028438;2628;932020281;0.6285413601042196
asuma;VERB;O;8;no;540495;2628;932020281;5.241947964442844
teater;NOUN;O;3;no;122748;2628;932020281;8.609976860671189
muusikamuuseum;NOUN;O;5;no;1766;2628;932020281;657.5866708210964
.;PUNCT;O;161;no;1;2628;932020281;61198.65574777336
pidama;AUX;O;3;yes;3575612;2628;932020281;0.2977405301621559
kohe;ADV;O;2;yes;544479;2628;932020281;1.3021960604296525
ütlema;VERB;O;9;no;1762423;2628;932020281;1.8106293179517947
et;SCONJ;O;24;yes;12219169;2628;932020281;0.6966008501794924
klaver;NOUN;O;44;no;19909;2628;932020281;748.7893186626943
valdkond;NOUN;O;1;no;211022;2628;932020281;1.6776376811890692
küllaltki;ADV;O;3;no;27166;2628;932020281;37.898830668395206
vähe;ADV;O;2;no;199626;2628;932020281;3.54127987965645
uurima;VERB;O;2;no;275215;2628;932020281;2.5719346209208482
ala;NOUN;O;1;no;240225;2628;932020281;1.474483515713488
siiski;ADV;O;3;yes;567432;2628;932020281;1.8735917031135683
olema;VERB;O;8;yes;44175299;2628;932020281;0.0642456860014467
üks;DET;O;10;yes;3227082;2628;932020281;1.098951958142788
põhjalik;ADJ;O;1;no;50979;2628;932020281;6.849837456056796
käsikirjaline;ADJ;O;1;no;1480;2628;932020281;147.42083800203244
töö;NOUN;O;12;no;1240583;2628;932020281;3.4286595978360053
virve;PROPN;O;1;no;6115;2628;932020281;50.458496914167995
urve;PROPN;O;1;no;10171;2628;932020281;32.02570490764627
lipus;NOUN;O;1;no;1;2628;932020281;381.10859789865356
kandma;VERB;O;1;no;395681;2628;932020281;0.8965465905556711
nimi;NOUN;O;10;no;538710;2628;932020281;6.573676984333012
kaks;NUM;O;3;no;1334057;2628;932020281;0.7976710643826926
aastasada;NOUN;O;1;no;5581;2628;932020281;54.595569453427565
fond;NOUN;O;1;no;67038;2628;932020281;5.231454244575464
aga;ADV;O;8;yes;4573369;2628;932020281;0.620451573753665
ka;ADV;O;17;yes;7949676;2628;932020281;0.7584303651836284
üliõpilastöö;NOUN;O;1;no;486;2628;932020281;250.75949608573882
aasta;NOUN;O;27;no;4056916;2628;932020281;2.3599905182771295
1969;NUM;O;1;no;1;2628;932020281;381.10859789865356
tallinn;PROPN;O;15;no;826987;2628;932020281;6.426573556437802
riiklik;ADJ;O;2;no;147127;2628;932020281;4.796952462449717
konservatoorium;NOUN;O;1;no;5858;2628;932020281;52.36833417094734
üliõpilane;NOUN;O;1;no;55857;2628;932020281;6.2614577491115035
maret;PROPN;O;2;no;7781;2628;932020281;81.51387911647576
tomson;PROPN;O;2;no;2922;2628;932020281;184.2834313628864
eesti;ADJ;O;12;no;3051164;2628;932020281;1.3946915044147612
vana;ADJ;O;4;no;450489;2628;932020281;3.144585829620966
vaat;ADV;O;1;yes;22698;2628;932020281;15.047894452669082
see;DET;O;29;yes;18819336;2628;932020281;0.5465269093422317
kandama;VERB;O;1;no;36;2628;932020281;367.32913357516503
ise;PRON;O;6;yes;3519608;2628;932020281;0.6046891081904501
põhiliselt;ADV;O;3;no;30467;2628;932020281;33.91450125566908
siiani;ADV;O;1;yes;113897;2628;932020281;3.096621831595942
kohta;ADP;O;4;yes;1119072;2628;932020281;1.2674348643967563
mitu;PRON;O;2;yes;814408;2628;932020281;0.8710869873406436
kalbol;PROPN;O;1;no;1;2628;932020281;381.10859789865356
tootma;VERB;O;7;no;88820;2628;932020281;27.67048839969304
