lemma;upos;ner tag;fc_count;stopword;rfc_count;fcTotalCount;rfcTotalCount;simpleMathsScore
härra;NOUN;O;6;no;52237;2627;932020281;40.05419331497074
rudolf;PROPN;O;1;no;7817;2627;932020281;40.657929870212214
von;NOUN;O;2;no;40497;2627;932020281;17.149864537848416
kernet;NOUN;O;1;no;1;2627;932020281;381.253291339722
.;PUNCT;O;162;no;1;2627;932020281;61602.20575491316
mina;PRON;O;85;yes;11806985;2627;932020281;2.5540203027447355
tunnistama;VERB;O;2;no;199326;2627;932020281;3.5479332351231445
,;PUNCT;O;163;no;1;2627;932020281;61982.460118040945
hammas;NOUN;O;1;no;73635;2627;932020281;4.77043405620166
ei;AUX;O;36;yes;10371475;2627;932020281;1.2314589249955603
hakkama;VERB;O;3;yes;1534212;2627;932020281;0.6939330150254513
peale;ADV;O;3;yes;1213606;2627;932020281;0.8771130262726713
10;NUM;O;2;no;1;2627;932020281;761.5076544675073
aasta;NOUN;O;5;no;4056916;2627;932020281;0.43738877727680525
olema;AUX;O;111;yes;44175299;2627;932020281;0.891476473762639
vahepeal;ADV;O;1;yes;137501;2627;932020281;2.5695968512129954
mööda;ADV;O;2;yes;208665;2627;932020281;3.3898482182732237
minema;VERB;O;6;yes;2265890;2627;932020281;0.939483646112975
ikka;ADV;O;2;yes;1124710;2627;932020281;0.631197194981721
veel;ADV;O;17;yes;1878717;2627;932020281;3.2092574261058364
hea;ADJ;O;3;no;1655352;2627;932020281;0.6431790112369458
küll;ADV;O;9;yes;1083797;2627;932020281;2.9445117215415264
tulema;VERB;O;11;yes;3338518;2627;932020281;1.168925229208586
aeg;NOUN;O;3;no;2446460;2627;932020281;0.43527441033724334
aga;CCONJ;O;28;yes;4573369;2627;932020281;2.171897497096866
enne;ADV;O;2;yes;841805;2627;932020281;0.8430887319012244
tahtma;VERB;O;2;no;1254286;2627;932020281;0.5660387871071734
sina;PRON;O;44;yes;3764412;2627;932020281;4.146094852587278
ju;ADV;O;11;yes;846605;2627;932020281;4.605778021464316
moraalselt;ADV;O;1;no;3682;2627;932020281;77.0948178279068
surnud;ADJ;O;1;no;80743;2627;932020281;4.35527351929795
hammustama;VERB;O;1;no;12141;2627;932020281;27.210013093527632
kes;PRON;O;13;yes;3572087;2627;932020281;1.2911035232884682
see;DET;O;19;yes;18819336;2627;932020281;0.35822272217474105
mees;NOUN;O;7;no;1081890;2627;932020281;2.294400375045023
õieti;ADV;O;2;no;23369;2627;932020281;29.237541368188474
nägu;NOUN;O;8;no;203749;2627;932020281;13.871399889832654
järgi;ADP;O;4;yes;473007;2627;932020281;2.996318282438285
oma;PRON;O;33;yes;4547218;2627;932020281;2.574417740925209
eestlane;NOUN;O;4;no;236274;2627;932020281;5.986661508618531
tema;PRON;O;75;yes;9154483;2627;932020281;2.90645584242848
rahvuslik;ADJ;O;3;no;42389;2627;932020281;24.590536224261253
kristus;PROPN;O;12;no;38851;2627;932020281;107.0394450458126
maalima;VERB;O;2;no;16013;2627;932020281;41.92984569936406
?;PUNCT;O;11;no;1;2627;932020281;4183.796922617575
lubama;AUX;O;1;no;305810;2627;932020281;1.159661961840433
iseloomustama;VERB;O;1;no;47365;2627;932020281;7.365196671520149
võib-olla;ADV;O;2;yes;138681;2627;932020281;5.089081837244783
modell;NOUN;O;3;no;20060;2627;932020281;50.74724129606927
