EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;Kas;klassi;tähendab;;eesti;Keelekõrv;võib-olla
õigekeelsussõnaraamat;Kui;esimesel;meediainimesed;sort;Kadakas;keelekõrva;koolipäeval
sportlassangareid;koolipäevakingitus;maa;saatejuht;head;Eestis;õigekeelsussõnaraamatust;ongi
tänamine;Meie;põlised;mitmekordistada;laste;kama;õpikutest;meedia
õigekeelsussõnaraamatust;Vastand;muusika;kuidagiviisi;andma;Mari;Meie;eesti
võimalik;vanaisa;537;telespordiajakirjaniku;tähendab;Tallinna;Kuigi;rääkides
stiiliküsimused;moesõnu;hariduspõllul;viltpliiatsi;arvutil;Kama;Ühesõnaga;töötama
nud-kesksõna;teleekraanilt;piimatassi;lugupeetud;olulised;keelenõunik;Nõnda;lihtsalt
võitlemine;väike;keelekõrva;jälgides;seoses;tänati;hariduspõllul;kirjutatud
tänamised;hea;väike;pealkiri;tore;südamlik;keelenõunik;kahe
ütlemised;tro;kultuuripõldu;ükstaspuha;võimalik;keelekasutaja;ütleb;mõtlesin
enam-vähem;Morgenstunde;põlluharija;vanast;armsat;saatejuht;keelest;nud-kesksõna
arvutikaustas;537;koolil;aabitsatest;munde;Laulja;tänusõnad;voodi
kriidikiri;soovitustest;musta;ükstaskõik;retsept;tänusõnad;hommikutunnil;tegelikult
paljuräägitud;märgusõna;mäletan;teleekraanilt;näiteks;lugemiku;Või;suhteliselt
maitseküsimus;pelmeenipakki;õppimise;nädalateemadega;annan;õigekeelsussõnaraamatust;hästi;Maa
kooliõppus;vaja;saksa;selgitab;reporter;kaanel;Maa;10
ükstaskõik;Minu;Tarand;pelmeene;asi;rääkija;koolipäevast;kohtumist
Järelemõtlemise;sportlassangareid;vanaemad-vanaisad;olümpiakangelasi;usu;Loskutov;Praegusel;mõju
ajalõik;uusi;grislikiri;erilise;tekitab;õppekirjanduse;Muidugi;vahe
küsimust;Üht;vader;stiililiselt;paus;kõneleja;Kui;head
rahatäht;võeti;raadiokanali;kooliõppus;kama;täna;jälle;aja
sõnapaar;vana;keeleveaga;üldpilt;meenutasin;keeles;kirjale;See
Tallinnas;soodusmüügikuulutusi;raske;tegelikult;arv;kirjatarkuse;tasemel;uuendatud
koolipäevakingitus;Õ;Mari;öeldakse;pakub;Juri;õppekirjanduse;stoori
öeldakse;Väga;vanuses;meenutasin;variandid;kassiiriga;näiteid;näidata
meedia;nud-kesksõna;märkmiku;erilistest;avameelselt;Küsib;Ühel;valge
lapsesuusaadet;vanaemad-vanaisad;tekstides;oodatud;vaatame;panin;õigemini;hästi
sätestatud;tore;kirjutada;jookseb;näidata;pisikene;peabki;leida
Muidugi;Aga;tasemel;asjatundjad;arutledes;kirjale;Võtab;sätestatud
hariduspõllul;lapsele;tänusõnad;koolipäevakingitus;võimalus;moega;Õ;õigus
tõepoolest;töötama;harima;rääkides;ader;marjasordid;saatejuht;võimalik
keeleelu;raadiokanali;koolipäevakingitus;levima;otsustada;Tarand;telespordiajakirjaniku;Eestis
tähenduses;;õppevahendeid;saates;kasutada;lehel;Loodan;kuulub
tahvel;hiljuti;keelenõunik;üldine;esines;hääldades;Näed;märgitud
võib-olla;pika;vanasõna;nähtus;vanem;Mina;kooli;kujutatud
sõrmede;eraldi;pealkiri;etteastet;kontrollima;pooliti;sõna;Või
olümpialainel;ükstakama;rasvases;tundliku;parem;argikeelena;rahvaluulest;räägivad
laupäeval;keelenõunik;lugemiku;eraldi;lauset;keeleküsimustes;kuulajatele;hiljuti
sõnajärjekorra;kõlas;kapsa;soodsalt;vahet;õppevahendeid;pealkiri;Ühesõnaga
moesõnu;andis;laste;mäletate;korda;õnnitlema;lõpetan;suuruse
kõikjal;sportlase;lehel;pelmeenid;kulude;paljuräägitud;toimetaja;bussi
lõiguke;üldpilt;võib-olla;hurjutamise;kindlasti;avaldamiseks;töövihikute;näiteks
moe;hinnale;emad;vanaemad-vanaisad;kuulub;sõnalt;mõelda;mõelda
tänusõnad;osa;muuhulgas;väljendaks;arvutikaustas;kirjutatud;raadiost;maa
mõttes;Kassatöötaja;kuulaja;näited;vastata;Kraut;nädalateemadega;öelda
meelevalmistamine;rõhu;näiteid;selgitas;vead;õpikutest;Eestis;kasutab
muusika;ükstaspuha;põld;katsetada;kutsuvalt;asjatundja;kinni;kasutada
näited;eri;marjasordid;keelekasutaja;vastab;harima;esimesed;muusika
mitmuses;lugupeetud;teatud;jälgida;esineb;kuulajad;Väga;Möödunud
