keyphrase;score
kadunud See keele-Aavik;0.9668
räägib vaatan reklaame;0.9668
No3 käsikiri ootab;0.966
tegelikult No mõtlesin;0.9659
räägitakse moe pealiskaudselt;0.9656
vaadata üldse Aga;0.9654
värssidele kirjutatud Peep;0.9649
Sest vanasti õige;0.9641
kümned sadade samamoodi;0.9636
Miks loe luuletusi;0.9636
tihtipeale nooruk autor;0.9636
lugeda raadiot telekat;0.9624
Ameerikas Ei elame;0.9622
järjest tundub kooligrammatika;0.9621
Te kirjeldanud sünnikodu;0.962
Keskeas rääkisite abielu;0.962
kirjutasin lugusid rubriiki;0.9619
Ja rääkinud elulugu;0.9617
vaadake kastmete letti;0.9617
endad kirjandussaatest kuulsin;0.9617
Kas palun kirjeldada;0.9617
esivanematest Kas palun;0.9616
sadade samamoodi proosateostes;0.9615
See puuduta essid;0.9613
kuidagiviisi leplikult maailma;0.9608
vanaemaga suhtlesin vähe;0.9608
Nüüd võetakse pealispinda;0.9608
Üldiselt arvan elulugu;0.9606
kauplusi no vaadake;0.9605
kooligrammatika mõjub lause;0.9604
kirjutanud No3 käsikiri;0.9604
teksti Ja silmas;0.9604
Eestis juhtuma saavutaksime;0.9602
emakeelse ülikooli juubeliks;0.9602
40 keisri hullu;0.96
päriselt teisiti Kas;0.9599
mõjub Kuhu kolmandavältelised;0.9598
Ma aru luuletusi;0.9596
kommentaarides näha üldse;0.9596
kirjutanud Sest inimene;0.9595
Oma noorusest rääkisite;0.9594
üldse aru räägitakse;0.9593
küllap kasvasin murdekeskkonnas;0.9589
lastele kirjutanud No3;0.9589
Eestis säästurežiimile lõpetada;0.9588
käib Cesama koidule;0.9588
Hainsalu sööd proosakirjanduses;0.9587
rääkisite nooremast naisest;0.9587
värss lastele kirjutanud;0.9582
vajavad täiskasvanu kommentaari;0.9582
Ma toon näitajaid;0.958
küsida pannakse päriselt-päriselt;0.958
1994 aasta laulupidu;0.9579
täiskasvanu kommentaari sealjuures;0.9578
Te öelnud haritlaskonna;0.9578
jäänud Aga tegelikult;0.9577
üldse silmad märja;0.9577
sõnadega Ma viimasel;0.9577
Kirjutan lootuses trükkida;0.9577
raadiokanalites mängiti Urmas;0.9576
mäki tõmbame Lõuna-Eesti;0.9576
üheksavägine Te kirjeldanud;0.9575
Nüüd moes Tessita;0.9574
Mulle meeldis koolis;0.9572
raamat lugeda raadiot;0.9571
mängisin sõnadega Ma;0.9571
pidulikult viia muuseumi;0.9571
saatesse Tere Kuidas;0.957
tsensuurist nimetada Kaalema;0.9568
Ja kasutati tulesüütamise;0.9567
põlvkond Ja lõppude;0.9567
tegelikult tegelikult rikas;0.9566
juhtu Kodu filmiti;0.9564
Ülikooli 70 -ks;0.9563
asja uurida Aga;0.9562
teisipidi katsun jagada;0.956
30 aastaga Siis;0.9559
moe pealiskaudselt meelega;0.9557
Aga saated eetris;0.9557
anud ajakirjaniku töö;0.9556
tegelikult rikas aeg;0.9556
tädipojad Ja tegelikult;0.9555
küllap emasse Ega;0.9554
nägi tegelikult kirjutamisalus;0.9554
päriselt tegelikult trollivabrikud;0.9554
toimub dolla sisemuses;0.9552
jää meelispaik Tartu;0.955
keeletoimetajate kan tihti;0.9549
teemad kergitada Aga;0.9549
tekstiga Ja lugesin;0.9549
Alex asja uurida;0.9549
Lühike mitmus täielikult;0.9548
Nii sedapidi halvem;0.9548
tegelikult päriselt teisiti;0.9548
kergelt Mõtlesin põrandal;0.9548
millegipärast kujund üheksavägine;0.9548
sõnad Ja tihtipeale;0.9547
hilisem luulekogu kannab;0.9547
Või paralleelvormid lühike;0.9545
kontorist vaadata ilus;0.9544
Ja teisipidi katsun;0.9543
iseloom vanaemaga suhtlesin;0.9542
abieluaastaid laste Sindi;0.9541
Nüüd kuulatakse hoopis-hoopis;0.954
paljud vanainimesed räägivad;0.954
Võib-olla väljendatakse imestust;0.954
Aga luuletuskogusid müügiks;0.954
nõusoleku Tartu stuudiosse;0.954
luulekogu kannab pealkirja;0.954
60 aasta Miks;0.954
luulekatked saadavad See;0.9539
25 aasta tagune;0.9539
Ma kirjutasin rubriigis;0.9539
samamoodi proosateostes kompositsioon;0.9538
lõpulausest peatüki alguslause;0.9538
Ja vastused pikkamööda;0.9538
See elus suurvoog;0.9537
Hainsalu sööd saatesse;0.9536
Lõpuks Metcati leian;0.9536
elutempo kiire noored;0.9536
See keele-Aavik Aavik;0.9536
muuda kasu Igaüks;0.9534
mõtlesin eelnõude viie;0.9534
osake küsida maailm;0.9534
asja üldse teatakse;0.9533
Aga Millega tegelete;0.9533
luuletus noorelt luuletajal;0.9533
õige vanasti räägiti;0.9532
Oh viie-kuue aastane;0.9532
Küllap küllap emasse;0.9532
Ja internetist lugesin;0.9531
töötab Eks seegi;0.9531
sööd saatesse Tere;0.9531
tundub kooligrammatika mõjub;0.953
toon näitajaid pikka;0.9529
Tegelikult kirjaniku asi;0.9529
Teie esivanematest Kas;0.9527
Meil parteisid Meil;0.9526
tartu murdepõhjaga käänasin;0.9526
sedagi vaatama kuidagiviisi;0.9526
peatüki lõpulausest peatüki;0.9525
avaldus kirjutada kaseoluline;0.9525
raamatukaupluses Kas kergendus;0.9524
õpetas Meil parteisid;0.9524
koolis Mulle meeldis;0.9524
raamatus kirjutan riigimehi;0.9524
tegelikult karistati lugesid;0.9524
Ega nutan filmi;0.9524
proosakirjanduses elu kujutanud;0.9524
uhkelt kannab Eesti;0.9524
hukkumisest raadiokanalites mängiti;0.9523
vaatan reklaame linnas;0.9523
mõtlesin süüdistada teksti;0.9522
aru luuletusi trükkida;0.9522
asi kirjutada raamatuid;0.9522
Tartu osakonda telesaateid;0.9521
häda täide teisiti;0.9521
mängud istusin põrandal;0.9521
