EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
roll faila Ralyaske;filmi peaeesmärk 42;kodanik filmist rääkisime;Milline filmi peaeesmärk;alternatiive noorsots sammud;Nõukogude Liidu kangelase;Kosmodemjanskaja esimene naisterahvas;49 aastal valminud
Friedrich Ermler Aga;inimese suhtest Ja;eriti oluline film;filmi vaadata selge;algvariant algversioon idee;Miasnikovaga filmis rääkinud;mängib Varvara näsnikova;Ja filmi võib-olla
roll Varvara mäsnikoval;asubki vaenlasi hävitama;anekdootide oluline kangelane;filme kümneid lugeda;kodumaad vaja näidata;Müstilise Venemaakodulehele film;tegemist Stalini lemmikfilmiga;konkreetset inimest lugu
venedžapaev Nõukogude Chab;eriti oluline film;nimetame näitlejanna nime;Meie oluline filmis;reaalset lugu võib-olla;Varvara Miasnikovaga filmis;filmis mängib Varvara;Ning tegemist suure
koduma film Farvaaramässicovat;kinoekraanile Ja jällegi;Ja arvestades naiskangelanna;Jaka tuhkatriinud mängib;unustada nomengi nisu;koondkuju vene naistest;naisterahvas omistati Nõukogude;suhteliselt suur roll
Jason Kitchen paev;Mošnikov õppis Ning;filmil küllaltki tuntud;mängib Varvara mäss;vastab tegelikult aset;naisterahvas omistati Nõukogude;prototüüp Zoja Kosmodemjanskaja;1930 -te alguses
Ermler Aga võimalus;filmist kuulnud Ja;kunstis negatiivset kangelast;tund filmiga Selle;soov realiseerub nimelt;Zoja Kosmodemjanskaja esimene;Nõukogude Liidu kangelaseks;Kuid mõttes võib-olla
furmorofon filmis Stalin;levitati välismaal edukalt;Täna näitlejanna filmis;kaitsti Sariidsen filmi;oluliseks tegel annaks;Ja varvaaramiasnikoval filmis;kahtlust filmi Stalin;hästi koolidega ongi
Varvara Masnikova ütleme;Meie oluline filmis;naisega filmi kulminatsioonis;vaadata vahetult seitsmeteistkümnenda;nisu kuraditaktiline variant;Kosmodemjanskaja esimene naisterahvas;autor nõukogude helilooja;-te lõpus tegevusega
nitri Burmanov poliittöötaja;värvimine teostati Ei;Ja kirjeldasime hästi;filmile Tuhkatriinu esitab;tohiks ch unustada;Stalin filmitegijatele esitas;Nõukogude luurajad tegevus;koolidega ongi enam-vähem
