EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
Two Dragons;härra Peter;nägema kontsert;legendaarne muusikatööstus;sound check;kuulma Holland;kuulma Holland;Eurosonic täpselt;lahkuma 12
laev Groningen;mainima mõte;ilmselt üle-euroopaliselt;Two Dragons-i;Ewert and;festival Eurosonic;Tallinn nädal;eurosoonik live;osaliselt kinni
tavaliselt Coca-Cola;ostma märk;Euroopa muusikaeksport;konverents Los;noorem inimene;Holland rahvusringhäälinguprodutsent;festival Eurosonic;Holland rahvusringhäälinguprodutsent;võimalus taas
Ewert and;lugu kõlama;Eesti võib-olla;suruma regioon;network aru;Tallinn nädal;üle-euroopaliselt kuulsamalt;festival otsesaatetund;natuke aeg
kohtumine network;kohtumine network;kaks eestlane;maailm Euroopa;check tegelikult;eurosoonik live;natukene Rootsi;raadio kaks;Lääne-Euroopa laastanud
eile slait;esineja Clazzner;eilne saade;ester Klange;kohtumine network;otsesaatetund kuulama;eurosoonik aeg;esimene live;võib-olla lihtsalt
lisatuli nädal;hääl meeldejääv;laine jääma;10 inimene;sound inimene;2018 Euroopa;aasta lemmiklava;Erki Pärnkontsert;tormine Lääne-Euroopa
printima etanool;Pärnoja ester;muusika piisavalt;Ameerika meister;staatus artist;tantsima eurosaanik;Eesti rekord;live meisterjaan;30 aasta
Sigrid teistmoodi;tundma elutöö;tormine Lääne-Euroopa;mõte nimelt;artist tohtima;märgnema Rootsi;tantsima eurosaanik;intervjuu otse-eeter;võib-olla vara
parm prillikroom;pakkama jumal;prantsuse raadio;kohtuma Tallinn;näiteks Ewert;bänd aeg;kaks eesti;kuskilt striimima;tegelikult hästi
Euroopa muusika;Eurosonic panema;Erik Morna;ütlema postr;asi automaatne;meisterjaanieilne kontsert;Holland rahvusringhäälinguprodutsent;Morna kuulma;Eesti kaks
lõpetama eksistents;asi töötama;eurosaanik Saar;24 tund;automaat normaalne;muideks BBC;kuulama eilne;uus singel;Hiina tänavamuusika
leppima industria;võitma stuudio;tõenäosus kaks;asi viimane;alter soonik;näiteks eesti;mängima Eurosonic;Raudsepp Erik;Hiina omajagu
kolm päev;Frederick jätma;artist rääkima;hästi integreerima;üksus noorem;prantsuse raadio;2018 Euroopa;lõpuks Stockholm;õhtu võib-olla
võimalik teadma;tänaline kukkuma;2018 Euroopa;rahul live;postr caps;Horvaatia bänd;klubi lausa;Eesti rekord;absoluutne Eesti
murdmine murrendamine;muusika rock;jätma rongiliiklus;tähistamine kroonigeni;vastama staatus;live meisterjaan;tulemus festival;muusikaeksport võtmefiguur;lihtsalt rääkima
pikem karjäär;vaatamisväärsus sise;eksistents viimane;aru tulenema;andma valu;ülekanne Saksamaa;norra muusika;alternatiivrokkbänd Eesti;eile nelja-viis
vaatamisväärsus sise;muusika isikupäratu;ilmastikuline põhjus;otsem asi;hull tormine;artistimeisterjaan Erki;publik ootama;Eurosonic 2018;jõudma lõpuks
bambus laev;liituma meisterjaan;esinema Horvaatia;meenutama Eesti;toimuma eile;kaks eestlane;eurosaanik Saar;Rajasaar Koit;nelja-viis sahhir
network aru;BBC nimetama;uus singel;plaadileping ohi;seoses esimene;Ženni vanker;Lääne-Euroopa laastanud;Schmidt rääkima;tutvuma altar
mags Holland;tähistamine kroonigeni;hääl meeldejääv;aeg intervjuu;meenutama olemus;välismaine grupp;eilne kontsert;Erki Pärnoja;R2 lõpetama
eurotsoon grupin;biograafia rääkima;toimuma ilusasti;Merivoo-Parro Kristo;asi inimene;rääkima lava;rahvas täis;mikrofon suur;sünnipäev vaja
yheg ristiisa;aasta mutant;valmistamine masin;väljak Maarja;kaks artist;rahvusringhäälinguprodutsent Koit;nägema võitma;bänd täna;kohtuma Tallinn
omajagu mängitud;algus 30;otsesaatetund kuulama;pubi siinsamas;andma mugav;Euroopa muusikaeksport;Horvaatia naistebänd;they Siim;sulgema avaldatud
Lääne-Euroopa laastanud;eesti artistimeisterjaan;R2 lõpetama;varustus Zagreb;artist mõti;hel intervjuu;hea kuulaja;Siim Nestor;nägema kontsert
nägema A;bänd kaks;Eurosonic noordisla;asi sealsamas;inimene vaatama;soe soe;kroonigan muudofje;lennujaam kontsert;jääma lõpetama
ruum 10;efektne õige;laskma koht;lahkuma 12;inimene matus;hooaeg seriaal;esimene avalik;artist Eesti;10 inimene
käima ilusti;linn nii-öelda;hooaeg seriaal;Sigrid esteetiliselt;after Klaue;huvitav hääl;Severnaja ester;tegelikult hästi;hästi nagunii
väikene asi;Ewert and;Eesti rekord;aasta muusikavidu;konkreetselt radikaalsem;Krarh festival;siinsamas keskväljak;Jaan täna;soonik nii-öelda
lauluhääl olemus;teadma onju;artistimeisterjaan Erki;vana Äsyl;olemus inimene;eurosoonik lahkuma;hulk põnev;Disco kadunud;võib-olla kuulama
tihtipeale bänd;tore jumal;mõtlema norra;võib-olla pakkuma;toit automaat;festival tooma;täna kaks;eestlane 350;Peter Schmidt
elutöö missioon;muusikaeksport võtmefiguur;kord EBU;eurosonic laine;300 artist;Raudsepp Erik;kuulma meenutama;jätkuvalt Ewert;hiir valmis
statistiline keskmine;leidma äge;avaldama varsti;kaks eesti;andma lava;rääkima tutvuma;Saar laupäev;muusika online;käima Tallinn
üksus noorem;they Siim;reisima no;esimene live;kaks asi;Saar laupäev;välismaine grupp;muideks BBC;kord 300
ultrailm nimi;standama äkki;tänavu tähistama;kaasa oluline;isem särk;Morna rääkima;konverents Los;võtma plaadileping;nädal võib-olla
BBC nimetama;jätma rongiliiklus;alternatiivrokkbänd Eesti;murrendamine eile;nädal eurosonic;pubi siinsamas;meeldima reisima;maarjaMoonüürik Kristo;kaugel Hiina
nimelt Euroopa;karjäär esimene;vaja vastama;pakkumine Kasiste;valge puru;varsti uus;tulevik nägema;Pärnoja after;tänavamuusika tõsi
vaatama telekas;printima etanool;väike igav;Tallinn liige;automaatselt black;täna hommik;kohtumine homme;tahtma Eesti;kaks R2
eriti efektne;jääma statistiline;maailm parim;veatoobiogravitam vinüüli;võimalus taas;võib-olla minut;mikrofon suur;tormine Lääne-Euroopa;juhuslik inimene
võib-olla kuu;suvaline tiinekas;statistiline keskmine;festival Krarh;vä eile;Euroopa suurim;maailm parim;süntesaator kaheksas;vähe rääkima
andmed paberkandja;postr caps;fenomen suurem;naistebänd nimi;uus materjal;live algus;tuuriline jooma;õhtu kroonigan;kord algus
mullu parm;aeg võtma;mõnus intervjuu;pärastpoole kindlasti;suhtuma normaalne;seisma festival;ärk Eeritus;10 mees;eilne kontsert
Jaan Tätte;eresidend nägema;ületama kiirus;Saar laupäev;uus noor;Eurosonic noode;auto tuuriline;aasta Tommy;Two Dragons-i
radikaalsem lähenemine;asi viimane;tihtipeale bänd;automaa soe;äge uus;Stockholm London;konkurentsitult suurim;2018 Euroopa;festival tänavu
algus lõpp;Pärnkontsert jääma;paar lause;leht Eurosonic;kodu nii-öelda;Norra artist;suur pubi;Sänn vanaema;intervjuu otse-eeter
kaamera Eerik;toetama uus;intensiivne lennujaam;100 osas;the Two;kuulama Sigrid;aeg teadma;röövima otse;tore positiivne
tutvuma võib-olla;lava meenutama;võib-olla veatoobiogravitam;võimalus taas;erinevalt paar;tähistama alter;Bergen šokk;Sigrid teistmoodi;pakkuma sein
lõbus elu;sisend vahetult;tänaline kukkuma;tunduma Sigrid;mutant discol;meenutama teade;rekord jätkuvalt;Frederick jätma;kuulaja lülitama
yldiselt ilu;Coca-Cola snäkk;järjekord lihtsalt;eriti stuudio;esinemine nimetama;teadma laiv;õhtu tööpõld;stuudio kaasmuusik;andma mugav
ettevõtmine kord;tohutu prestiižne;Maarja Merivoo-Parro;nimi Frederick;tahtma rajama;jätkuvalt Ewert;muusikaeksport võtmefiguur;parim turne;Stockholm London
