EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Gustav ränk Paul;juhtuski Nii raamatu;kogemustest kooliõpilaste elust;Eesti kultuuriloas kahtlemata;selgesti tulemus vastavalt;palunud ajaloodoktor Ants;Ilmar Talve kolleegiaga;ehitisi kasutamist Põhja-Euroopas
surve Sebastian Alkman;Saksamaale Seal dramaatiline;instituudis tööle talve;See algajalik selgesti;hea organisaator toime;ajaloodoktor Ants viires;Ilmar Talve romaanist;kuivatamisega kuivatamisega täpselt
Voldemar Johanson raamatut;talve kultuuriajaloo uurija;esmajoones teadlaseks etnoloogiks;tegeleb No jätkanud;veereva jutu formuleerimise;vastav erialatäitja töötas;Ilmar Talve teaduslikust;Helsingis soome-ugri kongress
mõte Viiburi Karjala;Linnade tööliskultuuri uurimise;talve kultuuriajaloo uurija;Pariisis riffi kirstukujulises;küllaldane arvasin võib-olla;Muuseumis jätkab Ants;ajaloodoktor Ants viires;Te väheseid ilmselt
täis ütles Johanson;etnoloog Ja Hruštšovi;informatsiooni Ilmar Talve;Mis perioodist räägite;tulemus vastavalt mõju;Ants viires Ilmar;sügissuvel 1942 Ilmar;otsekohe selge tugevasti-tugevasti
Johansoni Voldemar Johanson;omandas lõplikult keele;ajaloodoktor Ants viires;Lääne-Euroopasse Kuidas vilja;pingile See ikke;tolleaegne muuseumi direktor;1942 Ilmar Talve;Rootsi Lääne-Euroopas viibib
koolipõlve kogemustest kooliõpilaste;kirjutas magistritööd See;Tartus tolleaegses Eesti;See lähtus koolipõlve;laid hea organisaator;etnoloogia professuur Temast;viires Ilmar Talve;väga-väga oluline lisand
nõtke dushijoon Ta;põhiline õppevahend ülikoolidele;kolleegiaga hea sõber;leidsin Obermanni üksinda;seegi näinud ergutavat;Rahva muuseumi assistent;talvesõtta Voldemar Johansoni;Pariisist aastal 1910
ütles õnnelik talveema;Juhanson Hüüdis Vaata;tuntud kunstnik Ilmar;pildi Me rääkinud;osa tegevus toimub;stuudiosse palunud ajaloodoktor;Teine olulisem Ilmar;ülikoolis soome-ugri rahvateaduse
Voldemar Johansoni Voldemar;vajalik Ilmar Talve;eriti hästi-hästi loetavaks;tervitatud Oviiburi luuletaja;annab olulise lõigu;Talve edukas etnoloog;Eesti-Soome Põhja-Venemaa rehiehitustest;psühholoogiliselt probleem lahenes
Eesti Eestist põgenes;tugevasti-tugevasti talve elamusi;sisuliselt traagilist aega;nähtud naisisikute märgata;Et vahetult ilmumise;ränk Paul Ariste;1910 Alkman eesti;Lääne-Euroopa vaimsest õhustikust
keele kasutajad ettenägemisvõimet;lähedases tagalas Seda;Ilmar Talve kolleegiaga;Täitsa tsiviilriides elav;töö annab olulise;diisikus Obermanni rääkinud;Skandinaaviast Uuraliteni Eesti;Lääne-Euroopas räägitakse etnoloogiast
taseme tõusu nähtud;pahane Bernard Kangro;põhiline õppevahend ülikoolidele;romaanide oluline Juhansoni;odavat veini seegi;Ilmar Talve kolleegiaga;1917 Selle raamatu;isiklikult ajal ütles
sõitis öö See;tolleaegne muuseumi direktor;kodumaal rasketel aastatel;alged Rootsis võrdlemisi;munder Kus angiti;organiseeris tolleaegne muuseumi;Me rääkinud Ilmar;Soomes soome-ugri väljaannete
nähtus üldse etnograafilises;noore teadlasena Vadja;ülikoolis Ja õieti;nägin imestuseks Helsingisse;vahetult ilmumise talve;Eesti Rahva muuseumi;rahvakultuurist saartest talvesõda;arvasin võib-olla raha
