EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
kinnisRiias Anssovonnens of;To Nothing kuraator;kunstiministeeriumi Indrek Grigor;Grenooblissis elan täitsa;arvan valida valida;Kunstiministeeriumi tänase saatekülalisteks;Kunstiministeerium Tere kunstiministeeriumisse;tendentsid õõnestatud kirjutanud
New York Timesi;nii-öelda seepealekasvav põlvkond;Kunstiministeerium Tere kunstiministeeriumisse;Redi Meidesteetikal põhineb;tekst keel data;lubada tänane kunstiministeerium;kuulate kunstiministeeriumi Indrek;tendentsid hetk traditsiooni
Nothing kuraator Anders;näitust nii-öelda ühendab;osa näituse kunstiajalool;samamoodi Riia näituse;arenenud kontseptualism ist;kuulate kunstiministeeriumi Indrek;Tere kunstiministeeriumisse Te;jällegi jaapani kunstnike
Anssovonnens of metsanimi;inimese ajaloo pöördumine;kunsti mõtestamise paradigmas;tegelikult Ma arvan;To Nothing kuraator;kuulasite Kunstiministeeriumi tänase;kunstiministeeriumisse Te kuulate;potentsiaal võib-olla sõnastada
Nothing näitus lähtus;rohkus mõttes kontseptualism;Eesti kunstiakadeemia galeriis;tegelikult Kimi näitusel;valida valida olenevalt;Kunstiministeerium Tere kunstiministeeriumisse;Kunstiministeeriumi tänase saatekülalisteks;raadioformaadis ongi seotud
ajaloo pöördumine Napolion;näituse oluline roll;kunstiakadeemia galeriis Laura;Kunstiministeeriumi tänase saatekülalisteks;data lisa valiku;küsid kureerisin näituse;kunstiministeeriumi Indrek Grigor;väga-väga kriitiline tänapäevase
situtsionismi regi Meidi;Tallinna hobusepea galeriis;kunstiloomel sisulisi küsimusi;Buralistlikumaks räägin palgeliselt;trajektoor punktist A;leian teema näitusele;Te kuulasite Kunstiministeeriumi;lihtsalt kummaline Eesti
patse installatsiooni mõista;ruumikäsitluse mõtestab näiteks;veebruari kunstiministeerium avas;Te kuulate kunstiministeeriumi;punkte näiteks number;küsimusi esitama näituse;kuulasite Kunstiministeeriumi tänase;näituse ülespanekul koostatud
Kadri Roo Romeo;aastanäitusel Jevgeni Zolotko;kontsert turismi kunstiväljale;rääkisin Eesti kontekstist;ongi defineeritud sõltumatu;kahel näitusel Eestis;kunstiministeerium avas Eesti;väärtustamisest revolutsiooniline Derek
viisil Kennet coulsmis;Kunstiministeeriumi tänase saatekülalisteks;näitusel kommenteerida viisil;viidete kunstiajaloole üritada;kontseptualism ist nii-öelda;teema näitusele jätmine;Kunstiministeerium palus Laura;vaatajate seisukohalt Võib-olla
märgilisem tuse Next;võikski teistmoodi esitleda;esiteks kunstiakadeemias huvitav;Seda kasutasin näituse;Aga ongi defineeritud;küsimus kureerisid näitusetsoone;Indrek Grigor Kuulmiseni;Ja töö hästi
Next To Nothing;kihvt kunstitöödes kujutlusvõime;hobusepea galeriis kunstnikuna;Kimi näitust täitsa;funktsioneerimine arvan huvitav;tänane kunstiministeerium jää;kunstiministeerium jää viimaseks;näiteks rääkida nii-öelda
näitusele näiteks letters;näitus suuremat Ta;taustauuringut Eesti kunstiväljale;meeldib käsnalt raadiosaadet;vaja leida punkt;kunstiministeerium avas Eesti;saatejuht Indrek Grigor;alge lähtepunkt tegelikult
näen sõnastatud peavool;endiselt postimpressionismi Aga;kunstikriitiku seisukohalt retoorika;Kunstiministeerium Tere kunstiministeeriumisse;leida punkt A;Te kuulasite Kunstiministeeriumi;vaatleja kirjad Kunstiministeerium;tõlgituna räägiti 10
küsimuste No ütleme;Tredib Et ilus;ennekõike kritiseerisid kunstikriitikat;põrand Seda kasutasin;puutuda objekti liikuma;Eesti kunstiakadeemia galeriis;veebruari kunstiministeerium avas;küsimus nii-öelda seepealekasvav
grossmanni Jevgeni Zolotko;Kunstnike Liidu aastanäitusel;viidete kunstiajaloole üritada;Säde Mina saatejuht;vorm jälle idee;näituste kontekstis redimiidi;Laura Kuusk kuraator;nii-öelda rääkides avangardist
