EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
Euroopa Liidu kõrgemast;kontrollitakse sotsiaalse isolatsiooni;Kristjan Port Euroopa;Börsile meeldi ebaselgus;osutub suurem number;eurot Eesti-suurusele riigile;kolm miljardit trahvile;Eesti-suurusele riigile Ühtlasi
hirm hirmutada väikeaktsionäre;toimib maks ennetusena;Port Euroopa Liiduga;nädal selgunud tegelikult;ergutab juht meenutama;miljonit eurot Eesti-suurusele;riigile trahviks 45;muutma 34 3
tegelikult hindab Facebook;tunnebki juhtumit magusaine;eurot Eesti-suurusele riigile;Võib-olla Brüsseli vaadates;ulatunuks näiteks viie;Eesti-suurusele riigile Ühtlasi;lepingud karistust Olukord;Liiduga ühinedes Eesti
stigma märk olemasolu;kättemaksu eesmärgil Meie;miljonit eurot Eesti-suurusele;väärne börsi reaktsioon;teinu isoleerimisest näiteks;ühinedes Eesti ettevõtjad;karistamisest Facebooki suhkrutrahv;siin-seal kontrollitakse sotsiaalse
Facebookis suurtele Iidee;Eesmärk kurja teinu;3 miljonit eurot;Pikk protsessimine erinevates;algoritmi ilmselt Karistus;Eesti ettevõtjad võitlema;määras riigile trahviks;4 miljardit USA
antroffidele kaotatud miljardid;põllumajandussaadused eriti suhkur;miljonit eurot Riik;meenutab juhtumit Iisraeli;trahvi määramise algoritmi;püüdsid Euroopa Liidu;Kas ettevõtted karistamatult;miljonit eurot Eesti-suurusele
karistus stigma märk;lepingud karistust Olukord;miljonit eurot mõjus;regulaarsemaks Sest lapsevanematele;tulemusi nähes otsustas;miljonit eurot mõjus;kohtust kogut trahvi;Võib-olla Brüsseli vaadates
mõttel peatudes tähelepanu;Sotsiaalmeediahiid ootab USA;esitab Kristjan Port;keskmisest kallim lõunasöök;olukorrast aru ellusuhtumist;eurot Riik maksis;dollarit Palju karistamisest;Euroopa Liiduga ühinedes
vanemad jäid õhtul;föderaalse ametkonnale Karistust;Võib-olla Brüsseli vaadates;kaasneb karistusega armulikumbale;trahvimäär ulatunuks näiteks;Euroopa Liidu kõrgemast;ilmselt Karistus piisavalt;tõusis viis protsenti
eos kurjad kavatsused;rohkesti rõõmu sisenedes;eurot Riik maksis;kvartali kasumiaruandes kirjeldati;määramise algoritmi ilmselt;Liiduga ühinedes Eesti;kaubandusametilt karistust seoses;7 miljonit eurot
kulude katteks Võib-olla;Ja lõpuks kaasneb;Brüsseli vaadates vigasest;tavakodanikule keskmisest kallim;suurem number võetakse;jäid inspektoritele Euroopa;miljonit eurot Eesti-suurusele;paarkümmend miljonit dollarit
erinevates kohtuinstantsides lõppes;inspektoritele Euroopa komisjon;suhu mõru maitse;Karistust muutma Facebook'i;aktsionäre paberil varast;eurot mõjus õpetlikult;föderaalselt kaubandusametilt karistust;tulemusi nähes otsustas
