keyphrase;score
in corpore;0.897
ütleme nõukogude;0.8704
närvidel mäng;0.8656
Arnold Rüütel;0.8603
pöörata ütleme;0.8599
Waterloo õige;0.859
põhimõtte Voldemar;0.8553
ütleme kuvand;0.8536
Arnold Rüütli;0.8535
nõus ütleme;0.8503
Reiljan ütleb;0.8477
humoristide londiste;0.8463
Sarnet Auhaabumine;0.8456
öelda mõttes;0.8453
maaülikool ütleme;0.8447
põhimõtted lõppude;0.8439
kaudses mõttes;0.8433
ütleme ütleme;0.8433
positiivne mõttes;0.8425
nõudlus ütleme;0.8424
füüsiline vägivald;0.8419
tegelikult mõttes;0.8413
Hallik-Konnula Võrumaal;0.8409
vähemasti ütleme;0.8405
parteides Loojoscifeidel;0.839
Selles mõttes;0.8385
rataste mõisteti;0.8384
aluspõhi põllumajandusakadeemia;0.8355
põhimõtteliselt väärteo;0.8348
Et mõttes;0.8346
Tallinna peitemäng;0.8344
õpetajad koolides;0.8335
arvan küsimus;0.8317
nii-öelda andrifaalne;0.8316
Võrumaal öelda;0.8312
mõnevõrra ebaõnnestunud;0.8303
võib-olla Strandberg;0.8296
Ühest õnnestunud;0.8296
õnnetu purika;0.8294
ütlen ütlen;0.8285
ütleme mõttes;0.8285
räägivad enam-vähem;0.8276
ütleme niiviisi;0.8276
Rüütli tuiksoo;0.8275
poliitika poliitikamaastik;0.8275
süüdi küsimus;0.8268
lörtsima mõtteviis;0.8268
vasakpoolsete väärtuste;0.8263
andrifaalne Esialgu;0.8247
Pull enam-vähem;0.8247
mõttes rohi;0.8246
korporatiivsus paratamatult;0.8245
lõualuud elavad;0.8244
jälle närvidel;0.824
tekitab mõtteid;0.8235
poliitikamaastik näinud;0.8234
vähetõenäoline selge;0.8234
Eesti võimalik;0.8231
arvamustoimetaja Neeme;0.823
lilled õitsevad;0.8227
Trakooniline võib-olla;0.8225
enam-vähem juttu;0.8223
kilekotid põhimõtteliselt;0.8223
vana nõukogude;0.8216
põhjustel lihtsalt;0.8215
natuke tõstma;0.8214
päeval enam-vähem;0.8212
hääletoru Agu;0.8209
poliitikaelus väikene;0.8203
nii-öelda Arnold;0.82
Tartu Ülikooli;0.8198
tundub agoonia;0.8195
rõhutud ütleme;0.8193
tendents mõiste;0.8192
suurem ütleme;0.8191
Me jätkame;0.818
võtmeisik küsimuses;0.8179
märkimisväärne hulk;0.8178
unenägudes öösel;0.8178
enam-vähem käinud;0.8177
täpne Strandberg;0.8176
juhiga Nõukogude;0.8171
püüamegi nägu;0.817
lõugu tegelikult;0.8165
leeri Estonia;0.8163
Voldemar Kuslap;0.8163
näib märk;0.8162
tõde ülejäänud;0.8162
Rüütlit mõttes;0.8157
siseopositsioon võimalikult;0.8156
mõttes lihtsalt;0.8156
enam-vähem auto;0.8151
ütles kõrgem;0.815
ütles tegelikult;0.8146
ähvardama kurb;0.8144
lihtsalt küsimused;0.8144
Valner Neeme;0.8142
sündmused lõuahaagist;0.8141
Loojoscifeidel kind;0.8141
provokatsioonid jäänud;0.8136
erakonnasisene mõttevahetus;0.8136
rahva õiglustunde;0.8135
näitab mõistlik;0.8132
reaalset mõju;0.8127
Estonia varem;0.8123
aastakümnete põhjalt;0.8123
tuiksoo leer;0.8123
tundub Voldemar;0.8123
võib-olla käsitlus;0.8118
liik ütleme;0.8117
saini mõõdetav;0.8113
tundub näed;0.8113
Aleksei loto;0.811
tegelikult nõukogude;0.811
lihtsalt asi;0.8108
corpore Tallinnas;0.8107
teatud meeleolud;0.8102
iseasi sümbioos;0.8101
Tarmo Sarnet;0.8096
ketserid tõde;0.8095
tänases Postimehes;0.8088
Kõige põhimõtte;0.8085
peitemäng Et;0.8083
täna räägitud;0.8083
värk toimub;0.8082
peasekretär Tarmo;0.8076
rahvaliikumist näidata;0.8076
võltstagasihoidlikkus Nõukogude;0.8073
jälle Arnold;0.8073
nõukogude aeg;0.8064
rõõmus lausa;0.8061
nägu võtamegi;0.806
Mai Treial;0.8059
põllumajandusakadeemia maaülikool;0.8058
oska öelda;0.8056
vaja siseopositsioon;0.805
retoorika pettumine;0.8049
tegelikult kurb;0.8047
erakonda mõtet;0.8045
Rannamäe täna;0.8044
Mäe reageerimine;0.8043
Seal märkimisväärne;0.8043
tegelikult jõudu;0.8043
jällegi kindel;0.804
päevade sündmused;0.8033
seisukoha rahvaliit;0.8029
järelkaja tekkinud;0.8029
näiteks peasekretärid;0.8028
toomised provokatsioonid;0.8022
külmule korporatiivsus;0.8021
mõista inimesed;0.802
loodan asi;0.802
inimesed võrdlemisi;0.8018
Ma ütlen;0.8018
jõudu Ma;0.8017
tähendab ideed;0.8008
kandepind suurem;0.8002
olulisemad hästi;0.8001
mängu lõhki;0.8
tegelikult läbirääkimise;0.7988
kiputakse diskrediteerima;0.7985
tahtis öelda;0.7985
läbirääkimise läbirääkimised;0.798
räägitud partei;0.798
kohanimekirjas Küll;0.7979
ajaloo ala;0.7972
räägid kõla;0.7968
50000 lajatas;0.7956
Estonia kontserti;0.795
lõppesid lõppesid;0.7949
kahjuks kaamera;0.7946
asjad võib-olla;0.7939
natuke parempoolsed;0.7938
levib Eesti;0.7935
arvamusloo pealkiri;0.7927
rääkinud perspektiiv;0.7926
kriisi vägisi;0.7925
Eesti suurkogu;0.7923
Käitumine tekitab;0.7922
Euroopa Liit;0.7919
otsustajad lihtsalt;0.7909
ärkab nutma;0.7903
valimisliidud kindel;0.7895
erakondlike mängukesi;0.7885
järjekordne kongress;0.7881
juhid alahindasid;0.7876
juhtus õnnetus;0.7867
Tallinna kesklinna;0.7866
Kõik ilusad;0.7862
väikene rosin;0.7856
hetkel öeldi;0.7855
paljud paljud;0.7848
kuvandiga asjad;0.7844
pretsedent Ma;0.7839
võimalik asi;0.7835
Nad mõistlikke;0.782
õppi õppinud;0.7813
jõhvis Seal;0.779
treiali pressikonverents;0.775
rahvusringhäälingule antud;0.7728
