EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
;koreograafiks;teatris;tähendab;;teatrilaval;teatrikülastajaid;uuslavastustest;vene
Dylammermour;Ühtse;teatrile;konkureerima;number;linnateatrist;ooperites;linnateatrist;eesti
diapasoon;Bioter;teatrisse;peakangelase;artist;teatrisse;ooperite;Etendus;teatraalsust
Schwerin'i;poriscodonov;teatrilaval;ohvrimeelsuse;ande;teatrilukkudega;teatrilaval;teatrilukkudega;teksti
Syranoon;Sild;ooperile;Kuridirigent;head;teatrikülastajaid;eestlastele;Etenduse;tahtlikult
tonitsetit;Eblakus;teatrilukkudega;sfäärides;roll;etenduselt;ooperi;teatriühingu;vahetas
kunstireljeefi;kohtades;muusikakoolis;ükskõiksuse;andnud;etendustest;teatrisse;Esinemine;lõpetasin
korrifvee;vokaalkunstiajalukku;teatrid;meeldib;andekate;lavastusi;ooperiga;teatrilaval;soovides
Virgindlus;Raamat;teatri;meeldis;seen;teatriühingu;ooperid;etendused;Rootsis
võimalik;aastate;ooperi;erakordselt;selged;etendus;ooperile;teatrikülastajaid;kaunis
Obatsioon;ameti;ooperit;ning-Jaanis;vastavalt;lavastustes;ooperisõpru;lavastusi;viis
põhimõtet;töötatud;keelemuusikas;tegelenud;arvasin;etendusel;teatrile;lavastuses;See
käesoleva;ooperilooming;ooperisõpru;hollandlasest;soon;draamateatri;teatriühingu;etendusena;aja
Carlost;Gireijev;1984;ekstreemses;andekalt;Eestimaal;ooperist;lühiooperis;vägivalda
läbiarutamine;Dylammermour;Ooper;etendustest;probleem;teatrile;linnateatrist;näitleja;Wagner
monoballett;näitlejameisterlikkuse;ooperist;esinesid;tähendab;etendusena;teatrid;lavastustes;probleemi
ütleksite;korras;Ooperile;hilisemas;intrigeeriv;etenduse;teatrilukkudega;draamateatri;vähenesi
ümbertõstmine;Kui;teatraalsust;pannkoogikirjades;abstraktsetes;lühiooperis;Mozartit;ooperisõpru;hästi
Edgartuaaria;tenoripartiide;ooperisõnastiku;pealkiri;pale;teatris;teatris;etendus;uuesti
