EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM-L12_multi;multi_e5;xml_roberta
;sport;nimed;tähendab;;muusikakohti;Helin-Mari;kirjutatud
popdžässlaulu;Kui;Helin-Mari;saatekülaline;number;muusikasse;muusikakohti;Soome-Eesti
soundtrack;soundtrack;muusikakohti;meeldib;suitsed;muusikapedagoogikat;lemmikhelilooja;seotud
kavistamised;muusikaklubis;eesnimed;musitseerib;head;muusikas;heliloojad;inimeste
õnnestus;pillimees;nimi;hiljaaegne;moment;muusikast;pillimeeslauljaga;maa
võimalik;kultuur;muusikakoole;meeldis;standardsed;muusikalistest;Kuule;meeldib
helikeel;Kas;muusikahariduse;asjadega;headele;muusikaga;Meie;võib-olla
Panakvaarium;sõprade;muusikaliste;hiljaaegu;andnud;muusikamaailmas;lauljad;mõelda
põhimõtteliselt;veetnud;nimeline;hilisemas;hell;muusikat;muusikaklubi;võimalust
õnnestub;Millised;nimemälu;igapäevasiiski;seen;muusikal;lauljaid;jäänud
õnnestunud;pillimeeslauljaga;muusikat;noodijoontega;laste;muusikalises;muusikalistest;kiriku
avaakord;tabas;muusikaga;vaesekesed;tekitas;pärimusmuusika;Toomas;töötegemisele
