EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
1,1,1,0,0,0,2,2,1,14,evolutsioon; gustav; naan; akadeemia; sõda; fašism
1,1,1,0,0,0,2,2,0,14,evolutsioon; gustav; naan; sõda; fašism
1,1,1,0,0,0,2,2,0,14,evolutsioon; gustav; naan; sõda; fašism
1,1,1,0,0,0,2,2,0,14,evolutsioon; gustav; naan; sõda; fašism
1,1,1,0,0,0,2,2,0,14,evolutsioon; gustav; naan; sõda; fašism
1,1,1,0,0,0,2,2,0,14,gustav; naan; teadus; sõda; fašism
1,1,1,1,0,1,2,2,0,14,evolutsioon; gustav; naan; sõda
4,1,3,0,0,1,2,3,0,14,evolutsioon; akadeemia; gustav; naan; plahvatus; sõda
3,2,1,0,0,2,2,3,0,14,gustav; naan; akadeemia; sõda
3,0,0,0,0,2,2,3,0,14,gustav; naan; akadeemia; sõda
1,0,1,0,0,2,3,2,0,14,informatiivne; gustav; naan; akadeemia
