Model name,F1 score
EstBERT,5.152147086911526
est-roberta,5.444749861158857
LaBSE,10.719094694799812
bertMulti,2.6316995387601456
distilbertMulti,2.42966906339783
MiniLM_multi,9.305522195320249
MiniLM-L12_multi,10.989440120764343
multi_e5,9.193714246037125
xml_roberta,2.6518810873759544
EstBERT,5.152147086911526
est-roberta,5.444749861158857
LaBSE,10.719094694799812
bertMulti,2.6316995387601456
distilbertMulti,2.482579116307883
MiniLM_multi,9.305522195320249
MiniLM-L12_multi,10.989440120764343
multi_e5,9.193714246037125
xml_roberta,2.768929882202527
EstBERT,5.152147086911526
est-roberta,5.444749861158857
LaBSE,10.719094694799812
bertMulti,2.6316995387601456
distilbertMulti,2.482579116307883
MiniLM_multi,9.305522195320249
MiniLM-L12_multi,10.989440120764343
multi_e5,9.193714246037125
xml_roberta,2.7825985380706713
EstBERT,5.152147086911526
est-roberta,5.444749861158857
LaBSE,10.626197159156982
bertMulti,2.6316995387601456
distilbertMulti,2.482579116307883
MiniLM_multi,9.305522195320249
MiniLM-L12_multi,10.989440120764343
multi_e5,9.147417949740829
xml_roberta,2.69565872890864
EstBERT,5.152147086911526
est-roberta,5.444749861158857
LaBSE,9.549562709448782
bertMulti,2.6316995387601456
distilbertMulti,2.482579116307883
MiniLM_multi,9.196651980567681
MiniLM-L12_multi,10.949757581081801
multi_e5,9.103223997334316
xml_roberta,2.7383937716436826
EstBERT,5.202652137416577
est-roberta,5.332516664634472
LaBSE,8.627406530030456
bertMulti,2.6316995387601456
distilbertMulti,2.482579116307883
MiniLM_multi,8.607587050973706
MiniLM-L12_multi,10.613728366257346
multi_e5,8.641633064211213
xml_roberta,2.7727829119151757
EstBERT,4.81153285891807
est-roberta,5.048186941594613
LaBSE,8.405412555290345
bertMulti,2.693791764782704
distilbertMulti,2.533084166812934
MiniLM_multi,8.536906237411019
MiniLM-L12_multi,9.590703162003983
multi_e5,7.963800002524161
xml_roberta,2.776737107656811
EstBERT,4.810193016238358
est-roberta,4.8713281505946515
LaBSE,8.413565190909162
bertMulti,2.954786856756014
distilbertMulti,2.482579116307883
MiniLM_multi,8.102230386928275
MiniLM-L12_multi,9.520177956226936
multi_e5,7.100059210296669
xml_roberta,2.844707945192866
EstBERT,5.114367695185663
est-roberta,4.847733802321098
LaBSE,7.7289957775771025
bertMulti,3.0244117095222673
distilbertMulti,2.482579116307883
MiniLM_multi,8.271243705672774
MiniLM-L12_multi,8.89842455554403
multi_e5,7.083718647118658
xml_roberta,2.875693348548536
EstBERT,4.874353817565693
est-roberta,4.590556339261285
LaBSE,7.764642724546002
bertMulti,2.9350136528892814
distilbertMulti,2.482579116307883
MiniLM_multi,7.197969414065737
MiniLM-L12_multi,8.421682504749521
multi_e5,6.8257391142349135
xml_roberta,3.0471303632136246
EstBERT,4.42609904633087
est-roberta,4.611717190332382
LaBSE,7.58815372742326
bertMulti,3.4107720623778883
distilbertMulti,2.494076818635172
MiniLM_multi,7.039609775219258
MiniLM-L12_multi,8.025750463232868
multi_e5,6.88605143852611
xml_roberta,3.0618653210644813
