Model name,F1 score
EstBERT,3.3325722168902914
est-roberta,2.4292744738313896
LaBSE,6.062084009972494
bertMulti,0.675569307944787
distilbertMulti,2.042853329955489
MiniLM_multi,5.359405479304392
MiniLM-L12_multi,5.256854937328342
multi_e5,5.2332141886996
xml_roberta,1.9173529236387334
EstBERT,3.3325722168902914
est-roberta,2.4292744738313896
LaBSE,6.019348967237451
bertMulti,0.675569307944787
distilbertMulti,2.042853329955489
MiniLM_multi,5.359405479304392
MiniLM-L12_multi,5.256854937328342
multi_e5,5.2332141886996
xml_roberta,1.8460374078787731
EstBERT,3.3325722168902914
est-roberta,2.4292744738313896
LaBSE,6.019348967237451
bertMulti,0.675569307944787
distilbertMulti,2.042853329955489
MiniLM_multi,5.359405479304392
MiniLM-L12_multi,5.256854937328342
multi_e5,5.2332141886996
xml_roberta,1.9312124667380426
EstBERT,3.3325722168902914
est-roberta,2.386539431096347
LaBSE,5.751434737923198
bertMulti,0.675569307944787
distilbertMulti,2.042853329955489
MiniLM_multi,5.359405479304392
MiniLM-L12_multi,5.256854937328342
multi_e5,5.2332141886996
xml_roberta,1.775896589199943
EstBERT,3.3325722168902914
est-roberta,2.430642837268719
LaBSE,5.709670450956202
bertMulti,0.675569307944787
distilbertMulti,2.042853329955489
MiniLM_multi,5.33813861980224
MiniLM-L12_multi,5.190148445890667
multi_e5,5.0603392174550645
xml_roberta,1.7362140495174032
EstBERT,3.3274281839684803
est-roberta,2.2811231932193787
LaBSE,5.426903873389593
bertMulti,0.550075644520089
distilbertMulti,2.042853329955489
MiniLM_multi,4.857730634445347
MiniLM-L12_multi,4.6195560808114
multi_e5,4.403799238520842
xml_roberta,1.8630760763794303
EstBERT,2.920393413986219
est-roberta,2.257874389225451
LaBSE,5.359110196009586
bertMulti,0.7147693568670581
distilbertMulti,2.0811675062007002
MiniLM_multi,4.091032791333629
MiniLM-L12_multi,3.9626105713265183
multi_e5,3.7040820114362645
xml_roberta,1.8186316319349856
EstBERT,2.7272584859395805
est-roberta,2.0215089480208417
LaBSE,5.211858028858572
bertMulti,0.9302003615094491
distilbertMulti,2.0811675062007002
MiniLM_multi,4.341494352604325
MiniLM-L12_multi,3.8869301391242255
multi_e5,3.6084037178524326
xml_roberta,1.8630760763794298
EstBERT,2.392770333137869
est-roberta,1.940742584969064
LaBSE,5.098033282883437
bertMulti,1.3319469241373156
distilbertMulti,2.0020008395340336
MiniLM_multi,4.534469618420204
MiniLM-L12_multi,3.505802184401696
multi_e5,3.4091695537465374
xml_roberta,1.9350602862946744
EstBERT,2.397554622213346
est-roberta,1.9758717589140278
LaBSE,4.999684320557802
bertMulti,1.2015084592521799
distilbertMulti,2.096606314574291
MiniLM_multi,4.378397812990271
MiniLM-L12_multi,3.429682831583193
multi_e5,3.401196826195495
xml_roberta,2.007039751866818
EstBERT,2.3921879328866504
est-roberta,1.987390735683511
LaBSE,4.395677159641718
bertMulti,1.5053599575481227
distilbertMulti,2.1537251216930984
MiniLM_multi,4.262767712637948
MiniLM-L12_multi,3.265144275602901
multi_e5,3.5583318961954475
xml_roberta,1.9250953074223733
