Model name,F1 score
EstBERT,3.3096727044142704
est-roberta,3.296502672566251
LaBSE,7.161641962004299
bertMulti,0.786781779310515
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,5.38648741798139
multi_e5,6.7688515824599245
xml_roberta,2.127565447398742
EstBERT,3.3096727044142704
est-roberta,3.2979723962581966
LaBSE,7.1171975175598545
bertMulti,0.786781779310515
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,5.434796596725352
multi_e5,6.7688515824599245
xml_roberta,2.0736685244615716
EstBERT,3.3096727044142704
est-roberta,3.2979723962581966
LaBSE,7.1171975175598545
bertMulti,0.786781779310515
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,5.434796596725352
multi_e5,6.7688515824599245
xml_roberta,2.1585923725433145
EstBERT,3.3096727044142704
est-roberta,3.2979723962581966
LaBSE,6.679482031631097
bertMulti,0.786781779310515
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,5.434796596725352
multi_e5,6.7688515824599245
xml_roberta,2.0483892769601018
EstBERT,3.3076598219666047
est-roberta,3.217925335924398
LaBSE,6.423145632695829
bertMulti,0.786781779310515
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,5.398954302818541
multi_e5,6.686598521191598
xml_roberta,2.1063289980577182
EstBERT,3.269736428487656
est-roberta,3.250173399502385
LaBSE,6.499132063508835
bertMulti,0.6612881158858172
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,4.806053491446742
multi_e5,5.828551022571247
xml_roberta,2.135568764139589
EstBERT,2.9013311638868173
est-roberta,3.152106277755358
LaBSE,6.507329726236352
bertMulti,0.822169979276641
distilbertMulti,1.4844206618005995
MiniLM-L12_multi,4.542690834745538
multi_e5,5.695214159073307
xml_roberta,2.135568764139589
EstBERT,2.6216377628437972
est-roberta,2.831379047475298
LaBSE,6.08607555929595
bertMulti,0.9377386126739693
distilbertMulti,1.4381243655043032
MiniLM-L12_multi,4.4710450695302155
multi_e5,5.411777687376474
xml_roberta,2.045381173951999
EstBERT,2.5061365901401773
est-roberta,2.765600718971959
LaBSE,6.226654998345124
bertMulti,1.3799061402630586
distilbertMulti,1.4381243655043032
MiniLM-L12_multi,4.355275196278341
multi_e5,5.395700471461476
xml_roberta,2.275386375221568
EstBERT,2.278537338619553
est-roberta,2.811764332807768
LaBSE,5.8862898808679756
bertMulti,1.3629375121833194
distilbertMulti,1.459434081016917
MiniLM-L12_multi,3.98859654426768
multi_e5,4.846328257783513
xml_roberta,2.2512772809370354
EstBERT,2.275182410712195
est-roberta,2.587506692289587
LaBSE,6.54309145629345
bertMulti,1.585887720463088
distilbertMulti,1.4413930601708473
MiniLM-L12_multi,3.84952324175306
multi_e5,5.120287053001862
xml_roberta,2.066011929005017
