EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
4,0,0,1,1,1,3,0,0,17,norra; pirgu; mõisaproua; pekk; mõis; concordia; ruth-kaja
4,0,0,1,1,1,3,0,0,17,norra; pirgu; mõisaproua; pekk; mõis; concordia; ruth-kaja
4,0,0,1,1,1,3,0,0,17,norra; pirgu; mõisaproua; pekk; mõis; concordia; ruth-kaja
4,0,0,1,1,1,3,0,0,17,norra; pirgu; mõisaproua; pekk; mõis; concordia; ruth-kaja
4,0,1,1,1,1,3,0,0,17,norra; pirgu; mõisaproua; pekk; mõis; concordia; ruth-kaja
2,1,1,1,1,1,3,0,0,17,norra; pirgu; mõisaproua; pekk; concordia; mõis; ruth-kaja
4,1,1,0,1,3,3,0,0,17,norra; pirgu; pekk; mõis; concordia; ruth-kaja
1,0,0,0,1,1,4,0,0,17,norra; pirgu; mõisaproua; concordia; mõis
1,1,0,1,1,2,6,0,0,17,norra; majapidajanna; pirgu; pekk; mõis; concordia; ruth-kaja
1,0,0,2,1,2,5,0,0,17,norra; pirgu; pekk; mõis; concordia; ruth-kaja
1,0,0,1,1,1,4,1,0,17,norra; pekk; concordia; mõis; ruth-kaja; kilumets
