EstBERT;est-roberta;LaBSE;bertMulti;distilbertMulti;MiniLM_multi;MiniLM-L12_multi;multi_e5;xml_roberta
in estonia;õpetas katekismus;õppides laulma;ajamast näitejuhina;noorem vend;ema mõisaprouaga;tutvustati lapsepõlvest;lapsepõlvest isa;trummi lüüakse
näitlejatega ütled;kohas juudi;kirjeldamatult vesi;elsa hankis;pass biolov;käisime külas;koka sündisin;koka sündisin;kor neljaklassiline
esitel solitoomidki;peegel meigi;tutvustati lapsepõlvest;elas mäeküla;kodus kodus;tutvustati lapsepõlvest;käisime külas;narva-jõesuu noor;teada alguses
kergem mängida;majakeste tutvustati;oligi knorkestrandi;vaatama virukas;meelt head;elas mäeküla;majakeste tutvustati;mõisaprouaga sõitusid;tänulikud väga-väga
mullas noorem;orkestrit orkestris;näiteks suurtalendiga;ehitasime aastal;mundremees pass;isale süüa;linnas sisele;õppisin laulma;näitlejatega armastab
õieses kirjutas;uued räägin;välismaalt prantsuse;lahti estonias;toime terve;käisin lilleäris;ilutses ema;sattusin elementaarkooli;rahu linna
puhust korreti;pimetatuks laulumänge;aidameheks hiiumaale;estonia teatri;halvustada esimene;elas kõrvalmajas;pinnase vastsündinud;mängis anna-liisat;teatri algus
ilumäe pimetatuks;elas kõrvalmajas;poissmehena andres;noorem vend;no mee;välismaalt õpetas;isale süüa;lugude üksikud;13 aastani
biolov meeldis;päev 12;tiristaminud orkestrist;elas kõrvalmajas;aednik prover;mõisadele suured;talu saimar;väga-väga nii-öelda;käisime külas
aastastest nakatus;kodus isa;paadis viispaadmisist;aleksander triller;partnerid paul;abiellusin mehega;teadsid lugude;neljaklassiline venekeelses;räägin lilleris
ulu õhta;palgiparved tead;laulukooris rätsepmeister;kodus isa;richard eva;poissmehena andres;vene õpetaja;mäletan rahuvabriku;aega rahu
anneli kümmendu;näiteseltskonnale kättpidi;soome laulupeost;õppis viiulit;sisele astusin;mõisnik aidameheks;perekonnas filiaal;õppisin 13;mängimisest mängis
