EstBERT,est-roberta,LaBSE,bertMulti,distilbertMulti,MiniLM_multi,MiniLM-L12_multi,multi_e5,xml_roberta,expected_amount,words
2,3,2,2,1,4,2,3,6,12,meedia; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; arengukava
2,3,2,2,1,4,2,3,6,12,meedia; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; arengukava
2,3,2,2,1,4,2,3,6,12,meedia; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; arengukava
2,3,2,2,1,4,2,3,6,12,meedia; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; arengukava
0,3,4,2,1,4,2,3,6,12,meedia; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; arengukava
0,2,4,2,1,5,3,3,6,12,kerge; arengukava; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; meedia
3,3,4,2,1,5,2,4,6,12,kerge; arengukava; keele; ühisosa; lingvistika; haridus; keelekorraldus; krista; meedia
2,2,2,4,1,4,2,2,6,12,kerge; arengukava; keele; ühisosa; ilukirjandus; lingvistika; haridus; krista; meedia
4,2,1,1,1,2,0,2,6,12,meedia; keele; ühisosa; ilukirjandus; haridus; krista; arengukava
3,3,2,0,1,1,2,1,5,12,kerge; arengukava; keele; ühisosa; haridus; krista; meedia
2,5,3,2,3,2,2,4,5,12,kerge; arengukava; keele; ühisosa; lingvistika; haridus; krista; meedia
