keyphrase;score
rääkima esimene maailmasõjateemaline;0.7301
ajaloolane tegu sedavõrd;0.6468
maailmakirjandus püsima läänerinne;0.5881
sajand Euroopa ajalugu;0.5874
aasta 1914 võimalik;0.5736
saade pealkiri aeg;0.5651
rindeohvitser sõda lõpp;0.5629
kauaoodatud sündmus kirjeldama;0.5623
sõjaromaan ilmuma neli;0.5621
keel nimelt aasta;0.5545
briti impeerium poliitika;0.5374
tegelikult aeg rääkima;0.5316
maailm inimene vähemasti;0.5275
kirjutama Landeswehr päev;0.527
kirjanik demobiliseerima aasta;0.5249
vene vaade jääma;0.5212
materjal sajand loodetavasti;0.5204
1919 märksa melanhoolsem;0.5196
võtma nimi hiljem;0.5164
relvavend unustama hiljem;0.5152
Ferdinand üheksas viimane;0.5133
traditsioon mõttesuund lõikama;0.5112
kapten kirjutama varem;0.5109
roomlane ütlema sõda;0.5071
film Voot rääkima;0.5062
huvitav sissekanne 15;0.5048
raamat aus hästi;0.5035
irvitama kaasmaalane inglane;0.5033
algama saatesari tapma;0.5004
täna käsitlema Peeter;0.4987
tsükkel järgnema teinekord;0.4968
maailmasõda Ida-Saksamaa linnapea;0.4966
aasta rahu tundma;0.4937
lõpp uhke haavama;0.4929
võimalik mõtlema lugema;0.4892
uus realism uus;0.4877
kaasa Saksamaa ase;0.4867
meeldima sümpaatia revolutsiooniline;0.4862
diplomaat kool asedirektor;0.4833
mõte kõrvutama prantsuse;0.4809
jätkuma tsitaat lõpp;0.48
prantsuse kirjanik Andrei;0.4797
aeg aru Louis;0.4764
shop tõlkima sõda;0.4748
seriaal eriti viimane;0.4722
kroonprints hiljem esimene;0.4662
film esimene 1900;0.4649
võimaldama nägema esimene;0.462
suurim lahing Leeseparss;0.4611
tõsiasi Atlandi ookean;0.461
muutma sündmus kinnitama;0.458
Stalin biograafia jääma;0.4576
sherif näidend pealkiri;0.4576
kiirustama sõna kolm;0.4575
virkama Eesti kompaniiülem;0.4564
detail lahingutätähähtsus järjest;0.4554
Ida-Saksamaa 1979 -le;0.4552
kahekümnes kolmekümnes teadma;0.4538
Oskar Luts ütlema;0.4516
pikk aeg aru;0.4501
poliitiline mõju renn;0.447
puhkema revolutsioon võitlema;0.4423
iiri väeosa äsja;0.4421
hetk organism otsustama;0.44
sünnitama Aleksejev esimene;0.4378
sõjapatrull nimi korduma;0.4366
puudutama Venemaa võib-olla;0.4341
ridamine tunduma vaja;0.431
punane saksi aristokraat;0.4293
neli teos põhjus;0.4266
tsiteerima härra kolonel;0.4261
žürii lugeja hinnang;0.426
muutus tekst kaks;0.4251
täpselt algus Ludwig;0.4249
Hemingway hiljem asuma;0.4213
Rumeenia rinne kestma;0.4189
hurra ärkama hulljulge;0.4182
konkureerima tursele raamat;0.4159
Voot rääkima saksa;0.4136
luuletus kirjeldama puhkus;0.412
seitsmeteistkümnes aasta keelama;0.412
1932 ilmuma loodus;0.4102
kaevikusõda turmtuli Idarinne;0.409
osalema jõud Hispaania;0.4078
Taani kõva sõjamees;0.4072
lahing mõjus absurdne;0.4054
statistiline muutus kirjandus;0.4038
Saksamaa skandaalne film;0.4019
tõlkima tõlkima Marta;0.4016
selge piiriline sõjaruum;0.401
asi märksa lakoonilisemalt;0.3994
andma päevik kaasa;0.3979
teadma natuke Hannover;0.3963
mees krahv Stenbocki;0.3954
sõprusringkond veterane kirjutama;0.394
romaan kaasautor nimi;0.3931
rääkima kapten Conan;0.3888
keelama Briti armee;0.388
Hitler virgats Adolf;0.3865
Taani näide teenimatult;0.3853
tegu loomulikult 1981;0.3835
linn elu lõpp;0.3817
oluline näidend edu;0.3813
üheksa saade võimalik;0.3813
tasapisi edenema avanema;0.3804
koht ilmselt võimalik;0.3786
tõusude-langus oluline oluline;0.3692
termin kasutamine näitama;0.3683
Lootus kindlasti huvitav;0.3661
ohvitser aru asi;0.3653
väike lõik Ernst;0.362
toimuma idarind enamus;0.3614
praetama hane taks;0.3609
nutma vaene eestlane;0.3594
teistmoodi kartma potentsiaalne;0.3582
suur kogemus võimatu;0.3556
vahe eskadron mees;0.355
kaasa Richard Roht;0.3503
kaduma kiiresti tonaalsus;0.3498
tohutu mass esimene;0.3498
preemia hääletamine kaks;0.3494
maalikunstnik asi võtma;0.3484
vastavalt peategelane karjääriredel;0.3478
laulma kuulus briti;0.3429
kandis kool käima;0.3409
ütlema Hašek sugugi;0.3356
näitama märkimisväärne vaprus;0.3353
sõda neuroos meditsiin;0.334
kindlasti mees selgelt;0.333
mets Roland toorsele;0.331
pööre vasakpoolsus suunas;0.3297
põhjus jäine sari;0.3291
tagantjärele kuulama muusikapala;0.3285
nägema neli mees;0.3273
Andrei Moroa loomulikult;0.3268
režissöör Ran tavern;0.3255
Lynn stiil lennus;0.3241
surema kõrgelt lugupeetud;0.3226
ilmselt teos hea;0.3222
tohutu hulk Itaalia;0.322
andma loomulikult raadio;0.3212
surnud naasma kergelt;0.3199
tugev šokk üllatus;0.3186
kirjutama selgemalt lihtsamalt;0.3182
aastane vabatahtlik rinne;0.3154
aumärk sõjamedal medaimiliteer;0.3139
aasta kevad suurim;0.3121
kool asedirektor Vahur;0.3093
film valmis 1996;0.3091
toimuma järgnema Baker;0.3065
rünnak reserv valmis;0.2962
pruut pruut ütlema;0.2922
möödunud kraantranž vesi;0.2902
kuu rinne olemine;0.2893
plaan leidma raamaturiiul;0.2824
teraapia tunduma esimene;0.2814
psühholoogiline võte Ren;0.2776
20 minut ettevalmistav;0.2733
allveelaevamees laulma terassilinder;0.273
sümptom tulemus tõsine;0.2721
nulu tehnik meerika;0.2702
Heli Allik linn;0.2685
raske raske konkureerima;0.2673
vaikimine teadma doktor;0.2673
maakaitseväelane poiss kibedasti;0.2668
kael perse kompanii;0.2536
kontrast test ootus;0.2517
valdav kaos element;0.2515
hobune sõitma galopp;0.2507
kukkuma maha lammas;0.25
pidev puhkepäev puuduma;0.2485
mees uuesti peksma;0.2445
Edward Thomas jääma;0.2431
silm kahvatud põiklema;0.2379
sõim jalg pers;0.2377
Conan segi ajama;0.2362
vabam kaasaegne kodu;0.2342
40 protsent haavatu;0.234
kaitsma katkestama ühendus;0.225
sündima nimi Arnold;0.2236
küla uputama toit;0.2016
sisikond suur verine;0.2015
kaotama liikumisvõime zombie;0.1999
haigla välihospital mees;0.1988
halb sõbralik viisakas;0.1894
laud paarkümmend erinev;0.1864
tantsima jääma jääma;0.1804
Jaanrii bar püstol;0.1782
maha laadima Sell;0.1777
jooma magus õlu;0.1775
noorem vend lähedane;0.1762
inglise keel shell;0.1712
oks muld kartlikum;0.1476
meerika madal Matsatus;0.1395
edukalt kasutama tubakakott;0.1319
keelduma streikiv tööline;0.1165
gaasimaske kasutama gaas;0.0976
lõualot ahv leidma;0.0914
pungil rasv õun;0.0895
mees lõõskas uni;0.0247
