keyphrase;score
kõikjal Nõukogude Eestis;0.5131
tänavustel jaanipidustustel kõikjal;0.4936
jaanipidustustel kõikjal Nõukogude;0.4589
Nõukogude Eestis laiemal;0.4418
Eestis laiemal rõõmsamal;0.4375
täna jaaniõhtu eriti;0.408
minevikus tänavustel jaanipidustustel;0.4075
Eesti kaunimaid eile;0.4014
lõunasse teritame Kesk-Eestis;0.3775
kaunimaid eile õhtul;0.3741
loendada Eesti kaunimaid;0.3738
jaaniõhtu eriti Saaremaal;0.3662
manas Viljandis lauldud;0.3653
Ringvaadet tänane Eesti;0.3622
aastas täna jaanilaupäeva;0.3564
Eesti aasta pikemasse;0.3559
õhtul süttisid jaanituled;0.3554
tänavu jaani hästi;0.3549
jõuaks loendada Eesti;0.3532
lauldud Viljandi järvest;0.3531
algamas suur jaaniõhtu;0.3517
kuuleta Gustavat küla;0.3474
Kõik täna kogunenud;0.3468
Täna jaaniõhtul avatakse;0.3467
terve Eesti Lasnamäelt;0.3464
laulad südasuvi jaanipäev;0.3443
täna jaanilaupäeva õhtul;0.3433
rääkinud täna jaaniõhtu;0.3432
sajandi jaaniõhtul Viljandi;0.343
laitmatult jaanitujule Täna;0.3429
Nüüd hoolitseppi Eesti;0.3427
jaanitule Ja pidustused;0.3427
jaanitujule Täna jaaniõhtul;0.3417
kauges minevikus tänavustel;0.3413
täna õhtul ebatavaline;0.3407
Nõukogude Eesti aasta;0.3386
Vainudel terve Eesti;0.3364
jaaniõhtu kontsert kõlavad;0.3348
suur jaaniõhtu kontsert;0.3319
tallinlaste suur jaaniõhtu;0.3289
aasta süttis jaanitulest;0.3283
üldse jaanipäevapidamist püüti;0.3258
tänaseid peolisi laululava;0.3255
enamus kolhoose tänavu;0.3245
tänavu tähtsast jaani;0.3242
Viljandis lauldud pluusinimedas;0.324
kord aastas täna;0.3233
hoolitseppi Eesti jaaniõlle;0.3224
õllemeistritele head jaanipäeva;0.3197
kontsert kõlavad Viljandi;0.3178
täna juuakse Jaaniõlu;0.3169
hääled Juba lõhnavaid;0.3168
Ja pidustused jätkuvad;0.3166
Kuulsite Ringvaadet tänane;0.3137
laiemal rõõmsamal hoogsamal;0.3126
süttis jaanitulest põlema;0.3117
laule lauldud Viljandi;0.3115
vanade rahvapillide mängijatega;0.3114
täna kogunenud noorsoo;0.3114
eile õhtul süttisid;0.3109
Ainult täna õhtul;0.3104
Kesk-Eestis Türi Suure-Jaani;0.3101
pidulikult linna rongkäigul;0.3089
paistab jaaniToiustest täna;0.3088
suurim keskseim jaanipidu;0.3087
jaanituld üldse jaanipäevapidamist;0.3078
kuulake Ringvaadet tänane;0.3075
Kuidas tänavu tähtsast;0.3074
jaanipäeva ühtegi püha;0.3073
Gustavat küla muiste;0.3073
tänane Eesti reporterid;0.3063
jaanituled kolhoosis linnasaarel;0.306
süttisid jaanituled kolhoosis;0.3057
kindlalt öelda tänane;0.3056
jaaniõhtul Viljandi jätta;0.3042
sõna jaanipäeval öelda;0.3035
päeva sündmustest kuulmiseni;0.303
Ja jaanipäeval nõudminellergi;0.3019
tänaõhtuste haruldasemad esinejatega;0.3017
radadelt Tallinna jaanipeole;0.3
täna ulatuslik uus;0.2998
öelda tänane pidu;0.2993
esimene sõna jaanipäeval;0.2991
astus Nõukogude Eesti;0.2978
toimub aastal Moskvas;0.2973
niigi laitmatult jaanitujule;0.2969
jaaniõhtule Kui laule;0.2965
teritame Kesk-Eestis Türi;0.2956
jaanipäevapidamist püüti vanast;0.2955
pidupäev paljudes vabariigikeskustes;0.2945
tänane Eesti Köik;0.2944
muistsetel linnamägedel vanades;0.2941
Ja süttisid jaanituled;0.2933
Ent varasem jaanituli;0.2925
jaaniõhtul avatakse Tallinna;0.2911
aastaga väljanõudmine suuremas;0.291
paljudes vabariigikeskustes Siin;0.2908
Seetõttu jaaniööl metsa;0.2896
jaanipidu kiigele hääled;0.2888
näiteks jaani punktil;0.2883
ainus kord aastas;0.2882
kuulajad jälle kaugetelt;0.2879
keskseim jaanipidu Vabariigis;0.2879
See suvekeskne püha;0.2872
jaanipidu Vabariigis Tallinna;0.2867
Viljandi muiste kombel;0.2861
Millal tänavu ajamärkide;0.286
vanad kombed konkreetsemad;0.2857
Tallinna lauluväljak paistab;0.2852
süttisid jaanituled Praegu;0.2849
tähendab rahvatarkuse jaanipäeval;0.2846
kõrgendikel Võrtsjärve kallastel;0.2843
aasta pikemasse päeva;0.2832
selgub täna täpselt;0.283
tihti rääkinud täna;0.2824
lillepärjad ilusaks lilled;0.2821
mustlaskomissilles Kõik täna;0.2808
jaanipäeva edukalt kuuenda;0.2805
Ja kuuleta Gustavat;0.2797
ajal jaanituld üldse;0.2791
täna täpselt 360;0.2776
Installin kuulake Ringvaadet;0.2759
tingimata 80 aastat;0.2752
tollal tähelepanuväärsem Jaaniku;0.2752
põlema suurem Suure-Jaani;0.274
jaaniööl metsa püüti;0.2735
õitseb sumiseb laulad;0.2728
igivanasse jaanipäevagi uut;0.2727
kauem aega seisnenud;0.2721
jaanipäev Ja kuuleta;0.272
elu kukkus täna;0.2715
lõpuks meestele jaanipidu;0.2711
rõkkas lõbus jaanipidu;0.2711
suurem uhkem ehitis;0.2702
Tänaste üritustega palume;0.2698
leidub möödunud sajandist;0.2694
kahtlemata vanad algas;0.2692
Kui laule lauldud;0.269
linnas valmistatud jaanuariks;0.2682
voolab tallinlased kevadel;0.2681
vana tõekspidamine jaanipidu;0.2678
tänapäeval ürgse inimese;0.2675
leida koduteed suvel;0.2661
mandril saarlased kuulsamad;0.2654
naeru kuuldes vanapaari;0.2651
kindlasti mäletate kuulsime;0.2648
sügisel lõikust pidutseda;0.2644
vanast ajast tuntud;0.2643
tolleaegne linna suurem;0.2621
vanast rahvakombest kiriku;0.2613
rõõmu kordaläinud kevadest;0.2605
noorsoofestivali toimub aastal;0.2603
elurõõmust rõkkasid eesti;0.26
möödas ükskord sügisel;0.2595
ootav Jaanik Tänaste;0.2575
esimene noorsoofestival tallinlaste;0.2574
kombel Tartust Viljandisse;0.2546
kongressi otsuste elluviimise;0.2544
näha paremad kohad;0.2543
hääled panna lõpuks;0.2533
tarkus jälle jaanipäeval;0.2519
Kes jõuaks loendada;0.251
Kuule nägin suuremas;0.2503
suurele rõõmsale rahvatraditsioonidest;0.2502
tuhandeid Tallinna noori;0.2498
Kogu maailma nooruse;0.2496
pidurõivais külalisi Siin;0.2495
Suure-Jaani rajooni piiril;0.2494
üldse mandril ehitamas;0.2493
tundnud Kui vana;0.2464
maailmas Saaremaa heinamaal;0.2456
noorsoosaartel tõuseb laululava;0.2453
Siin Tartu Koondorkestri;0.2452
küla Vainudel terve;0.244
selgemat pilku homsesse;0.244
kobrutavast saare õllest;0.2439
jätk laulupidulauludega aega;0.2432
Et toidukasv suvel;0.2425
See jaanipeo haripunkt;0.2419
kauguses koova keeruta;0.2413
kuulsamad õllemeistrit suurema;0.2411
jaanisaunastusetavate memmed noortega;0.241
Siin otse järve;0.2389
juuni SL-is maailmas;0.2374
Lauluväljak ehtinud jaanikuu;0.2363
konkreetsemad jaanikombed taotlevad;0.2355
kevadtööd joones õiges;0.2352
saarlased käisid üldse;0.235
küpsemas tärni hulkas;0.2345
kukkumist kuulda Vanarahva;0.2333
Tuleval pühapäeval ajal;0.2328
1000 liikmeline lauljate;0.2323
nooremaist sõnajalaõit proovitud;0.2278
eriti üksin Tundub;0.226
käärida ongi valmis;0.2234
soojusega lood mujalgi;0.2226
See 2000 aastat;0.2204
Head suveseltsimehed Kuulsite;0.2101
põline Muhuõllemeister Ivan;0.2048
taotluste sümbolsõna Eestimaa;0.2012
