Diversity,Model,Score
diversity_6,multi_e5,0.3703367918344699
diversity_7,multi_e5,0.3697794065621723
diversity_8,multi_e5,0.3591711496516708
diversity_5,multi_e5,0.35583179338339294
diversity_9,multi_e5,0.34694935997954574
diversity_2,est-roberta,0.3412679422018947
diversity_3,est-roberta,0.341016619450572
diversity_1,est-roberta,0.3408711168050693
diversity_0,est-roberta,0.34056247482976065
diversity_6,est-roberta,0.3397876109576316
diversity_4,est-roberta,0.3384229277392332
diversity_4,EstBERT,0.33839286294201154
diversity_2,EstBERT,0.3382389918780528
diversity_1,EstBERT,0.3382389918780528
diversity_3,EstBERT,0.3378421664812274
diversity_0,EstBERT,0.33722047335953426
diversity_5,est-roberta,0.3372026965409318
diversity_5,EstBERT,0.3351029903809831
diversity_6,EstBERT,0.3339704753546343
diversity_4,multi_e5,0.3334027224829598
diversity_10,multi_e5,0.33206693926701664
diversity_6,MiniLM_multi,0.3289749271005721
diversity_7,LaBSE,0.32804815070359444
diversity_7,MiniLM_multi,0.32758302890397833
diversity_8,LaBSE,0.3268494968701367
diversity_3,multi_e5,0.3253858082682902
diversity_7,EstBERT,0.325072965223249
diversity_5,LaBSE,0.324957817380418
diversity_7,est-roberta,0.32321992258782767
diversity_7,MiniLM-L12_multi,0.32254724327673245
diversity_1,multi_e5,0.32238739237771746
diversity_2,multi_e5,0.32238739237771746
diversity_0,multi_e5,0.3220475470378721
diversity_7,bertMulti,0.3218821331747028
diversity_6,LaBSE,0.3214118074096144
diversity_6,MiniLM-L12_multi,0.32123150306006343
diversity_9,LaBSE,0.32039139509727743
diversity_5,MiniLM_multi,0.3202739426752585
diversity_9,est-roberta,0.3195535304287884
diversity_8,MiniLM_multi,0.3182584478501661
diversity_8,est-roberta,0.31821206585525474
diversity_8,MiniLM-L12_multi,0.3174358127396053
diversity_9,bertMulti,0.3157157445237941
diversity_10,est-roberta,0.3154244722807674
diversity_8,bertMulti,0.31438928424803037
diversity_10,LaBSE,0.3130692611052518
diversity_9,MiniLM_multi,0.31292580890233107
diversity_8,EstBERT,0.3120700700944509
diversity_6,bertMulti,0.3112309775325771
diversity_10,MiniLM-L12_multi,0.3090588403398001
diversity_9,EstBERT,0.30837003458262485
diversity_10,MiniLM_multi,0.30772304426071195
diversity_9,MiniLM-L12_multi,0.3056713008067497
diversity_10,EstBERT,0.30557094958991243
diversity_10,bertMulti,0.30414927326047037
diversity_4,LaBSE,0.30038757023277146
diversity_5,bertMulti,0.2969004761148724
diversity_5,MiniLM-L12_multi,0.29328212052347763
diversity_4,MiniLM_multi,0.2931430003604926
diversity_0,bertMulti,0.2924055266199229
diversity_4,bertMulti,0.29209972188687355
diversity_1,bertMulti,0.292078729234302
diversity_2,bertMulti,0.292078729234302
diversity_3,bertMulti,0.292078729234302
diversity_3,LaBSE,0.2890372753130751
diversity_2,MiniLM_multi,0.2877490193415116
diversity_1,MiniLM_multi,0.2877490193415116
diversity_3,MiniLM_multi,0.2877490193415116
diversity_0,MiniLM_multi,0.2872439688364611
diversity_1,LaBSE,0.2827467913445726
diversity_0,LaBSE,0.2827467913445726
diversity_2,LaBSE,0.28265419875197995
diversity_4,MiniLM-L12_multi,0.280143514728783
diversity_3,MiniLM-L12_multi,0.27603671931974305
diversity_0,MiniLM-L12_multi,0.27603671931974305
diversity_1,MiniLM-L12_multi,0.27603671931974305
diversity_2,MiniLM-L12_multi,0.27603671931974305
diversity_10,xml_roberta,0.2700998431345438
diversity_9,xml_roberta,0.26318543005269013
diversity_8,xml_roberta,0.25309572978239125
diversity_7,xml_roberta,0.25250086405014166
diversity_6,xml_roberta,0.24664776166195154
diversity_2,xml_roberta,0.2447083067813202
diversity_3,xml_roberta,0.244387539585553
diversity_4,xml_roberta,0.24433026434445423
diversity_5,xml_roberta,0.24388003840080724
diversity_1,xml_roberta,0.23986529032065668
diversity_0,xml_roberta,0.23781903184057465
diversity_10,distilbertMulti,0.2176831368665734
diversity_9,distilbertMulti,0.21277827263895377
diversity_8,distilbertMulti,0.1965344081681801
diversity_7,distilbertMulti,0.19572143404315748
diversity_5,distilbertMulti,0.18982579022762203
diversity_0,distilbertMulti,0.18979017769200948
diversity_6,distilbertMulti,0.1895741591426576
diversity_3,distilbertMulti,0.18896600186783366
diversity_2,distilbertMulti,0.18896600186783366
diversity_4,distilbertMulti,0.18896600186783366
diversity_1,distilbertMulti,0.18896600186783366
