word;upos;ner tag;count;stopword
jäid;VERB;O;1;no
üksi;ADV;O;1;yes
kaardilauda;NOUN;O;1;no
,;PUNCT;O;8;no
jääkjadusid;NOUN;O;1;no
.;PUNCT;O;6;no
kui;SCONJ;O;1;yes
vaikselt;ADV;O;1;no
mängusõbrad;NOUN;O;1;no
su;PRON;O;4;yes
ümbert;ADP;O;1;yes
kadusid;VERB;O;1;no
käi;VERB;O;1;no
välja;ADV;O;1;yes
viimsed;ADJ;O;1;no
kaardid;NOUN;O;1;no
ja;CCONJ;O;2;yes
tee;VERB;O;1;yes
nüüd;ADV;O;1;yes
eluga;NOUN;O;2;no
suvastas;NOUN;O;1;no
istub;VERB;O;1;no
saatus;NOUN;O;1;no
sa;PRON;O;1;yes
mängid;VERB;O;1;no
sublaan;NOUN;O;1;no
võib-olla;ADV;O;1;yes
õige;ADJ;O;1;no
mõte;NOUN;O;1;no
arukas;ADJ;O;1;no
kuid;CCONJ;O;1;yes
tea;VERB;O;1;no
et;SCONJ;O;1;yes
elul;NOUN;O;1;no
varuks;NOUN;O;1;no
üks;DET;O;1;yes
trump;NOUN;O;1;no
on;AUX;O;4;yes
varrukas;ADJ;O;1;no
saatusel;NOUN;O;1;no
ikka;ADV;O;1;yes
kõik;DET;O;1;yes
lehed;NOUN;O;1;no
märgitud;VERB;O;1;no
ahne;ADJ;O;1;no
laul;NOUN;O;1;no
lauldud;VERB;O;1;no
mäng;NOUN;O;1;no
mängitud;VERB;O;1;no
