word;upos;ner tag;count;stopword
vikerhommikus;NOUN;O;1;no
on;AUX;O;22;yes
jällegi;ADV;O;1;no
käes;NOUN;O;1;yes
aeg;NOUN;O;2;no
rubriigis;NOUN;O;1;no
vana;ADJ;O;1;no
kuld;NOUN;O;1;no
,;PUNCT;O;55;no
kus;ADV;O;3;yes
järjekordne;ADJ;O;1;no
armastatud;ADJ;O;1;no
muusik;NOUN;O;1;no
on;VERB;O;1;yes
valimas;VERB;O;1;no
.;PUNCT;O;20;no
meile;PRON;O;1;yes
hommikulugusid;NOUN;O;1;no
tänasest;ADJ;O;1;no
kuni;ADP;O;1;yes
neljapäevani;NOUN;O;1;no
välja;ADV;O;1;yes
ja;CCONJ;O;15;yes
väga;ADV;O;2;yes
hea;ADJ;O;2;no
meel;NOUN;O;1;no
et;SCONJ;O;8;yes
täna;ADV;O;3;no
hommikul;NOUN;O;7;no
külla;NOUN;O;1;no
tulnud;VERB;O;2;yes
Tõnismägi;PROPN;O;1;no
tere;INTJ;O;2;yes
hommikut;NOUN;O;1;no
Tõnis;PROPN;O;1;no
olete;AUX;O;1;yes
hommikuinimene;NOUN;O;2;no
nii;ADV;O;9;yes
naa;ADV;O;1;yes
tihti;ADV;O;1;no
ma;PRON;O;17;yes
pean;AUX;O;1;yes
olema;AUX;O;1;yes
sest;SCONJ;O;1;yes
mul;PRON;O;4;yes
tegemisi;NOUN;O;1;no
kasvõi;ADV;O;1;yes
see;PRON;O;6;yes
võin;AUX;O;1;yes
oma;PRON;O;1;yes
lapsed;NOUN;O;1;no
Elvast;PROPN;O;1;no
Tartusse;PROPN;O;1;no
kooli;NOUN;O;1;no
seetõttu;ADV;O;3;yes
tõusen;VERB;O;2;no
vara;NOUN;O;1;no
aga;CCONJ;O;6;yes
tegelikult;ADV;O;1;no
ta;PRON;O;3;yes
aastatega;NOUN;O;1;no
ongi;AUX;O;1;no
varem;ADV;O;3;no
tõusmine;NOUN;O;1;no
justkui;SCONJ;O;2;yes
rohkem;ADV;O;1;yes
olulisem;ADJ;O;1;no
kui;SCONJ;O;10;yes
olen;AUX;O;2;yes
õhtu;NOUN;O;1;no
hiline;ADJ;O;1;no
inimene;NOUN;O;1;no
seda;PRON;O;4;yes
enam;ADV;O;4;yes
ei;AUX;O;4;yes
ole;AUX;O;3;yes
võtma;VERB;O;1;no
suhteliselt;ADV;O;1;no
vara;ADV;O;1;no
lähen;VERB;O;3;yes
magama;VERB;O;2;no
juba;ADV;O;2;yes
pool;NUM;O;2;yes
10;NUM;O;1;no
või;CCONJ;O;3;yes
11;NUM;O;1;no
umbes;ADV;O;1;yes
tavaliselt;ADV;O;1;no
siis;ADV;O;5;yes
alles;ADV;O;1;yes
pidu;NOUN;O;1;no
hakkab;VERB;O;1;yes
ju;ADV;O;2;yes
te;PRON;O;1;yes
ärkate;VERB;O;1;no
mis;PRON;O;3;yes
hetkel;NOUN;O;1;no
muusikate;NOUN;O;1;no
ellu;NOUN;O;1;no
tuleb;VERB;O;2;yes
?;PUNCT;O;1;no
muusika;NOUN;O;3;no
kohe;ADV;O;3;yes
märkan;VERB;O;1;no
noorem;ADJ;O;1;no
olnud;AUX;O;3;yes
diski;ADV;O;1;no
sellel;DET;O;3;yes
aastal;NOUN;O;3;no
69;NUM;O;1;no
noor;ADJ;O;1;no
oli;AUX;O;2;yes
ärkasin;VERB;O;1;no
kindlasti;ADV;O;2;no
panin;VERB;O;2;no
mängima;VERB;O;1;no
vist;ADV;O;1;yes
mitte;ADV;O;2;yes
vaid;CCONJ;O;1;yes
vaid;ADV;O;2;yes
nendel;DET;O;1;yes
viimastel;ADJ;O;1;no
aastatel;NOUN;O;1;no
päris;ADV;O;3;yes
armastan;VERB;O;1;no
vaikust;NOUN;O;1;no
üle;ADV;O;1;yes
kõige;ADV;O;1;yes
kuulan;VERB;O;2;no
klassikalist;ADJ;O;1;no
muusikat;NOUN;O;1;no
kõvasti;ADV;O;1;no
me;PRON;O;4;yes
autoga;NOUN;O;1;no
sõidan;VERB;O;1;no
kuulen;VERB;O;2;no
ka;ADV;O;3;yes
seda;DET;O;2;yes
popmuusikat;NOUN;O;1;no
noh;INTJ;O;3;yes
raadio;NOUN;O;1;no
kahest;NUM;O;1;no
näiteks;ADV;O;1;no
vikerraadiost;NOUN;O;1;no
seal;ADV;O;1;yes
aeg-ajalt;ADV;O;2;no
ikka;ADV;O;1;yes
pop-;NOUN;O;1;no
rokkmuusikat;NOUN;O;1;no
edasi;ADV;O;1;yes
jah;ADV;O;1;yes
mingi;DET;O;1;yes
ühesõnaga;ADV;O;1;no
neli;NUM;O;2;no
muusikapala;NOUN;O;1;no
valisin;VERB;O;1;no
need;PRON;O;1;yes
kõik;PRON;O;2;yes
mingitest;DET;O;1;yes
varasematest;ADJ;O;1;no
aegadest;NOUN;O;2;no
sellest;DET;O;1;yes
ajast;NOUN;O;1;no
praegu;ADV;O;1;yes
oleme;AUX;O;1;yes
natuke;ADV;O;1;no
vanematest;NOUN;O;1;no
nad;PRON;O;2;yes
kuidagi;ADV;O;1;yes
seotud;VERB;O;1;no
hommikuga;NOUN;O;1;no
minu;PRON;O;1;yes
jaoks;ADP;O;1;yes
mingite;DET;O;1;yes
mälestustega;NOUN;O;1;no
need;DET;O;2;yes
lugu;NOUN;O;2;no
tulid;VERB;O;2;yes
nii-öelda;ADV;O;1;no
paberile;NOUN;O;2;no
kirjutasin;VERB;O;1;no
üldse;ADV;O;1;no
mõelnudki;VERB;O;1;no
komand;NOUN;O;1;no
selles;DET;O;1;yes
mõttes;NOUN;O;1;no
üks;DET;O;1;yes
selline;DET;O;3;yes
kiirelt;ADV;O;1;no
load;NOUN;O;1;no
tahan;VERB;O;1;no
öelda;VERB;O;2;no
alustame;VERB;O;1;no
mida;PRON;O;2;yes
mängime;VERB;O;1;no
miks;ADV;O;1;yes
just;ADV;O;1;yes
see;DET;O;1;yes
kõigepealt;ADV;O;1;yes
mängiksime;VERB;O;1;no
laulu;NOUN;O;1;no
mille;PRON;O;1;yes
nimi;NOUN;O;1;no
september;NOUN;O;2;no
septembri;NOUN;O;1;no
laul;NOUN;O;1;no
veel;ADV;O;1;yes
teisigi;PRON;O;1;no
nüüd;ADV;O;1;yes
hästi;ADV;O;1;no
palju;ADV;O;1;yes
tihtipeale;ADV;O;1;no
sellised;ADJ;O;1;yes
pigem;ADV;O;1;yes
melanhoolselt;ADV;O;1;no
Winston;PROPN;O;1;no
Faiele;PROPN;O;1;no
laulab;VERB;O;1;no
mängib;VERB;O;1;no
pilli;NOUN;O;1;no
särtsakas;ADJ;O;1;no
hommikuhommikust;NOUN;O;1;no
sobib;VERB;O;1;no
reegel;NOUN;O;1;no
teen;VERB;O;1;yes
no;INTJ;O;1;no
võiks;AUX;O;1;yes
selle;PRON;O;1;yes
kohta;ADP;O;1;yes
võimlemine;NOUN;O;1;no
ikkagi;ADV;O;1;yes
järgi;ADP;O;1;yes
teha;VERB;O;1;yes
eriti;ADV;O;1;no
bänd;NOUN;O;1;no
nagu;SCONJ;O;1;yes
maatuul;NOUN;O;1;no
tuli;VERB;O;1;yes
maa;NOUN;O;1;no
tuule;NOUN;O;1;no
tuli;NOUN;O;1;yes
ehk;CCONJ;O;1;yes
