word;upos;ner tag;count;stopword
luulealbum;NOUN;O;1;no
.;PUNCT;O;62;no
mida;PRON;O;5;yes
järgnevate;ADJ;O;1;no
minutite;NOUN;O;1;no
jooksul;ADP;O;1;yes
teile;PRON;O;1;yes
pakkuda;VERB;O;2;no
tahame;VERB;O;2;no
,;PUNCT;O;155;no
on;AUX;O;61;yes
selle;PRON;O;4;yes
ette;ADP;O;1;yes
kujutatava;ADJ;O;1;no
albumi;NOUN;O;2;no
esimene;ADJ;O;2;no
lehekülg;NOUN;O;1;no
sissejuhatus;NOUN;O;1;no
või;CCONJ;O;22;yes
saatesõna;NOUN;O;1;no
see;DET;O;13;yes
album;NOUN;O;1;no
mõeldud;VERB;O;2;no
nendele;DET;O;1;yes
inimestele;NOUN;O;1;no
keda;PRON;O;1;yes
kõikidest;DET;O;1;yes
erinevustest;NOUN;O;1;no
hoolimata;ADP;O;1;yes
olgu;AUX;O;1;yes
siis;ADV;O;34;yes
vanusest;NOUN;O;1;no
tööst;NOUN;O;1;no
keegi;PRON;O;1;yes
teeb;VERB;O;2;yes
haridusest;NOUN;O;1;no
muudest;DET;O;1;yes
harrastustest;NOUN;O;1;no
ühendab;VERB;O;2;no
üks;DET;O;9;yes
asi;NOUN;O;1;no
Sideluulega;PROPN;O;1;no
luulemaailmaga;NOUN;O;1;no
kirjandusteadlane;NOUN;O;2;no
Mart;PROPN;O;1;no
Mäger;PROPN;O;1;no
kas;ADV;O;7;yes
oleks;AUX;O;3;yes
mõeldav;ADJ;O;2;no
tohiks;AUX;O;1;no
mõtteliselt;ADV;O;1;no
inimesi;NOUN;O;1;no
niimoodi;ADV;O;3;yes
kaheks;NUM;O;1;no
jagada;VERB;O;1;no
paljalt;ADV;O;1;no
põhjal;ADP;O;1;no
nad;PRON;O;4;yes
kuidagiviisi;ADV;O;1;no
luulega;NOUN;O;1;no
seotud;VERB;O;1;no
ei;AUX;O;12;yes
ole;AUX;O;5;yes
?;PUNCT;O;4;no
no;INTJ;O;5;no
see;PRON;O;18;yes
väga;ADV;O;10;yes
tinglik;ADJ;O;1;no
ma;PRON;O;13;yes
usun;VERB;O;2;no
et;SCONJ;O;23;yes
mingil;DET;O;1;yes
kombel;NOUN;O;1;no
kõik;DET;O;3;yes
inimesed;NOUN;O;2;no
kuidagi;ADV;O;4;yes
saavad;VERB;O;1;yes
sellest;DET;O;1;yes
luulemaailmast;NOUN;O;1;no
osa;NOUN;O;2;no
ja;CCONJ;O;51;yes
seda;PRON;O;8;yes
ikkagi;ADV;O;10;yes
alati;ADV;O;3;yes
vot;ADV;O;2;yes
kui;SCONJ;O;14;yes
ise;PRON;O;1;yes
pole;AUX;O;1;yes
laule;NOUN;O;1;no
teinud;VERB;O;1;yes
laulu;NOUN;O;3;no
taruvat;VERB;O;1;no
just;ADV;O;9;yes
nimelt;ADV;O;7;no
niiviisi;ADV;O;3;no
nimetatakse;VERB;O;1;no
neist;PRON;O;1;yes
tegijad;NOUN;O;2;no
rahvaliku;ADJ;O;2;no
Sõrves;PROPN;O;1;no
näiteks;ADV;O;7;no
eks;ADV;O;1;yes
laulutoru;NOUN;O;1;no
igas;DET;O;1;yes
külas;NOUN;O;2;no
kuskil;ADV;O;1;yes
kihelkonnas;NOUN;O;1;no
olnud;AUX;O;2;yes
tema;PRON;O;6;yes
looming;NOUN;O;2;no
nii;ADV;O;11;yes
teisiti;ADV;O;1;no
pärale;ADV;O;1;no
jõudnud;VERB;O;1;no
noh;INTJ;O;8;yes
alguses;NOUN;O;1;no
muidugi;ADV;O;3;yes
kuulati;VERB;O;1;no
lauldi;VERB;O;1;no
edasi;ADV;O;8;yes
kuuldi;VERB;O;1;no
mis;PRON;O;11;yes
meelde;NOUN;O;2;no
jäi;VERB;O;1;no
