word;upos;ner tag;count;stopword
tere;INTJ;O;3;yes
,;PUNCT;O;395;no
eesti;ADJ;O;54;no
keele;NOUN;O;36;no
aastal;NOUN;O;3;no
tuleb;VERB;O;11;yes
Eestis;PROPN;O;1;no
üks;DET;O;11;yes
suur;ADJ;O;4;no
pooleliolev;ADJ;O;1;no
töö;NOUN;O;6;no
ära;ADV;O;2;yes
teha;VERB;O;5;yes
ja;CCONJ;O;98;yes
väga;ADV;O;18;yes
tähendusrikas;ADJ;O;1;no
.;PUNCT;O;146;no
see;PRON;O;60;yes
on;AUX;O;162;yes
kokku;ADV;O;9;yes
leppida;VERB;O;1;no
keelepoliitika;NOUN;O;19;no
põhialused;NOUN;O;6;no
kui;SCONJ;O;37;yes
kaugele;ADV;O;1;no
tänaseks;ADJ;O;2;no
päevaks;NOUN;O;1;no
jõutud;VERB;O;1;no
selgub;VERB;O;3;no
nüüd;ADV;O;4;yes
saates;NOUN;O;3;no
haridus;NOUN;O;3;no
teadusministeeriumi;NOUN;O;3;no
asekantsler;NOUN;O;2;no
Indrek;PROPN;O;2;no
Reimand;PROPN;O;2;no
minu;PRON;O;4;yes
nimi;NOUN;O;2;no
Piret;PROPN;O;2;no
Kriivan;PROPN;O;2;no
mullu;ADV;O;2;no
oli;AUX;O;6;yes
palju;ADV;O;13;yes
segadust;NOUN;O;1;no
selle;DET;O;6;yes
uue;ADJ;O;2;no
keelekavaga;NOUN;O;1;no
keelestrateegiaga;NOUN;O;1;no
tehti;VERB;O;3;yes
muudatusi;NOUN;O;1;no
selles;DET;O;3;yes
osas;NOUN;O;2;no
kes;PRON;O;14;yes
koostab;VERB;O;1;no
keelekava;ADJ;O;2;no
siis;ADV;O;54;yes
projekt;NOUN;O;1;no
ebaõnnestus;VERB;O;2;no
variant;NOUN;O;1;no
keelegavast;ADJ;O;1;no
esimene;ADJ;O;1;no
küsimus;NOUN;O;3;no
lihtne;ADJ;O;1;no
kas;ADV;O;24;yes
või;CCONJ;O;48;yes
ei;AUX;O;58;yes
tule;VERB;O;3;yes
keelega;NOUN;O;1;no
selle;PRON;O;8;yes
bürokraatlikus;ADJ;O;1;no
keeles;NOUN;O;9;no
arengukava;NOUN;O;13;no
ole;AUX;O;32;yes
selge;ADJ;O;5;no
aga;CCONJ;O;40;yes
tähtsam;ADJ;O;1;no
et;SCONJ;O;153;yes
kõigepealt;ADV;O;2;yes
arutatakse;VERB;O;1;no
läbi;ADV;O;4;yes
meile;PRON;O;3;yes
ülesandeks;NOUN;O;1;no
koos;ADP;O;3;yes
teiste;DET;O;4;yes
ministeeriumitega;NOUN;O;1;no
ette;ADV;O;4;yes
valmistada;VERB;O;1;no
Riigikogus;PROPN;O;1;no
ka;ADV;O;40;yes
arutada;VERB;O;3;no
läbi;ADP;O;1;yes
Eesti;PROPN;O;17;no
sellest;DET;O;4;yes
protsessist;NOUN;O;1;no
võib;AUX;O;8;yes
lõpuks;ADV;O;2;no
nii;ADV;O;22;yes
tulla;VERB;O;2;yes
mitte;ADV;O;11;yes
?;PUNCT;O;23;no
Poliitika;NOUN;O;1;no
selline;DET;O;5;yes
dokument;NOUN;O;11;no
milles;PRON;O;2;yes
kõige;ADV;O;12;yes
üldisemad;ADJ;O;2;no
eesmärgid;NOUN;O;3;no
lepitakse;VERB;O;2;no
printsiibid;NOUN;O;1;no
millest;PRON;O;2;yes
lähtutakse;VERB;O;1;no
erinevate;ADJ;O;1;no
poliitik;NOUN;O;2;no
olete;AUX;O;5;yes
juures;ADP;O;3;yes
neid;DET;O;5;yes
printsiipe;NOUN;O;2;no
peavad;AUX;O;2;yes
rakendama;VERB;O;1;no
kõik;DET;O;5;yes
arengukavad;NOUN;O;3;no
poliitikat;NOUN;O;1;no
ainult;ADV;O;6;yes
võib-olla;ADV;O;9;yes
meil;PRON;O;18;yes
näiteks;ADV;O;14;no
kultuuri;NOUN;O;4;no
mingisugune;DET;O;2;yes
hariduse;NOUN;O;2;no
seal;ADV;O;9;yes
rakendatakse;VERB;O;1;no
põhialustes;NOUN;O;4;no
lepitud;ADJ;O;1;no
ma;PRON;O;37;yes
pean;AUX;O;1;yes
võrdlemisi;ADV;O;3;no
tõenäoliseks;ADJ;O;1;no
siiski;ADV;O;1;yes
arengukavaga;NOUN;O;1;no
tähendab;VERB;O;5;no
seda;PRON;O;29;yes
igal;PRON;O;1;yes
kuidas;ADV;O;10;yes
igal;DET;O;1;yes
ministeeriumil;NOUN;O;1;no
oma;PRON;O;11;yes
haridusministeeriumil;NOUN;O;1;no
põllumajandusministeeriumil;NOUN;O;1;no
põllumajanduse;NOUN;O;1;no
veel;ADV;O;5;yes
kuskil;ADV;O;2;yes
põhi;NOUN;O;1;no
alused;NOUN;O;1;no
kõrgemal;ADV;O;2;no
aitäh;NOUN;O;1;yes
haridus-;NOUN;O;3;no
teadusministeeriumil;NOUN;O;1;no
neli;NUM;O;1;no
praegu;ADV;O;10;yes
sealhulgas;ADV;O;5;no
mis;PRON;O;34;yes
kehtib;VERB;O;1;no
kuni;ADP;O;1;yes
aastani;NOUN;O;1;no
2000;NUM;O;1;no
20;NUM;O;1;no
aga;ADV;O;11;yes
teised;DET;O;2;yes
elukestva;ADJ;O;1;no
õppe;NOUN;O;1;no
strateegia;NOUN;O;1;no
arvan;VERB;O;15;no
teadus-;NOUN;O;1;no
arendustegevuse;NOUN;O;1;no
innovatsioonistrateegia;NOUN;O;1;no
noorsootööstrateegia;NOUN;O;1;no
need;PRON;O;5;yes
arengukavade;NOUN;O;1;no
protsessi;NOUN;O;1;no
riik;NOUN;O;4;no
püüab;VERB;O;1;no
korrastada;VERB;O;1;no
missuguseks;ADJ;O;1;yes
täpselt;ADV;O;4;no
kujuneb;VERB;O;1;no
täna;ADV;O;6;no
ilmselt;ADV;O;2;no
mina;PRON;O;1;yes
õige;ADJ;O;1;no
inimene;NOUN;O;2;no
sellele;PRON;O;3;yes
vastama;VERB;O;1;no
meie;PRON;O;19;yes
räägime;VERB;O;3;no
tänases;ADJ;O;1;no
põhialustest;NOUN;O;2;no
mida;PRON;O;8;yes
ministeeriumis;NOUN;O;1;no
koostatakse;VERB;O;1;no
koostavad;VERB;O;1;no
ministeeriumiametnik;NOUN;O;1;no
sellesse;DET;O;2;yes
koostamisse;NOUN;O;1;no
kaasatud;VERB;O;1;no
tud;ADV;O;1;no
keelenõukogu;NOUN;O;1;no
mitmesuguseid;DET;O;1;yes
partnereid;NOUN;O;1;no
majast;NOUN;O;1;no
väljast;NOUN;O;1;yes
instituut;NOUN;O;1;no
ülikoolid;NOUN;O;3;no
keeleinspektsioon;NOUN;O;1;no
ministeeriumid;NOUN;O;1;no
see;DET;O;22;yes
